nuts,February Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2011 - 2040)
DE50,0.8429677680134773
DE60,0.6789433509111404
DE71,0.6882173803945383
DE72,0.7618217289447784
DE73,0.742792587975661
DE80,0.7111685757214824
DE91,0.8322248691072066
BG41,0.47665236592292787
BG42,0.3954907824595769
CH01,0.7383196725820501
AT32,0.7944212357203165
AT33,0.7674336374426881
AT34,0.7403209005792936
BE10,0.6579980596899986
BE23,0.7309470189114412
BE24,0.68602915580074
BE25,0.6667178603510062
BE31,0.7502770960330963
BE32,0.5753811091184616
BE33,0.7822332297762234
BE34,0.7249754708260298
BE35,0.7786836631596088
BG31,0.41805260969946784
BG32,0.4421270127718647
BG33,0.4385204702615738
BG34,0.4440305801729361
DE92,0.8196377051373323
DE93,0.7339515317852299
DE94,0.7358257575581472
CZ07,0.7384865932166577
CZ08,0.6365867591152589
AL01,0.7343453488002221
AL02,0.5976439772794644
AL03,0.6315864594032367
AT11,0.43986659770210584
AT12,0.6169977703442177
AT13,0.5418897519508997
AT21,0.6799915495018164
AT22,0.6023598122100036
AT31,0.6639464005827904
DK05,0.5820605887720982
BE21,0.7622560088833173
BE22,0.7445987907548746
ES43,0.5117086589957277
ES51,0.5180035539592306
ES52,0.29210962827006975
ES53,0.3265182157357534
ES61,0.4611639272421598
ES62,0.23424472156912088
ES63,0.4667017420132955
ES64,0.2
CH02,0.7340566024805109
CH03,0.6932353044549624
CH04,0.6556494678060214
CH05,0.7580270017186801
CH06,0.736657111843427
CH07,0.6393063984811306
CY00,0.5234134012212356
CZ01,0.566875480612119
CZ02,0.572440600519379
CZ03,0.6336590420454741
CZ04,0.6508700791746378
CZ05,0.7280280771975716
CZ06,0.5210700381547213
DE40,0.7181505126257738
EL53,0.5608186113337675
EL54,0.6413309263686339
EL61,0.6563994248087207
EL62,0.6425387725234032
EL63,0.6711795234431823
ES70,0.041687148809432986
ITC1,0.5522171194665134
ITC2,0.6665471352636814
DE11,0.569153278072675
DE12,0.6192818814267714
DE13,0.6812443941210707
DE14,0.6919720472147067
DE21,0.8284270197153092
DE22,0.674969558417797
DE23,0.6438529063637058
DE24,0.7116021337608497
DE25,0.6886396132409572
DE26,0.6333276691536108
DE27,0.7274009330198169
DE30,0.7417374233404795
EL42,0.5623240809887647
LV00,0.5870291794495036
ME00,0.6695167916516463
MK00,0.4759826165934404
MT00,0.3748290697733561
NL11,0.8088521818319957
NL12,0.7271846788624923
EL64,0.5727504131694635
EL65,0.5588054356475671
ES11,0.7722562676295638
ES12,0.8607510410870115
ES13,0.7550016264120738
ES21,0.9437301377455394
ES22,0.7261782351881265
ES23,0.7879343707114458
ES24,0.46297515286132696
ES30,0.48525971720616023
IE05,0.7970778731318812
IE06,0.7129620309919119
IS00,1.0656925273438296
ITC3,0.5024874014159043
FI19,0.43167647132650017
FI1B,0.6322080045938492
FI1C,0.5339500958099961
DEA1,0.699698876341184
DEA2,0.8565153143058221
DEA3,0.7454666294157505
DEA4,0.8178118879596392
DEA5,0.819583692898353
DEB1,0.8164729496464134
DEB2,0.7034295223653316
DEB3,0.699071404337883
DEC0,0.6795096404850482
DED2,0.8870256291081507
DED4,0.818380814542373
DED5,0.7923273779451847
DEE0,0.7823910000734031
DEF0,0.5872928866495689
DEG0,0.753779640297095
DK01,0.6199688605964184
DK02,0.6321381168439985
DK03,0.6298427226021885
DK04,0.5937446149686972
ES41,0.5202842847444117
ES42,0.4833133343607187
HU23,0.5419573352361718
HU31,0.6431480215241512
HU32,0.6276765391851465
HU33,0.7303790201743444
IE04,0.8462101144716143
EE00,0.5948718231947472
EL30,0.4777554744233688
EL41,0.5684464770058791
EL43,0.5601271788279215
EL51,0.39867236924668153
EL52,0.39862585011869667
FI20,0.619775473450621
FR10,0.5445245531698067
FRB0,0.592625351001819
FRC1,0.8269726001967986
FRC2,0.8022752348333597
FRD1,0.6342644621928533
FRD2,0.5852193051328262
FRE1,0.6078202846149604
FRE2,0.5763666547834874
FRF1,0.7351327329874039
NL13,0.7323087493578593
NL21,0.6924296053747336
NL22,0.6967176665862401
NL23,0.7145678982138634
NL31,0.6919237901767095
NL32,0.779175166413188
ITG2,0.40667937335868676
ITH1,0.6611608882745107
ITH2,0.5507685154676437
FRI3,0.49185311210652194
FRJ1,0.5308783586757878
FRJ2,0.6938408207769196
FRK1,0.7675190726295114
FRK2,0.7158191173026959
FRL0,0.37597443064053854
FRM0,0.5429037641733885
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.509354929625988
TR32,0.5531741857528687
TR33,0.5473531962993244
HR03,0.6298831913620233
HR02,0.5780734283849597
HU11,0.667101244131724
HU12,0.6790641294171412
HU21,0.5410548336183031
HU22,0.4566610477864742
PT16,0.42845162594070035
PT17,0.4834161358575026
FRF2,0.6797059844558437
FRF3,0.701392845933636
FRG0,0.47006275424112876
FRH0,0.6804894327186048
FRI1,0.6923885523341596
FRI2,0.6541007035722335
ITC4,0.5873953292456766
ITF1,0.7097364269196987
ITF2,0.5721032702674468
ITF3,0.6885973225658139
ITF4,0.4731610659509897
ITF5,0.49671597108244897
ITF6,0.631891485551993
ITG1,0.44947790587320924
LT01,0.7450308370714386
LT02,0.6367768551688642
LU00,0.7380554474890232
PL22,0.6766598414629698
PL41,0.6339048925787211
PL42,0.7451326539119084
PT18,0.5125952492468059
PT20,0.0
PT30,0.0
RO11,0.6491064908603827
RO12,0.6063812921755016
RO21,0.515266912865142
RO22,0.33131644039725267
RO31,0.43786175226171814
RO32,0.41336237291495004
ITH3,0.4505162643268704
ITH4,0.5139566322167715
ITH5,0.41540913100664817
ITI1,0.48702958452825745
ITI2,0.5578564502298832
ITI3,0.5120500722900033
ITI4,0.5303150538355113
LI00,0.7499608397483826
FI1D,0.6031206758071979
TR82,0.6962134696543216
TR83,0.6503429540743431
TR90,0.8058454968035221
TRA1,0.724324881285429
TRA2,0.732568022608757
PL43,0.689553497855862
PL51,0.7724330014238755
PL52,0.6144034624099731
PL61,0.5364103930691878
PL62,0.6520636700093746
PL63,0.7652260488520066
PL71,0.6097210083156824
PL72,0.6669004751990238
PL81,0.6180231347369651
PL82,0.7217432162413995
PL84,0.742656386954089
PL91,0.5819838254402081
PL92,0.63010723721236
PT11,0.6174990163495143
PT15,0.41323177913824716
TRB1,0.6942279029637575
TRB2,0.737929264207681
TRC1,0.5212171116222938
RS12,0.5520798935244481
RS21,0.6413402956599991
RS22,0.562460171431303
SE11,0.4887267851581176
SE12,0.549015124514699
NL33,0.7021452958385149
NL34,0.7249010781447093
NL41,0.7208114877343178
NL42,0.7025641848643621
PL21,0.8080088338504235
UKM6,0.959432998423775
TR22,0.643687586983045
TRC2,0.6045393638312817
TRC3,0.6401948742568493
UKC1,0.8844213577608268
UKC2,0.7630844064056873
UKD1,0.780788246418039
UKD3,0.7033531658351422
UKD4,0.7141640195002158
UKD6,0.6451237112283706
UKD7,0.6629917492469152
UKE1,0.674263330300649
UKE2,0.8388371959328651
UKE3,0.6789665684103966
RO41,0.4938952804543078
RO42,0.6515160513731341
RS11,0.6593920608361562
TR41,0.6722224588816365
TR42,0.797239504257838
TR51,0.5368137623804311
TR52,0.5764408655464649
TR61,0.5678217425631981
TR62,0.6556277007485429
TR63,0.6128171049058437
TR71,0.534926348241667
TR72,0.6521639990309874
TR81,0.9218947974344095
UKK1,0.6295099535336097
UKK2,0.5888140986363093
UKK3,0.7946313669284185
UKK4,0.6711379715551933
UKL1,0.7672383848577737
UKL2,0.6729780903086067
UKM5,0.84015868169566
UKM7,0.7596249024694165
UKM8,0.8158365746339162
UKM9,0.8250360066071153
UKN0,0.7366678641488155
