nuts,Winter Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,2.632666612168153
DE60,2.8500326951344808
DE71,2.9085422933101652
DE72,3.0718860268592834
DE73,3.0317774653434753
DE80,2.607257237037023
DE91,2.8638236353794735
BG41,2.0479006191094715
BG42,1.5771174728870392
CH01,2.713908060391744
AT32,2.7090733468532564
AT33,2.4103582004706063
AT34,2.521524887283643
BE10,2.7751564621925353
BE23,2.5797740841905275
BE24,2.831293161710103
BE25,2.5260515083869297
BE31,2.9747616946697235
BE32,2.8713425318400065
BE33,3.326504401365916
BE34,2.927001166840394
BE35,3.117236667871475
BG31,1.8456135103479028
BG32,1.833118133743604
BG33,1.6592933466037114
BG34,1.712672834098339
DE92,2.5953673069675762
DE93,2.6004142542680104
DE94,2.837097837527593
CZ07,2.696984072526296
CZ08,3.0532273332277935
AL01,2.646347729365031
AL02,2.3881495375186206
AL03,2.2621563116709393
AT11,1.949888529876868
AT12,2.4537290851275126
AT13,2.3077046195665996
AT21,2.0471429487069446
AT22,2.419219011068344
AT31,2.870652664701144
DK05,3.0378901521364847
BE21,2.7497741957505544
BE22,3.11526633699735
ES43,1.4434672944247722
ES51,1.0908508854607741
ES52,0.8521475267906984
ES53,1.2838199033091466
ES61,1.0089012644564113
ES62,0.7293511277064681
ES63,1.1553567667802176
ES64,0.7333333333333333
CH02,2.822527951002121
CH03,3.084013177951177
CH04,2.8362951919436457
CH05,2.4797139008839926
CH06,2.711004457871119
CH07,2.001841448992491
CY00,1.488320246587197
CZ01,2.494537508984407
CZ02,2.6883369063337645
CZ03,2.753860274950663
CZ04,2.8596617072820663
CZ05,2.7396640956401823
CZ06,2.4731444080670673
DE40,2.7338657091061274
EL53,2.0073907531797888
EL54,2.4034294873476028
EL61,2.2833394010861716
EL62,2.3445694347222648
EL63,2.2565917233626047
ES70,0.39995943705240883
ITC1,1.5214910795291265
ITC2,2.0576017344991366
DE11,3.1132109820842744
DE12,3.2181499858697253
DE13,3.0990117768446606
DE14,3.000646922985713
DE21,2.754562078913053
DE22,2.831709717710813
DE23,2.8687872856855394
DE24,3.079155778884888
DE25,2.9323239703973134
DE26,3.0399447123209637
DE27,2.9127973715464273
DE30,2.4498815005024275
EL42,1.9797220766544341
LV00,2.7138579984505973
ME00,2.6661793728669485
MK00,1.8558988968531291
MT00,1.7666403795282046
NL11,2.8844000240166983
NL12,3.1407020648320514
EL64,2.161443341771762
EL65,1.8252471357584
ES11,2.710909595092138
ES12,2.4625209257006646
ES13,2.544701639811198
ES21,2.251474437614282
ES22,1.9474213401476541
ES23,1.8848672099411488
ES24,1.3646971290310224
ES30,1.590418150027593
IE05,2.997949367761612
IE06,2.82529673576355
IS00,3.337251393000285
ITC3,1.6010866036017737
FI19,2.7517992556095123
FI1B,2.800894083579381
FI1C,2.6635358691215516
DEA1,3.157731738438209
DEA2,3.552548998594284
DEA3,2.8441904822985333
DEA4,2.721745798488458
DEA5,3.2218933502833047
DEB1,3.020041627685229
DEB2,2.906641713778178
DEB3,3.030525424083074
DEC0,2.7674613562723
DED2,2.9155330965916315
DED4,2.9136479067305725
DED5,2.5577919681866965
DEE0,2.6944803496201835
DEF0,2.9553733597199123
DEG0,2.7391255100568137
DK01,2.8883677033086617
DK02,2.8816860715548196
DK03,2.9707027713457745
DK04,2.9801263262828193
ES41,1.8844469437996547
ES42,1.3162492514277497
HU23,2.410772239168485
HU31,2.2112273812294005
HU32,2.3971277674039206
HU33,2.3383719245592753
IE04,3.4797576633592446
EE00,2.757466558615367
EL30,1.5317976928005617
EL41,2.0978187739849092
EL43,1.7134704371293386
EL51,1.5199178407589595
EL52,1.7517078265547752
FI20,2.72793674270312
FR10,2.4353971600532534
FRB0,2.4795115758975346
FRC1,2.979238224029541
FRC2,2.9542521595954896
FRD1,2.6391499171654385
FRD2,2.6367676119009653
FRE1,2.7001684471964835
FRE2,2.586444300413132
FRF1,2.952487772703171
NL13,2.803700522085031
NL21,2.5612220893303554
NL22,2.5729690331965687
NL23,2.606657021244367
NL31,2.4421809216340384
NL32,3.1138016949097316
ITG2,1.7751053820053737
ITH1,1.876748181382815
ITH2,1.5591906542579332
FRI3,2.555694729089737
FRJ1,1.740809428691864
FRJ2,2.1749891519546507
FRK1,2.934857060511907
FRK2,2.473787780602773
FRL0,1.4733206073443095
FRM0,1.8648579316834608
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,1.9431253850460053
TR32,1.987293304502964
TR33,2.0331616202990213
HR03,2.4100344399611155
HR02,2.626213386654854
HU11,2.1168641954660417
HU12,2.3380034973224
HU21,2.205610938866933
HU22,1.8811141672854623
PT16,1.9163301900029182
PT17,1.7417277656495571
FRF2,2.800439882278442
FRF3,2.7875269268949827
FRG0,2.3004091242949167
FRH0,2.6535654505093893
FRI1,2.524990906318029
FRI2,2.7935204009215036
ITC4,1.6532039659718671
ITF1,1.9305062053104243
ITF2,1.8198569566011429
ITF3,2.255198218425115
ITF4,1.7304901520411173
ITF5,1.7726488361756008
ITF6,2.0684274196624757
ITG1,1.9832149078448613
LT01,3.394181736310323
LT02,3.0635023683309557
LU00,2.7395617343485354
PL22,2.913085170586904
PL41,2.700968873004119
PL42,2.8242930789788563
PT18,1.4787283333639303
PT20,0.0
PT30,0.0
RO11,2.758016033967336
RO12,2.4210327684879305
RO21,2.5064678748448688
RO22,1.4808308069904645
RO31,1.8231477315537632
RO32,1.69323341101408
ITH3,1.4342143788933754
ITH4,1.78870247254769
ITH5,1.6757853423555693
ITI1,2.013520061969757
ITI2,2.004553868373235
ITI3,1.9621972357233366
ITI4,2.048106873035431
LI00,3.0164708455403644
FI1D,2.4353911797205607
TR82,2.720799575249354
TR83,2.3305000166098275
TR90,2.964951741695404
TRA1,2.6927761912345884
TRA2,2.5826318234205248
PL43,2.518762451906999
PL51,2.8884579579035443
PL52,2.710103851556778
PL61,2.627011713385582
PL62,3.1652763565381368
PL63,3.058954882621765
PL71,2.618051383458078
PL72,3.1124770124753316
PL81,2.753425172964732
PL82,2.9995878875255584
PL84,2.818897558252017
PL91,2.5927639146645864
PL92,2.801699975132942
PT11,2.0036592493454615
PT15,1.0282731605072817
TRB1,2.597849673529466
TRB2,2.6833169251680373
TRC1,2.033961644768715
RS12,2.3754633804162344
RS21,2.6766719589630763
RS22,2.209609490633011
SE11,2.492231633265813
SE12,2.2889493962128955
NL33,2.5333949759602548
NL34,2.5244612102707227
NL41,2.6529339055220285
NL42,2.9761205156644186
PL21,3.020907171567281
UKM6,3.8551440397898356
TR22,2.308158216873805
TRC2,2.057376018166542
TRC3,2.042469301323096
UKC1,2.809322690963745
UKC2,2.8816975871721904
UKD1,2.935975770652294
UKD3,2.877669717868169
UKD4,2.870407424867153
UKD6,2.735918512940407
UKD7,2.932569768031438
UKE1,2.3390349795420966
UKE2,2.7341478327910105
UKE3,2.473334743579229
RO41,1.7595380206902822
RO42,2.574720338980357
RS11,2.193352222442627
TR41,2.255359087387721
TR42,2.939349669218063
TR51,2.0911093105872474
TR52,1.7415763636430104
TR61,1.891095429752022
TR62,1.5923516194025675
TR63,2.148707551633318
TR71,2.042227824529012
TR72,2.4252427965402603
TR81,3.3635070770978928
UKK1,2.5712846140066783
UKK2,2.653919014831384
UKK3,3.2293571181595326
UKK4,2.9779226382573447
UKL1,3.0416426648696264
UKL2,2.765938866138458
UKM5,3.097480428467194
UKM7,3.2951644976933796
UKM8,3.179747482140859
UKM9,3.1686025579770405
UKN0,3.222202887137731
SE21,2.699228129784266
SE22,2.6766598174969354
