nuts,Summer Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2011 - 2040)
DE50,2.34697821388642
DE60,2.533300280570984
DE71,2.357355512181918
DE72,2.1497405737638475
DE73,2.343700454632441
DE80,2.152778161565463
DE91,2.392388934890429
BG41,1.89727769891421
BG42,1.3364815145730973
CH01,2.7742992560068767
AT32,3.29132506052653
AT33,3.2784526109695435
AT34,3.101975463827451
BE10,2.167113697528839
BE23,1.8568654552102088
BE24,2.2415996144215264
BE25,1.9431304067373276
BE31,2.2762912829717
BE32,2.0863575528065366
BE33,2.3898729870716733
BE34,2.473112717270851
BE35,2.4545803725719453
BG31,1.7005956639846167
BG32,1.8360404213269552
BG33,1.7679272443056107
BG34,1.2486343376338482
DE92,2.3564873695373536
DE93,2.373484756549199
DE94,2.5448625892400742
CZ07,2.4472200989723207
CZ08,2.4338913202285766
AL01,1.1892107194910446
AL02,1.163273001710574
AL03,0.8868800866728027
AT11,2.5122083693742754
AT12,2.4263994812965395
AT13,2.3916463841994604
AT21,2.753748776515325
AT22,3.1445774147907892
AT31,2.519299453496933
DK05,1.7178096224864323
BE21,2.1468503922224045
BE22,2.309986459215482
ES43,0.41208626913527646
ES51,1.299821870525678
ES52,0.7443730710074306
ES53,0.3161460544914007
ES61,0.3424291369350006
ES62,0.4090611002718409
ES63,0.07780116399129232
ES64,0.23333333333333334
CH02,2.877299718062083
CH03,2.90616388519605
CH04,2.939607536792755
CH05,2.9388354937235515
CH06,3.120955381790797
CH07,2.601801033814748
CY00,0.1050043236464262
CZ01,2.1205289820830027
CZ02,2.1444648881753285
CZ03,2.426016664505005
CZ04,2.668254359563192
CZ05,2.422769812742869
CZ06,2.2085396587848662
DE40,1.974053939183553
EL53,1.0129771416385969
EL54,0.7531343817710876
EL61,0.6557001190260052
EL62,0.23864103841284912
EL63,0.5720916268726189
ES70,0.12506097356478374
ITC1,2.3923418189088506
ITC2,2.8114767054716747
DE11,2.5821485996246336
DE12,2.5823677480220795
DE13,2.6189107934633893
DE14,2.8618443349997205
DE21,2.9311134656270346
DE22,2.526572374502818
DE23,2.4160994390646615
DE24,2.4368116557598114
DE25,2.4347318783402443
DE26,2.411663204431534
DE27,2.9347428580125174
DE30,1.7082394659519196
EL42,0.048889702372252944
LV00,2.3137603600819907
ME00,1.4632233321666717
MK00,1.0835225174824397
MT00,0.09994740684827169
NL11,2.695301215847333
NL12,2.048800127704938
EL64,0.5856234125792981
EL65,0.33773376209040484
ES11,1.244652602635324
ES12,2.0069288477301597
ES13,2.0908912673592566
ES21,1.6239154752343894
ES22,1.3686848079164824
ES23,1.3739402373631795
ES24,1.1960565755764643
ES30,0.7794180668890476
IE05,2.305606922507286
IE06,2.081497136751811
IS00,2.5713831722736358
ITC3,1.456619151433309
FI19,2.1625634392102557
FI1B,1.9463942083219687
FI1C,2.054520187775294
DEA1,2.3786499122778575
DEA2,2.2642080008983614
DEA3,2.321487494309743
DEA4,2.571394153436025
DEA5,2.474861416220665
DEB1,2.1144443611303965
DEB2,2.0833273967107138
DEB3,2.1879833082358044
DEC0,2.2571270326773325
DED2,2.261247683564822
DED4,2.48060628871123
DED5,1.8280784259239833
