nuts,Spring Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,2.547591334581375
DE60,2.5339602649211885
DE71,2.4934916704893113
DE72,2.5450223247210184
DE73,2.584656616051992
DE80,2.6080566386381787
DE91,2.4425452252229056
BG41,2.5551525235176085
BG42,2.3575622856616976
CH01,3.0004163364569347
AT32,3.6847339987754824
AT33,3.7456031918525694
AT34,3.1740685244401297
BE10,2.416264379521211
BE23,2.5589410682519276
BE24,2.575186242659887
BE25,2.5351177444060644
BE31,2.51661125322183
BE32,2.6356060206890106
BE33,2.7610732560356457
BE34,2.682630022366842
BE35,2.7137183994054794
BG31,2.300259546438853
BG32,2.091588155925274
BG33,1.7776290694872539
BG34,2.053843255837758
DE92,2.6627437353134153
DE93,2.279145324230194
DE94,2.6451018869876863
CZ07,2.859739206234614
CZ08,3.336276694138845
AL01,2.307469128072262
AL02,2.3101164072752
AL03,1.918935513496399
AT11,2.1937618215878802
AT12,2.8643321384986242
AT13,2.375060831507047
AT21,3.069557453195254
AT22,3.1539624989032746
AT31,3.282720351219177
DK05,2.275326505303383
BE21,2.6497351159652074
BE22,2.630917186041673
ES43,1.044544113551577
ES51,1.7623844663302104
ES52,1.058402055253585
ES53,1.010214505220453
ES61,0.8848863476266463
ES62,0.836709035684665
ES63,0.7887953331073125
ES64,0.6666666666666666
CH02,3.1789297660191855
CH03,3.38293805817763
CH04,3.531499707698822
CH05,3.341153021653493
CH06,3.0928981880346935
CH07,2.784087677796682
CY00,0.582513369123141
CZ01,2.620389779408773
CZ02,2.8289763291676837
CZ03,3.042890657981237
CZ04,3.011786593000094
CZ05,2.895769233504931
CZ06,2.466039820512136
DE40,2.5667308807373046
EL53,1.8101911793152492
EL54,1.71843169691662
EL61,1.5591303288936615
EL62,1.1969809330999852
EL63,1.6184204017122588
ES70,0.20014246106147765
ITC1,2.488808105389277
ITC2,2.6200838456551234
DE11,2.9407347400983173
DE12,2.7024768084287643
DE13,3.052314622203509
DE14,3.343433060248693
DE21,3.566671284039815
DE22,3.2394885698954266
DE23,3.0861421912908553
DE24,2.87007360458374
DE25,2.7782843271891275
DE26,2.3567474603652956
DE27,3.2970580458641052
DE30,2.4526029884815217
EL42,0.7111525474737088
LV00,2.5401040454705557
ME00,2.507049536705017
MK00,2.216723237435023
MT00,0.6167718549569448
NL11,2.5014938255151113
NL12,2.492050134514769
EL64,1.2879137879858413
EL65,1.1062808652718863
ES11,2.143488965431849
ES12,2.4763201721633474
ES13,2.4831883390744527
ES21,2.5400966505209603
ES22,2.2277770618597668
ES23,2.3983150760332745
ES24,1.5566377694408098
ES30,1.43239676207304
IE05,2.63490815560023
IE06,2.64029639561971
IS00,3.3113455335299173
ITC3,2.0276539584000903
FI19,2.1667748788992562
FI1B,2.2895138998826345
FI1C,2.275837691624959
DEA1,2.5121303349733353
DEA2,2.7530745387077333
DEA3,2.466483157873154
DEA4,2.5473196864128114
DEA5,2.5767131447792053
DEB1,2.5620380878448485
DEB2,2.6674258669217425
DEB3,2.581214361389478
DEC0,2.9098656920095283
DED2,2.9285966515541078
DED4,3.3029479324817657
DED5,2.4304277539253234
DEE0,2.236592788497607
DEF0,2.4691814919312796
DEG0,2.5297101994355518
DK01,2.4254088858763376
DK02,2.324600550532341
DK03,2.6411691923936207
DK04,2.4615422558039426
ES41,1.8407148470481236
ES42,1.2452394569913545
HU23,2.0406273876627288
HU31,2.0858238611370323
HU32,2.200256373484929
HU33,1.9938390602668126
IE04,3.061831444501877
EE00,2.2679326713085173
EL30,0.7281879788885514
EL41,0.9019447265813748
EL43,0.7051580785463254
EL51,1.745512100060781
EL52,1.8039807468652724
FI20,1.7681767642498016
FR10,2.4652762562036514
FRB0,2.4136560380458834
FRC1,2.700738336642583
FRC2,3.1032050967216493
FRD1,2.569013923406601
FRD2,2.6194542706012727
FRE1,2.744799089431763
FRE2,2.692535235484441
FRF1,2.872238697608312
NL13,2.448006795346737
NL21,2.527355938156446
NL22,2.314324607451757
NL23,2.487617387374242
NL31,2.5206580181916554
NL32,2.434108427291115
ITG2,1.4490406294663747
ITH1,3.192919820547104
ITH2,2.7592037598292034
FRI3,2.3997512221336366
FRJ1,1.9665860831737518
FRJ2,2.346007780234019
FRK1,2.4890991111596423
FRK2,2.557584734757741
FRL0,1.9450754587848982
FRM0,1.6026702726880708
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,1.049065541724364
TR32,1.1697862764510016
TR33,1.3985296790798505
HR03,1.95833487311999
HR02,2.1482254525025684
HU11,2.024348130822182
HU12,1.9671391246219476
HU21,2.0156986912091575
HU22,2.1073610921700796
PT16,1.4004575822502374
PT17,1.030467606584231
FRF2,2.8799097577730817
FRF3,2.6745553498466808
