nuts,Summer Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2041 - 2070)
DE50,2.409663313627243
DE60,2.3610226064920425
DE71,2.4281550347805023
DE72,2.357398096720378
DE73,2.5865187952915827
DE80,2.2235121885935465
DE91,2.7153942048549653
BG41,1.91345201532046
BG42,1.4682541728019713
CH01,2.911688694357872
AT32,3.1735022624333697
AT33,3.3253701011339825
AT34,3.1736917813618977
BE10,2.1421807458003364
BE23,1.8915829656024774
BE24,2.060842901468277
BE25,2.167745859424273
BE31,2.182967569430669
BE32,2.0752586166063947
BE33,2.6430060545603435
BE34,2.5293300489584607
BE35,2.450417638818423
BG31,1.732657211025556
BG32,1.8099710007508596
BG33,1.452823214729627
BG34,1.3939404199520746
DE92,2.588583262761434
DE93,2.4637639582157136
DE94,2.6438698252042134
CZ07,2.5111729780832928
CZ08,2.5143352448940277
AL01,1.259404734770457
AL02,1.0180245723575354
AL03,0.7677794358382622
AT11,2.2386138250430423
AT12,2.6006111919879915
AT13,2.342417053381602
AT21,2.674798905849457
AT22,2.8212032198905943
AT31,2.6450516998767855
DK05,2.114794909954071
BE21,2.2530728633205097
BE22,2.464174742499987
ES43,0.3010818975046277
ES51,1.1375191311041515
ES52,0.6757206643000245
ES53,0.22944634010394413
ES61,0.27580202120977143
ES62,0.29978438628216586
ES63,0.07787132660547892
ES64,0.16666666666666666
CH02,2.9420306672652563
CH03,3.3064326544602713
CH04,2.9556147823731105
CH05,2.905350561936696
CH06,3.081490417321523
CH07,2.2867170373598733
CY00,0.06548043750226498
CZ01,2.0936674177646637
CZ02,2.0642398218313853
CZ03,2.2482690652211508
CZ04,2.3016880492369336
CZ05,2.2661515533924104
CZ06,2.212741188208262
DE40,2.0509967784086864
EL53,0.8255207410703103
EL54,0.6464568212628364
EL61,0.6078359868377448
EL62,0.2562604530404011
EL63,0.5588679044197004
ES70,0.11656469106674194
ITC1,2.2533303002516427
ITC2,2.626310674349467
DE11,2.7015067954858143
DE12,2.739151140054067
DE13,3.000030920902888
DE14,2.8949726978937784
DE21,2.7384365876515706
DE22,2.3571742991606395
DE23,2.4141900797684985
DE24,2.424112606048584
DE25,2.4040679881970086
DE26,2.6438716451327005
DE27,2.795078678925832
DE30,1.8339968979358674
EL42,0.06382044389223059
LV00,2.6144758502642316
ME00,1.410349283615748
MK00,1.1239939485987027
MT00,0.03333333333333333
NL11,2.716460739572843
NL12,2.381067007780075
EL64,0.48936016485095024
EL65,0.31566218795875706
ES11,1.0879321237405142
ES12,1.8972806117186944
ES13,2.08356118897597
ES21,1.7196334073940913
ES22,1.446165822694699
ES23,1.1909297071397305
ES24,1.1309799198061228
ES30,0.589175392811497
IE05,2.2469056864579517
IE06,2.25912836988767
IS00,2.622386407852173
ITC3,1.4227381199598312
FI19,2.3165024320284524
FI1B,2.2612223188082377
FI1C,2.1979852954546613
DEA1,2.7560286362965902
DEA2,2.6203516105810802
DEA3,2.4701620057225226
DEA4,2.6541715621948243
DEA5,2.736691435178121
DEB1,2.268226772546768
DEB2,2.1916657706101734
DEB3,2.4550772994756698
DEC0,2.5444918394088747
DED2,2.2983659863471986
DED4,2.363876382509867
DED5,2.039362902690967
DEE0,2.287870713075002
DEF0,2.4361372967561086
DEG0,2.537412871917089
DK01,2.2342602501312894
DK02,2.231761505206426
DK03,2.2355070134003956
DK04,2.1539359241724014
ES41,0.8625999945526321
ES42,0.5569116943826278
HU23,1.6412250705063343
HU31,1.8413422221938769
HU32,1.8005907823642096
HU33,1.6269481956958771
IE04,2.6247604926427206
EE00,2.221130347251892
EL30,0.17836316203077635
EL41,0.13955529766778152
EL43,0.13220863478879133
EL51,0.9322609389821689
EL52,0.8391930078466733
FI20,1.6880415081977844
FR10,1.9408273100852966
FRB0,1.8935910393794377
FRC1,2.0388199627399444
FRC2,2.4479343553384143
FRD1,1.7716846068700154
FRD2,2.031641701857249
FRE1,2.113045193751653
FRE2,1.9646226540207863
FRF1,3.060669261217117
NL13,2.622137145201365
NL21,2.395625482002894
NL22,2.5006619984904925
NL23,2.5994015793005625
NL31,2.588189552227656
NL32,2.272480840484301
ITG2,0.3543215230728189
ITH1,2.8082124923666316
ITH2,3.063236113389333
FRI3,1.4800802568594615
FRJ1,1.0346355053285758
FRJ2,1.6906088232994079
FRK1,2.014104127883911
FRK2,1.8649334033330283
FRL0,1.1420191129048665
FRM0,0.6779849682003259
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.24766256703684728
TR32,0.33350617783144115
TR33,0.5754162659247716
