nuts,October Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2071 - 2100)
FRY4,0.0
FRY5,0.0
TR31,0.2825768363972505
TR32,0.23327087449530762
TR33,0.33994380036989846
HR03,0.8049736964826782
HR02,0.6389704883098603
HU11,0.6664296150207519
HU12,0.5839844416826964
HU21,0.6089989852958492
HU22,0.5840521928543846
PT16,0.5179808184504509
PT17,0.3692403721312682
FRF2,0.8063907435030809
FRF3,0.7834420601970383
FRG0,0.7361172150199612
FRH0,0.907026088455071
FRI1,0.6761598262314995
FRI2,0.7861648254096508
ITC4,0.6594092246876764
ITF1,0.718823604285717
ITF2,0.5574531331658363
ITF3,0.5868998566021522
ITF4,0.6007524538519127
ITF5,0.454563199232022
ITF6,0.5651625650624434
ITG1,0.4579084147388736
LT01,0.780071089665095
LT02,0.9269304546926703
LU00,0.7103607965012392
PL22,0.7596463970219095
PL41,0.7215546283870935
PL42,0.818400775641203
PT18,0.3429550858835379
PT20,0.0
PT30,0.0
RO11,0.7155253544449807
RO12,0.6327173246869019
RO21,0.622690722678921
RO22,0.43705120086669924
RO31,0.3922947311773896
RO32,0.3969524413347244
ITH3,0.7400793386002381
ITH4,0.7419294809301694
ITH5,0.7720890961587429
ITI1,0.7048514947295189
ITI2,0.7125972998638948
ITI3,0.8365409066279729
ITI4,0.6781316495810946
LI00,0.9821848209415164
FI1D,0.9629376230140527
TR82,0.5419601554051041
TR83,0.5899328671395778
TR90,0.9575465780993303
TRA1,0.6812130530364812
TRA2,0.8752049931458065
PL43,0.7220956593751907
PL51,0.7267637326692541
PL52,0.7137831894059976
PL61,0.7339842071135839
PL62,0.8260344463710984
PL63,0.9625989774862925
PL71,0.717525650622944
PL72,0.7130166664719582
PL81,0.643554461809496
PL82,0.6802734883502126
PL84,0.6956065388396382
PL91,0.6762984088311593
PL92,0.7171451922506094
PT11,0.4448831087599198
PT15,0.3429499946534634
TRB1,0.5648663981817663
TRB2,0.5441307221849759
TRC1,0.4450655965134501
RS12,0.5695267304778099
RS21,0.6436118526118142
RS22,0.45867945859208703
SE11,0.7895759552717209
SE12,0.8741552607555475
NL33,1.0945314047237238
NL34,0.985880446434021
NL41,0.8506734394778808
NL42,0.8273138454450029
PL21,0.7649638472124934
UKM6,1.509518739581108
TR22,0.49299294240772723
TRC2,0.4284280113254984
TRC3,0.39512701307733855
UKC1,0.8435756718473775
UKC2,0.8572940016786258
UKD1,1.1789401554812988
UKD3,1.1636088840663432
UKD4,1.1956530114014943
UKD6,0.9881570001443227
UKD7,1.291148068010807
UKE1,0.7562636253734429
UKE2,0.8935962090534824
UKE3,0.7959333168608802
RO41,0.40614105680336554
RO42,0.5369628672177593
RS11,0.5161932468414306
TR41,0.5017084247122209
TR42,0.6494156504670779
TR51,0.3966031787606577
TR52,0.3301927854306996
TR61,0.3489529404168328
TR62,0.39338675371060766
TR63,0.39786493020753066
TR71,0.3356207975496848
TR72,0.4827917359303683
TR81,0.5370940634359916
UKK1,0.7285224350967577
UKK2,0.9355147111096552
UKK3,0.9334688816219568
UKK4,0.9469901223977407
UKL1,1.0700750663876533
UKL2,0.9157222347954909
UKM5,1.1380251459777355
UKM7,1.2289538780848186
UKM8,1.3143666257460913
UKM9,1.1557232523957888
UKN0,1.1397026282336031
SE21,0.9964860904030501
SE22,1.1102044805884361
SE23,0.9894504765669505
SE31,0.9672557453314463
SE32,1.0336679524431627
SE33,0.9860116998354594
SI03,0.7111044524858395
SI04,0.7412860617041588
SK01,0.6148519111176332
SK02,0.5984186390414834
SK03,0.678548960822324
SK04,0.6786085970699787
TR10,0.7165297150611878
TR21,0.4398951757078369
UKE4,0.886690403521061
UKF1,0.8605874219288429
UKF2,0.863714117060105
UKF3,0.7498639288047949
UKG1,0.9099425550550222
UKG2,0.8713248456517856
UKG3,0.8501272574067116
UKH1,0.8114154732475678
UKH2,0.7153229852517445
UKH3,0.7186014289657275
UKI3,0.6071428571428571
UKI4,0.6071428571428571
UKI5,0.5798090939720472
UKI6,0.6503488933046658
UKI7,0.7224465062220892
UKJ1,0.8079892173409462
UKJ2,0.8740354366600513
UKJ3,0.8890008069574833
UKJ4,0.8470268371914115
NO09,1.0479195415973663
NO0A,1.3844035694996515
NO0B,1.3416812832156817
HR05,0.8032373796616282
HR06,0.7136447640756766
NO02,1.069634867956241
NO06,1.3590770875414213
NO07,1.2698461125294367
NO08,0.943668319178479
