nuts,December Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.990754113594691
DE60,0.9945210869113604
DE71,1.0138812463730573
DE72,1.0901383270819982
DE73,1.0489777447034916
DE80,1.085018414258957
DE91,0.9859809793531895
BG41,0.5873324000587066
BG42,0.5146360290547212
CH01,0.9568503312766552
AT32,0.8547518368810415
AT33,0.7854117465515932
AT34,0.8550589178999265
BE10,1.0162196492155393
BE23,0.999820414185524
BE24,1.0525766106943288
BE25,1.0186940362056096
BE31,0.970736359556516
BE32,0.9437174446880817
BE33,1.1115396226445833
BE34,1.0800521317869425
BE35,1.0383677647759517
BG31,0.5961013762280345
BG32,0.4893151786799232
BG33,0.46829516167442004
BG34,0.5505973425383369
DE92,1.111138757566611
DE93,0.9965417997290691
DE94,1.0052392683923244
CZ07,0.8583413161337375
CZ08,0.9441261358559132
AL01,0.6933250140398741
AL02,0.7109065762410561
AL03,0.6025484837591648
AT11,0.5780447396139304
AT12,0.7125310761854052
AT13,0.7167072216669719
AT21,0.6526988721142213
AT22,0.7741608728344241
AT31,0.9272624513755242
DK05,1.2665919810533524
BE21,1.1593585739533105
BE22,1.2664868419369062
ES43,0.4511212603499492
ES51,0.33966923132538795
ES52,0.37802229455361763
ES53,0.5013871856033802
ES61,0.3216909122342865
ES62,0.2291482995574673
ES63,0.544467830657959
ES64,0.1
CH02,1.0379013459508617
CH03,1.0595067078868547
CH04,0.8777013845741749
CH05,0.7642542871336142
CH06,0.912854578718543
CH07,0.48454438174764314
CY00,0.5713783440490564
CZ01,0.7135699977477391
CZ02,0.7987041220068931
CZ03,0.8319747529923915
CZ04,0.8404773693531752
CZ05,0.8143647798647483
CZ06,0.6294588857019942
DE40,0.9783896195081373
EL53,0.6258571351567904
EL54,0.6238767319669326
EL61,0.8361936417718728
EL62,0.946770332629482
EL63,0.6676177750031154
ES70,0.1667075514793396
ITC1,0.42806651840607324
ITC2,0.5775161060194175
DE11,0.9791122458875179
DE12,1.1150743660827478
DE13,1.0340670228004456
DE14,0.955763020614783
DE21,0.8316563339283068
DE22,0.8961201763401428
DE23,1.0115540420015654
DE24,1.2619240779429675
DE25,1.0388296475013097
DE26,1.081947186589241
DE27,0.8026553149024646
DE30,0.9501181145509084
EL42,0.731113426014781
LV00,1.0425781718144813
ME00,0.8006628302236398
MK00,0.5592465947071711
MT00,0.7250131577253341
NL11,1.095533485710621
NL12,1.182832329471906
EL64,0.7720793465152382
EL65,0.5981806917736928
ES11,0.8089183801785111
ES12,0.75045494393756
ES13,0.7585485557715098
ES21,0.6328880606840054
ES22,0.49872504783173405
ES23,0.48587956751386324
ES24,0.3906502962112427
ES30,0.5704009747753541
IE05,1.1041256569325923
IE06,1.027751908948024
IS00,1.3202811727921169
ITC3,0.4488251626491547
FI19,0.7578298136591911
FI1B,0.9475052395835519
FI1C,0.8861357000345985
DEA1,1.0624000577876964
DEA2,1.0119853044549625
DEA3,1.0285002286235492
DEA4,1.1879990120728812
DEA5,1.1155888605862856
DEB1,1.2117450460791588
DEB2,1.106252971291542
DEB3,1.1118336970607439
DEC0,1.158953360716502
DED2,0.8030789560327928
DED4,0.8692261720697085
DED5,0.9351607320209344
DEE0,0.9678789652884007
DEF0,1.073450110356013
DEG0,0.944931779243052
DK01,1.0592801625529924
DK02,1.0603426396846771
DK03,1.1074433815975984
DK04,1.1334725679208835
ES41,0.6465031215921044
ES42,0.4130006399160872
HU23,0.7638051000734171
HU31,0.5338365886360407
HU32,0.7359828810517987
HU33,0.6904194798320532
IE04,1.2347569743792215
EE00,0.9335279824833075
EL30,0.5126966108878453
EL41,0.6414150193333625
EL43,0.5625138970712821
EL51,0.4594679904480775
EL52,0.5973566173886259
FI20,1.2082207769155502
FR10,0.8490628662208716
FRB0,0.8673278752714395
FRC1,1.0122894237438838
FRC2,1.1657259749869506
FRD1,1.0568461757153274
FRD2,0.9742743353669842
FRE1,0.9777315305545926
FRE2,1.0601578887552023
FRF1,1.013002305974563
NL13,1.055567034582297
NL21,0.9687816292047501
NL22,1.0162943626443546
NL23,0.9799249639113744
NL31,0.9543419897556304
NL32,1.2487753053506216
ITG2,0.6005234729498625
ITH1,0.5393696074684461
ITH2,0.4240073782702287
FRI3,0.92650092660139
FRJ1,0.5045068555821975
FRJ2,0.6832817253967126
FRK1,0.8625245212577284
FRK2,0.8674557101602356
FRL0,0.4027262064938744
FRM0,0.6491972694794337
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.6735573067019384
TR32,0.5948345181842645
TR33,0.5672492838775118
HR03,0.7810284242033958
HR02,0.8116729914521178
HU11,0.8753358026345571
HU12,0.7627046062300603
HU21,0.8484127916395664
HU22,0.6431638097390533
PT16,0.6497657093529899
PT17,0.5638978232940038
FRF2,1.0494426880963146
FRF3,0.9966660550485055
FRG0,0.86231879144907
FRH0,1.1276127371316156
FRI1,0.8373327831427256
FRI2,0.9858702175319195
ITC4,0.430753992497921
ITF1,0.5731217570602893
ITF2,0.5799585142483313
ITF3,0.6197605782498916
ITF4,0.6081630639731884
ITF5,0.5610044047236442
ITF6,0.6353286430239677
ITG1,0.6674343891441822
LT01,1.295451185355584
LT02,1.2330964535474778
LU00,1.1180758620301883
PL22,0.8432089521860083
PL41,0.9872340139001607
PL42,1.0623760499060153
PT18,0.5089826126893361
PT20,0.0
PT30,0.0
RO11,0.9154992891475559
RO12,0.7010427380601565
RO21,0.5277433104813098
RO22,0.43745685250808797
RO31,0.47603843330095214
RO32,0.4167379433910052
ITH3,0.37048275222380955
ITH4,0.4629937137166659
ITH5,0.4831894923001528
ITI1,0.6354448644444346
ITI2,0.44625312176843485
ITI3,0.5123153118416667
ITI4,0.5675350839893023
LI00,0.9169408142566681
FI1D,0.9045230582356453
TR82,0.8446628829153876
TR83,0.7270116350923975
TR90,0.9744919822861751
TRA1,0.9453666853408019
TRA2,0.8822491417328516
PL43,0.9272791164616744
PL51,0.8840596349289019
PL52,1.0290250884989898
PL61,1.1975246164947748
PL62,1.0345717680950959
PL63,1.0294591241826614
PL71,0.8619205145786206
PL72,0.9520584921042125
PL81,1.0530403812726339
PL82,0.9583672261486451
PL84,1.0414227434744439
PL91,1.1381535286704698
PL92,1.0906604647636413
PT11,0.7045691886295875
PT15,0.3381332700451215
TRB1,0.9792434798553586
TRB2,0.9615225697557132
TRC1,0.7909675831596057
RS12,0.6952692796786626
RS21,0.7852828955898682
RS22,0.7151060909032821
SE11,0.8792685315012931
SE12,0.8474890147646268
NL33,1.0222962150971096
NL34,0.9780265219509602
NL41,1.1975617403785388
NL42,1.1334042559067408
PL21,0.852503932826221
UKM6,1.256175876657168
TR22,0.6614433944846193
TRC2,0.7294930717597405
TRC3,0.7913620308041572
UKC1,0.9864067646364371
UKC2,0.9784733620782693
UKD1,1.0468442308406034
UKD3,0.9462143724163373
UKD4,0.9892036327471335
UKD6,0.8574441462755203
UKD7,1.011764693260193
UKE1,0.8443771173556646
UKE2,0.9146408890684445
UKE3,0.8628679603338242
RO41,0.5167081990589698
RO42,0.7492634778221449
RS11,0.6099975861608982
TR41,0.7132455433408419
TR42,0.9425419381509225
TR51,0.6454296020480493
TR52,0.585335093177855
TR61,0.5855496249782542
TR62,0.5672013544167082
TR63,0.7482403475170334
TR71,0.6339554340889056
TR72,0.8399216473568231
TR81,1.2145277120172977
UKK1,1.0050862876077493
UKK2,0.9349718347191811
UKK3,1.2768771612395844
UKK4,1.1692577367027601
UKL1,1.0254491125543912
UKL2,0.8667583022266626
UKM5,1.0635253760963679
UKM7,0.9619103300074736
UKM8,0.9546919604142506
UKM9,0.9170849581559499
UKN0,1.1525022779901823
SE21,1.001645246396462
SE22,0.9147694905598959
SE23,1.0397380547287562
SE31,0.7966376684606076
SE32,1.0699812152733406
SE33,1.021288492778937
SI03,0.6530668082336585
SI04,0.6398126731316248
SK01,0.678675685574611
SK02,0.716081021912396
SK03,0.7361786381651958
SK04,0.7486000309387842
TR10,0.834825387597084
TR21,0.5470796283334494
UKE4,0.8538002789020538
UKF1,0.7616783494750659
UKF2,0.8479030877351761
UKF3,0.849689456820488
UKG1,0.8822040765235821
UKG2,0.8913299646228552
UKG3,0.799779016772906
UKH1,0.9816860307008028
UKH2,0.9451497435569763
UKH3,1.0100079466899237
UKI3,0.9666666666666667
UKI4,0.9666666666666667
UKI5,0.9400881037116051
UKI6,0.9833788424730301
UKI7,0.9113150040308634
UKJ1,0.9442973427474499
UKJ2,1.1220690106352171
UKJ3,1.0920658025890588
UKJ4,1.0453540936112404
NO09,1.152225196858247
NO0A,1.4190819650888442
NO0B,1.399939916531245
HR05,0.7782097399234772
HR06,0.8307642012213667
NO02,1.123129356900851
NO06,1.4045240455617507
NO07,1.1616362800200781
NO08,1.0434906965742508
