nuts,September Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2011 - 2040)
TRB1,0.21055031943445404
TRB2,0.2556529760360718
TRC1,0.11575410055617491
RS12,0.4650279582167665
RS21,0.5277632852395375
RS22,0.38485447199394307
SE11,0.5966364722698927
SE12,0.508719039025406
NL33,0.7996652608116468
NL34,0.7058854378759861
NL41,0.7274474670489629
NL42,0.703163746247689
PL21,0.7946009476979573
UKM6,1.1043882766738533
TR22,0.23046230136727294
TRC2,0.1196779885639747
TRC3,0.0864969976246357
UKC1,0.7425326625506083
UKC2,0.6402887091040611
UKD1,0.8204677770535151
UKD3,0.8333140350878239
UKD4,0.8458567141244809
UKD6,0.6604710184037685
UKD7,0.8076325068871181
UKE1,0.6052117546399435
UKE2,0.7307646942635377
UKE3,0.5966297482450803
RO41,0.5078829636486868
RO42,0.5237737972289324
RS11,0.56394495566686
TR41,0.24691873071715237
TR42,0.30634691994637253
TR51,0.1858680545973281
TR52,0.15129257033889493
TR61,0.19969882890582086
TR62,0.257893580570817
TR63,0.19486947221060594
TR71,0.16554778898134828
TR72,0.21565916979064545
TR81,0.45025475646058716
UKK1,0.6031276630858581
UKK2,0.686795012652874
UKK3,0.6236896385749181
UKK4,0.633133331189553
UKL1,0.821852810618778
UKL2,0.6906126805270711
UKM5,0.7033035304397345
UKM7,0.7902404489616554
UKM8,1.090770347416401
UKM9,0.8263127985099952
UKN0,0.8916819175705314
SE21,0.6550837755203247
SE22,0.6109056518723567
SE23,0.6178641362736622
SE31,0.629146318603307
SE32,0.7292944024006526
SE33,0.7995849584539731
SI03,0.7694276503597697
SI04,0.7364118638137976
SK01,0.6008328686157862
SK02,0.5972250930964946
SK03,0.6814017391453187
SK04,0.5903449750194947
TR10,0.33332662992179396
TR21,0.24881163630634545
UKE4,0.5819142155349255
UKF1,0.5568645261228085
UKF2,0.46742420134445034
UKF3,0.466695877785484
UKG1,0.5617634456604719
UKG2,0.5738229205211004
UKG3,0.5443496525287628
UKH1,0.5246710209796827
UKH2,0.5248227432370186
UKH3,0.5503807281454404
UKI3,0.6666666666666666
UKI4,0.6666666666666666
UKI5,0.573421440521876
UKI6,0.5554342066248258
UKI7,0.5227523366610209
UKJ1,0.5197132696708043
UKJ2,0.5525729867319266
UKJ3,0.4755248434841633
UKJ4,0.451203994328777
NO09,0.8615770425026615
NO0A,1.0983064333597818
NO0B,1.0076870709657668
HR05,0.5722512473662694
HR06,0.6811505280435085
NO02,0.8372109584510327
NO06,0.967476021622618
NO07,0.9991422745088736
NO08,0.7534024508359531
