nuts,April Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.5999719445904096
DE60,0.8162057489156723
DE71,0.71300641708076
DE72,0.7380401100963354
DE73,0.7156683969621856
DE80,0.6386206245981156
DE91,0.7782038448378443
BG41,0.9005744680141409
BG42,0.7467928966507316
CH01,0.9545530597989758
AT32,0.9104943712552388
AT33,1.0022561250875393
AT34,0.9239459099868933
BE10,0.9086238960425059
BE23,0.8076434344053268
BE24,0.8252756548424561
BE25,0.7215746725598972
BE31,0.8707585285107294
BE32,0.8527371969074011
BE33,0.8290882869313161
BE34,0.8038303839663664
BE35,0.8946533858776092
BG31,0.7390780687332154
BG32,0.7659194059049089
BG33,0.6895148438711961
BG34,0.763159453123808
DE92,0.9015674310425917
DE93,0.7291560182968776
DE94,0.7134246651083231
CZ07,0.6985627831891179
CZ08,0.7576020300388336
AL01,0.8658508716772
AL02,0.8108572633316119
AL03,0.7460429169858496
AT11,0.7049043995638689
AT12,0.6543338394413392
AT13,0.5332116484642029
AT21,0.7498306659360726
AT22,0.8771649904549121
AT31,0.8796833671629429
DK05,0.6646234828357895
BE21,0.7711679207781951
BE22,0.7357942494253318
ES43,0.5314922611229121
ES51,0.6431226226190726
ES52,0.29859637801224986
ES53,0.30922068369885286
ES61,0.5214589806118359
ES62,0.32097998013099033
ES63,0.3997544328371684
ES64,0.23333333333333334
CH02,0.9938440312941869
CH03,0.9006640364726385
CH04,0.9147896848618984
CH05,0.9242118669052919
CH06,0.8666165233900149
CH07,0.8089871746798356
CY00,0.2765803663680951
CZ01,0.7599164769053459
CZ02,0.7941229626536369
CZ03,0.7976306768755118
CZ04,0.7128185144936044
CZ05,0.81303880661726
CZ06,0.6548585869371891
DE40,0.7355667575262487
EL53,0.6793369355301062
EL54,0.6614420572916667
EL61,0.4864541891341408
EL62,0.42978450109561284
EL63,0.5218118232364456
ES70,0.04997979601224264
ITC1,0.8402626293400923
ITC2,0.9891908404727777
DE11,0.8126266862576207
DE12,0.8193360348542531
DE13,0.9351754161218803
DE14,0.9938288362075886
DE21,0.9073207107683022
DE22,0.7272397577141722
DE23,0.7270066293577353
DE24,0.7563402064144611
DE25,0.7997934757421414
DE26,0.7452099892000358
DE27,0.9052659859259923
DE30,0.7204066336154937
EL42,0.3050762550905347
LV00,0.7620801722009977
ME00,1.033207064991196
MK00,0.7168360873435934
MT00,0.21664037207762402
NL11,0.6623832633097967
NL12,0.5833168424665928
EL64,0.4993482212225596
EL65,0.36002048856268326
ES11,0.8811995725457867
ES12,0.8319805939992269
ES13,0.8504722128311794
ES21,0.89252295208474
ES22,0.7221667682131131
ES23,0.6975048159559568
ES24,0.5617547289778789
ES30,0.6000091398755709
IE05,0.7576106933566431
IE06,0.8856917065878709
IS00,0.880761622885863
ITC3,0.7581682744125525
FI19,0.6488963392252723
FI1B,0.5687288956716656
FI1C,0.6632817170893153
DEA1,0.7861247599124909
DEA2,0.7824189050743977
DEA3,0.7407304758826891
DEA4,0.8264379968245824
DEA5,0.8137042429298162
DEB1,0.7871923367182414
DEB2,0.7701349634677171
DEB3,0.7139717488239209
DEC0,0.7078956350684166
DED2,0.7179082863032817
DED4,0.8105340919146935
DED5,0.8439495718727509
DEE0,0.5882329313394924
DEF0,0.6418147234867017
DEG0,0.61863937706997
DK01,0.49485842933257423
DK02,0.4594548753152291
DK03,0.777565894027551
DK04,0.7338292164107164
ES41,0.5816113768766323
ES42,0.5936165681729714
HU23,0.70882533925275
HU31,0.5680217936635017
HU32,0.6550281702230374
HU33,0.7204455843816201
IE04,0.7789084870989124
EE00,0.6720722987161328
EL30,0.27783309618631996
EL41,0.3654872734099627
EL43,0.3165159701059262
EL51,0.5658596397687992
EL52,0.545408639125526
FI20,0.5060086897263925
FR10,0.6878634969393412
FRB0,0.7368029249211152
FRC1,1.023166213153551
FRC2,0.8972584156940381
FRD1,0.7917158603668213
FRD2,0.8404112122952938
FRE1,0.8231942185511192
FRE2,0.7705517828464508
FRF1,0.9263850978265206
NL13,0.6800091028213501
NL21,0.6626705661416054
NL22,0.7798094570636749
NL23,0.6237480113903682
NL31,0.812348065773646
NL32,0.5626824306945006
ITG2,0.5436642277364929
ITH1,0.8740283134082953
ITH2,0.8562822955350081
FRI3,0.7417883258623381
FRJ1,0.6411240781967839
FRJ2,0.9944604188203812
FRK1,0.9382423470417659
FRK2,0.8843363426625729
FRL0,0.6697120860219001
FRM0,0.5354548336317142
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.47886090526978176
TR32,0.4421653817097346
TR33,0.6499112319201231
HR03,0.7497385423630476
HR02,0.7695072504381338
HU11,0.6248617182175319
HU12,0.7246214922517538
HU21,0.6829321168363094
HU22,0.5720459760477146
PT16,0.4707133484383424
PT17,0.3750802141924699
FRF2,0.7842651726367573
FRF3,0.7292080203692118
FRG0,0.6912286835101743
FRH0,0.7446726287404696
FRI1,0.9233913982907931
FRI2,0.7677489931384722
ITC4,0.7588035955404242
ITF1,0.7408988289535046
ITF2,0.6295882049947977
ITF3,0.5405210753281912
ITF4,0.4739355914915601
ITF5,0.5568719697495301
ITF6,0.5649503174548348
ITG1,0.40065605025738477
LT01,0.7525179469957948
LT02,0.6722138347725074
LU00,0.787416722625494
PL22,0.8252739533782005
PL41,0.6859510648374756
PL42,0.6982748114814361
PT18,0.4422114538028836
PT20,0.0
PT30,0.0
RO11,0.9233936183154583
RO12,1.055051764442275
RO21,0.9493024754648407
RO22,0.7394310315760474
RO31,0.8114803627754251
RO32,0.6735905187825362
ITH3,0.7705092947930098
ITH4,0.7247789350648721
ITH5,0.6249765677998463
ITI1,0.6524354476171236
ITI2,0.6686302059640487
ITI3,0.525429587624967
ITI4,0.7248883677025636
LI00,0.900000003973643
FI1D,0.6032990749304493
TR82,1.0740039601922036
TR83,0.7867643202344576
TR90,0.9290849203864734
TRA1,0.9313060315946738
TRA2,0.783141999443372
PL43,0.6945863246296843
PL51,0.7193209879100323
PL52,0.680383283024033
PL61,0.6615663218001525
PL62,0.7730254560088118
PL63,0.736051142277817
PL71,0.6373867175231377
PL72,0.7217256040001909
PL81,0.7916066475523015
PL82,0.8801942011341453
PL84,0.7420978754758835
PL91,0.7802640151232481
PL92,0.7787445006271203
PT11,0.6204180729885896
PT15,0.34141106630365053
TRB1,0.8478981419466436
TRB2,0.8671161914865176
TRC1,0.5596591796725988
RS12,0.7352089519302051
RS21,0.9357575739423434
RS22,0.7859167901799082
SE11,0.612231231170396
SE12,0.5689629495764772
NL33,0.7953623125950495
NL34,0.7585082702338696
NL41,0.7476468652486801
NL42,0.746703514456749
PL21,0.868221498777469
UKM6,0.8584722987065713
TR22,0.5140064032437901
TRC2,0.5495878367995223
TRC3,0.48131421208381653
UKC1,0.7160162212948005
UKC2,0.6665821125109991
UKD1,0.7600363111744325
UKD3,0.6962537236511708
UKD4,0.7362632773816585
UKD6,0.6365371450781823
UKD7,0.5963251620531083
UKE1,0.6765539819995562
UKE2,0.6811646414299806
UKE3,0.6725665730734666
RO41,0.7317348221316934
RO42,0.8746883428345124
RS11,0.7356138072907925
TR41,0.6485276008024812
TR42,0.797241685539484
TR51,0.7280832446490725
TR52,0.6129195222320656
TR61,0.5115056036661069
TR62,0.6841730741783977
TR63,0.7146723906199137
TR71,0.6571918854800364
TR72,0.8091788639624914
TR81,1.1871452982227007
UKK1,0.7022783901542425
UKK2,0.6406805249551932
UKK3,0.7286271583288908
UKK4,0.7859383367002011
UKL1,0.8434316342075666
UKL2,0.7728108168890079
UKM5,0.8975286833941937
UKM7,0.8229553978890181
UKM8,0.6758198360602061
UKM9,0.6965867648522059
UKN0,0.8060756919284662
SE21,0.5562812368695934
SE22,0.6451797341307004
SE23,0.620432126087447
SE31,0.568705193636318
SE32,0.6474147708388045
SE33,0.598309666911761
SI03,0.7009278176973264
SI04,0.6821124975879987
SK01,0.5396572177608808
SK02,0.6403411287814379
SK03,0.783844011525313
SK04,0.6735293056815863
TR10,0.5277103549490373
TR21,0.5722593943277995
UKE4,0.8046553395688534
UKF1,0.6693087987601757
UKF2,0.7014582104980945
UKF3,0.6979303294171889
UKG1,0.7464423609276613
UKG2,0.7594971949855487
UKG3,0.7559344088037808
UKH1,0.6877394234140713
UKH2,0.7980428573985895
UKH3,0.6444838513930639
UKI3,0.8166666666666667
UKI4,0.8166666666666667
UKI5,0.7593978956341744
UKI6,0.8660902291536331
UKI7,0.7667278349399567
UKJ1,0.7757682199279468
UKJ2,0.8129237441966931
UKJ3,0.7688175604989131
UKJ4,0.7394183917591969
NO09,0.6685352671270569
NO0A,0.7515769199933857
NO0B,0.8758557473619779
HR05,0.699726336201032
HR06,0.6674723695963621
NO02,0.7061961818486452
NO06,0.776956792610387
NO07,0.8404389915366968
NO08,0.650667023162047
