nuts,Winter Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2041 - 2070)
DE50,2.3670561969280244
DE60,2.404389387369156
DE71,2.5770778660972913
DE72,2.4542918682098387
DE73,2.471629822254181
DE80,2.2552643676598865
DE91,2.4236330822110177
BG41,1.6330045183499655
BG42,1.3391826331615448
CH01,2.7647271672884624
AT32,2.453601772089799
AT33,2.3335861444473265
AT34,2.410274986922741
BE10,2.424441226820151
BE23,2.2304907421271007
BE24,2.4000894034902256
BE25,2.1364305963118873
BE31,2.5172097861766813
BE32,2.600109374523163
BE33,2.6502072622378665
BE34,2.531650130947431
BE35,2.6745263315737247
BG31,1.6337878247102102
BG32,1.345937950288256
BG33,1.273711900661389
BG34,1.3565279372036456
DE92,2.3154586913685002
DE93,2.3088646322488784
DE94,2.3036727368831635
CZ07,2.3000199218591053
CZ08,2.470573855439822
AL01,2.2648498823245364
AL02,2.046554499864578
AL03,1.9988315045833587
AT11,1.9420539617538453
AT12,2.2206108580032984
AT13,1.9257503906885782
AT21,1.7793954730033874
AT22,2.1767768541971844
AT31,2.7387441590428354
DK05,2.6356866637865703
BE21,2.353111778696378
BE22,2.5670548426608244
ES43,1.3477020394988357
ES51,1.1753222055733203
ES52,1.003199170778195
ES53,1.3188744271794954
ES61,1.0128588873272142
ES62,0.8563168142611782
ES63,1.6774152785539627
ES64,1.1
CH02,2.8141459107398985
CH03,2.9568911731243133
CH04,2.8106293280919394
CH05,2.418895439306895
CH06,2.705111906925837
CH07,2.0594391740858553
CY00,1.2519903058807056
CZ01,2.4257826820015906
CZ02,2.2652559777100882
CZ03,2.343341596921285
CZ04,2.4340215891599657
CZ05,2.4116945127646128
CZ06,2.1139779587586722
DE40,2.269966425995032
EL53,1.8022996788223584
EL54,2.0011566643913588
EL61,1.9645938227574031
EL62,2.213415104150772
EL63,1.992771543065707
ES70,0.533353614807129
ITC1,1.9603207583228748
ITC2,2.620193057258924
DE11,2.9474872859815755
DE12,2.952641065667073
DE13,2.9923797051111856
DE14,2.822120131055514
DE21,2.8191893339157104
DE22,2.718897873163223
DE23,2.5263762126366296
DE24,2.3968995563685893
DE25,2.56149075627327
DE26,2.388206873089075
DE27,2.8984164615472157
DE30,2.137499698003133
EL42,1.86799962023894
LV00,2.7916302899519603
ME00,2.598069262504578
MK00,1.6512644797563554
MT00,1.7498948047558467
NL11,2.200909235080083
NL12,2.842784110705058
EL64,1.9217900827527046
EL65,1.7794236411650977
ES11,2.6380354901154837
ES12,2.401695601642132
ES13,2.314570457736651
ES21,2.264356556534767
ES22,1.9893625214695931
ES23,2.096042432884375
ES24,1.3822420835494995
ES30,1.4465090960264206
IE05,2.9676841259002686
IE06,2.4624628047148387
IS00,3.3078476270039876
ITC3,1.741214380785823
FI19,2.2637485603491467
FI1B,2.7382297416528067
FI1C,2.561568268140157
DEA1,2.4066111887494723
DEA2,2.5587926477193834
DEA3,2.3180463294188183
DEA4,2.4087220365802446
DEA5,2.6163084377845127
DEB1,2.5673414692282677
DEB2,2.5026408006747562
DEB3,2.6761786619822185
DEC0,2.6380836178859073
DED2,2.553947141269843
DED4,2.573604623476664
DED5,2.335378321011861
DEE0,2.3231501052776973
DEF0,2.5122984409332276
DEG0,2.381736386815707
DK01,2.5509335736433667
DK02,2.588981994986534
DK03,2.747234320640564
DK04,2.5502608676751453
ES41,1.8549913669625917
ES42,1.151051976531744
HU23,2.052823273340861
HU31,2.035858220855395
HU32,1.9883825186640025
HU33,1.991950122018655
IE04,3.392478400468826
EE00,2.611864530046781
EL30,1.3681919947266579
EL41,1.9161146561304727
EL43,1.7585270881652832
EL51,1.4119897733132045
EL52,1.6435915673772494
FI20,2.673437657455603
FR10,2.3146309450268747
FRB0,2.3897997421522934
FRC1,2.668120131889979
FRC2,3.0019049624602
FRD1,2.5631838381290435
FRD2,2.441481205821037
FRE1,2.632114750146866
FRE2,2.4755043188730874
FRF1,2.8831161220868426
NL13,2.1748518755038577
NL21,2.253038394451141
NL22,2.0017749081055323
NL23,2.181074098745982
NL31,2.087020793557167
NL32,2.6114294727643332
ITG2,1.498704526325067
ITH1,2.0280479182799658
ITH2,1.6757492296397687
FRI3,2.4267893667022387
FRJ1,1.8988626887400946
FRJ2,2.038689629236857
FRK1,2.5409879902998607
FRK2,2.3639109790325166
FRL0,1.5045647392670314
FRM0,1.8951457520325978
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,1.8121048909922441
TR32,1.6799069265524547
TR33,1.7530156135559083
HR03,2.3927213112513224
HR02,2.3495757540067035
HU11,2.024506163597107
HU12,2.0076420759161313
HU21,1.9040941884120306
HU22,1.900657483935356
PT16,1.8441353965550662
PT17,1.69155705422163
FRF2,2.59354354540507
FRF3,2.746090717365344
FRG0,2.322556408494711
FRH0,2.6636126985152564
FRI1,2.124509447813034
FRI2,2.5897840658823648
ITC4,1.6324353378266097
ITF1,1.774518797794978
ITF2,1.7928932027270397
ITF3,2.1095812931656837
ITF4,1.6832463334004084
ITF5,1.6885826965173085
ITF6,2.034442494312922
ITG1,1.7035225182771683
LT01,2.948261108001073
LT02,2.7964361796776456
LU00,2.415203556418419
PL22,2.568047852317492
PL41,2.3234526763359704
PL42,2.4270485560099284
PT18,1.4394248969232042
PT20,0.0
PT30,0.0
RO11,2.3366721312205
RO12,2.2153047025203705
RO21,1.788835887114207
RO22,1.318222196896871
RO31,1.366713041563829
RO32,1.2506145308415095
ITH3,1.526476027071476
ITH4,1.7204033156236014
ITH5,1.6728656868139902
ITI1,1.9413247877111037
ITI2,1.9282556434472402
ITI3,1.8877087876200676
ITI4,1.9996850073337555
LI00,2.5159225523471833
FI1D,2.2419999058047932
TR82,2.3250320315361024
TR83,1.9961811085542043
TR90,2.7046851734320323
TRA1,2.396504478653272
TRA2,2.7311649680137635
PL43,2.1650662516554195
PL51,2.635878990093867
PL52,2.24888165195783
PL61,2.628418497244517
PL62,2.5684255987405775
PL63,2.6396294077237448
PL71,2.5311426311731338
PL72,2.7371992826461793
PL81,2.5630599945783614
PL82,2.889079162478447
PL84,2.668733678261439
PL91,2.6158480097850165
PL92,2.650557251771291
PT11,1.701668218895793
PT15,1.1997513083120188
TRB1,2.2584527979294458
TRB2,2.7007847597201664
TRC1,1.6606862808267275
RS12,1.9689734637737275
RS21,2.290687467654546
RS22,1.99346943795681
SE11,2.1411724497874576
SE12,2.106786012649536
NL33,2.17746764421463
NL34,2.341339333852132
NL41,1.9990349938472112
NL42,2.3290129634241263
PL21,2.7946293063461782
UKM6,3.4370961089928946
TR22,1.8467894653479258
TRC2,1.6946858296791711
TRC3,1.793023410687844
UKC1,2.4625185067454973
UKC2,2.6784002065658568
UKD1,2.8182129820187884
UKD3,2.7562146375576657
UKD4,2.9315457304318744
UKD6,2.678527275721232
UKD7,2.950987462202708
UKE1,2.1504446029663087
UKE2,2.503501621882121
UKE3,2.122499203681946
RO41,1.62372428526481
RO42,2.2716723307967186
RS11,2.198457735776901
TR41,2.010677134493987
TR42,2.4018889740109444
TR51,1.7389884650707246
TR52,1.4365727419654528
TR61,1.569015763203303
TR62,1.4760989079872766
TR63,1.7360298305749893
TR71,1.7762478351593018
TR72,2.117537636558215
TR81,2.897804776827494
UKK1,2.4321446220080056
UKK2,2.550817200541496
UKK3,3.264957070350647
UKK4,2.855724960565567
UKL1,2.8961294651031495
UKL2,2.5912931044896443
UKM5,2.7130612790584565
UKM7,3.0180820961793264
UKM8,3.0778577387332917
UKM9,2.8363802254199983
UKN0,2.8427666758497554
SE21,2.5322740097840626
SE22,2.4415118982394537
SE23,2.4845869998137156
SE31,2.2039272199074427
SE32,2.7669425229231517
SE33,2.48217355410258
SI03,2.0730318749944368
SI04,1.923242657383283
SK01,1.8110422571500142
SK02,2.0903437989453475
SK03,2.386187704404195
