nuts,April Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
DE50,0.986715629696846
DE60,0.7943892166018486
DE71,0.9031049226378572
DE72,1.072272867957751
DE73,0.9893200434744358
DE80,0.8147326727708181
DE91,1.0810366412003836
BG41,0.9426031711200873
BG42,0.8016663852458199
CH01,1.0888949079172952
AT32,1.3106560158232847
AT33,1.190230389808615
AT34,1.2168339108427366
BE10,1.2001341064771016
BE23,1.023262373606364
BE24,1.205779074629148
BE25,0.9435572112942564
BE31,1.1663563211758932
BE32,1.1362045798450708
BE33,1.0150473554929098
BE34,0.8765788070600609
BE35,1.022288265824318
BG31,1.0038450246676802
BG32,0.8851515513534347
BG33,0.9205795804659526
BG34,0.8428221461052696
DE92,1.0927030013253292
DE93,0.925469393034776
DE94,1.0570577740669251
CZ07,0.959883697827657
CZ08,1.1049494738025325
AL01,0.7556769805649917
AL02,0.761051133647561
AL03,0.6767511987437804
AT11,0.9497755623112122
AT12,1.1297976228098074
AT13,0.8584347426891327
AT21,1.0256253436207772
AT22,1.2874497002611558
AT31,1.5254309850434462
DK05,0.8741902782271306
BE21,1.077894119421641
BE22,1.1474039539694787
ES43,0.3903322717795769
ES51,0.493705046496221
ES52,0.2783518778781096
ES53,0.23227669211725394
ES61,0.2700093761086464
ES62,0.2226255607480804
ES63,0.222233913342158
ES64,0.06896551724137931
CH02,1.2538520974417529
CH03,1.2135451902945837
CH04,1.3559154510498046
CH05,1.1852565050125121
CH06,1.1792718529701234
CH07,0.9240153948465983
CY00,0.14566529219349225
CZ01,0.6867084324359893
CZ02,0.8373237609863281
CZ03,1.1493821410196168
CZ04,1.0154434436932207
CZ05,0.9069737035781145
CZ06,0.7110617979119221
DE40,0.8807389736175537
EL53,0.7111844864984354
EL54,0.4831915857004268
EL61,0.528690167888999
EL62,0.39457063988915514
EL63,0.6147519602839436
ES70,0.0
ITC1,0.7471310086237888
ITC2,0.8663979398707549
DE11,0.9700295524050792
DE12,0.9082588673879702
DE13,1.1428717508912087
DE14,1.198677821084857
DE21,1.3165083236992359
DE22,1.251483498016993
DE23,1.1995138795425495
DE24,0.8171866185963154
DE25,0.8843003270526727
DE26,0.8733105105658372
DE27,1.1591135562131447
DE30,1.0583098714550336
EL42,0.25262289217983686
LV00,1.0855795400838057
ME00,0.9390355598181486
MK00,0.7959614733940569
MT00,0.19994740635156633
NL11,0.9824125116070112
NL12,0.92704459130764
EL64,0.5239094083507856
EL65,0.36727225525925555
ES11,0.7069160234183073
ES12,0.6292438252732672
ES13,0.8160461336374283
ES21,0.8315917798983199
ES22,0.6149546697735786
ES23,0.5401880238205194
ES24,0.4354161081214746
ES30,0.43302865972121557
IE05,0.8734173141419888
IE06,1.0093293691674867
IS00,1.3299225628376008
ITC3,0.6711672830084959
FI19,0.9063530974090099
FI1B,0.911072899773717
FI1C,0.8717598902254269
DEA1,1.0867872933990188
DEA2,0.9722856789827347
DEA3,0.9142392256430217
DEA4,1.030126770834128
DEA5,1.0688988386342924
DEB1,0.9547607095291217
DEB2,0.9752871473630269
DEB3,0.807109307626198
DEC0,0.940981661528349
DED2,0.9477641777445872
DED4,0.8892888964464267
DED5,0.8813005772729715
DEE0,0.9570376421014468
DEF0,0.8668609404315551
DEG0,0.9165477399403851
DK01,0.852734972057598
DK02,0.8567670107420001
DK03,0.9880088935295741
DK04,0.9794917065650225
ES41,0.477141443391641
ES42,0.3762167553816523
HU23,0.7810133911048373
HU31,0.6430411666631699
HU32,0.6677084602415562
HU33,0.7074546586722136
IE04,1.0025060076651902
EE00,1.0869346619894107
EL30,0.27680628933012486
EL41,0.35627523909012476
EL43,0.25108737759292127
EL51,0.6309874299913645
EL52,0.5936969769155157
FI20,0.6738151711012635
FR10,0.8491375661144654
FRB0,0.8631765095517039
FRC1,0.9540648016457757
FRC2,1.0740887681643168
FRD1,0.8516056323745127
FRD2,0.8641023790656492
FRE1,1.0832691017006124
FRE2,0.9920711860060691
FRF1,0.9739530876278877
NL13,0.9972440049052238
NL21,1.0607655828197797
NL22,0.9529012799263
NL23,1.0522447425339903
NL31,1.0989081972631916
NL32,0.8517633510132631
ITG2,0.5004170565555494
ITH1,1.0320264955361684
ITH2,0.9396454287072022
FRI3,0.7777614524587989
FRJ1,0.6614029418144908
FRJ2,0.8840981410550219
FRK1,0.8491473731895288
FRK2,0.9381828028087814
FRL0,0.5885931339114905
FRM0,0.5526738899449507
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.47466307127227386
TR32,0.36223359157641727
TR33,0.6524820705254872
HR03,0.8309508538494508
HR02,0.9399860771372914
HU11,0.6335308661063512
HU12,0.6152234714478254
HU21,0.6905392583459615
HU22,0.7214833904057741
PT16,0.3149827077363928
PT17,0.3584866466621558
FRF2,0.90708978711788
FRF3,0.9215106142620588
FRG0,0.7514406902981656
FRH0,0.7001838001112143
FRI1,1.0169458171086652
FRI2,0.9913686042030653
ITC4,0.8977083750069141
ITF1,0.7702571829160054
ITF2,0.6079844161868095
ITF3,0.778951316823562
ITF4,0.48683266912897427
ITF5,0.5677579075098038
ITF6,0.4613069570623338
ITG1,0.3278907248750329
LT01,1.0571375956758857
LT02,1.0562323859582345
LU00,0.9021642249206017
PL22,1.2176263275866708
PL41,0.7771308615803718
PL42,0.8739784603317579
PT18,0.34030255302786827
PT20,0.0
PT30,0.0
RO11,1.1930090035001437
RO12,1.3257670099536578
RO21,0.9716275463501612
RO22,0.669005215447396
RO31,0.9146065908173721
RO32,0.7866384468972683
ITH3,0.817220589518547
ITH4,0.9489790767431259
ITH5,0.8035065409328256
ITI1,0.8220673063149054
ITI2,0.7950411692261696
ITI3,0.7590771576967733
ITI4,0.7219115612407525
LI00,1.284155782063802
FI1D,0.9669826084127029
TR82,1.251856228709221
TR83,0.9575445726513863
TR90,1.3814114511013031
TRA1,1.3233390753467877
TRA2,1.281101182103157
PL43,0.788461401561896
PL51,0.8654607185473044
PL52,0.8815491682539384
PL61,0.8897591891388098
PL62,0.8745860589047273
PL63,1.031644532084465
PL71,0.8846470978377121
PL72,0.9910349951436123
PL81,0.9134209239234526
PL82,1.0125918040672939
PL84,0.9594426875313123
PL91,0.9970539363722006
PL92,0.9126855574548245
PT11,0.44893080604573093
PT15,0.24826445827881496
TRB1,0.7354850465121369
TRB2,0.785336047410965
TRC1,0.37998942447205386
RS12,0.9364786358550191
RS21,1.1495408902565638
RS22,0.9713131149524245
SE11,0.7375326447188855
SE12,0.7596243288833648
NL33,1.004703536895769
NL34,0.9750381427506606
NL41,1.1395377773663093
NL42,1.1716505029592021
PL21,1.2294555539886156
UKM6,1.084040474275063
TR22,0.5514828901737928
TRC2,0.3678266729361245
TRC3,0.33285980405552046
UKC1,0.8246269139150778
UKC2,0.8508157769924608
UKD1,0.8455538100252549
UKD3,0.8590162845949332
UKD4,0.8755259454250336
UKD6,0.7453532790144285
UKD7,0.7447493453820546
UKE1,0.8708513591438531
UKE2,0.8979576369126637
UKE3,0.9855097422997157
RO41,0.9364482505867878
RO42,1.0033687045176825
RS11,1.0744819949070612
TR41,0.7747890276213487
TR42,1.0336920914550622
TR51,0.8327896490560046
TR52,0.5039054113129775
TR61,0.4407754105205337
TR62,0.49873674449821315
TR63,0.5400220101699233
TR71,0.6199515497932832
TR72,0.9220595194337269
TR81,1.3472516047457854
UKK1,0.7900592863559723
UKK2,0.8132611533006032
UKK3,0.7705270518859227
UKK4,0.9363901889572541
UKL1,0.936882875363032
UKL2,0.9972354185863815
UKM5,0.9506812515358131
UKM7,0.9974343940349562
UKM8,1.1408542240304607
UKM9,0.9794192870457967
UKN0,0.9452287046504873
SE21,0.7082657073934873
SE22,0.9624833950194819
SE23,0.8795839502875294
SE31,0.901568909889708
SE32,1.0213916942477226
SE33,1.008638995885849
SI03,0.8860112275662166
SI04,0.9415133198102316
SK01,0.8506370492811713
SK02,0.775002209842205
SK03,0.9210932900508245
SK04,0.8885331091781458
TR10,0.4774287111800292
TR21,0.5958894193837685
UKE4,1.0496031274398168
