nuts,June Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.8192426269253095
DE60,0.8779875998695691
DE71,0.842902609705925
DE72,0.8862176915009816
DE73,0.9102686834832032
DE80,0.7685671990116437
DE91,0.8497608054429293
BG41,0.7028376258909702
BG42,0.635036328372856
CH01,1.3638792868703604
AT32,1.2711909770965577
AT33,1.3384213897089163
AT34,1.4066296214858691
BE10,0.8664431591828664
BE23,0.7301732152700424
BE24,0.9606193870306015
BE25,0.6471268157164256
BE31,0.8500775873661042
BE32,0.7215099789202213
BE33,0.904120323061943
BE34,0.9628401537736256
BE35,0.9269676811993122
BG31,0.6694716763372223
BG32,0.6466181001315514
BG33,0.7624262069662412
BG34,0.7757490321993827
DE92,0.7452970277518034
DE93,0.989350454012553
DE94,0.8925347582747539
CZ07,0.8825812758256991
CZ08,0.8576189614832401
AL01,0.5905312091112137
AL02,0.4724376635005077
AL03,0.38986261412501333
AT11,0.7866844543566306
AT12,0.9211015676458677
AT13,0.7915247003237407
AT21,1.1961009035507837
AT22,1.0310119355718295
AT31,0.9831805892288685
DK05,0.6800432356695334
BE21,0.9580650247633458
BE22,1.0334080810348192
ES43,0.18954843347892164
ES51,0.5416246228230496
ES52,0.2760898823539416
ES53,0.15050637610256673
ES61,0.1864117893235137
ES62,0.20706813757618267
ES63,0.03340349495410919
ES64,0.06666666666666667
CH02,1.3014187023043633
CH03,1.2659868210554124
CH04,1.1402077081302802
CH05,1.2282554050286612
CH06,1.3189148399978876
CH07,0.8843227518101533
CY00,0.08649326811234156
CZ01,0.8136395956079165
CZ02,0.8614804131289323
CZ03,0.9247532432277997
CZ04,0.8345193771024545
CZ05,1.0179671034216882
CZ06,0.8973977735886971
DE40,0.7265365010748307
EL53,0.3956788438061873
EL54,0.3623441042999426
EL61,0.27131723531832297
EL62,0.13517494834959506
EL63,0.24640874546021224
ES70,0.05835389494895935
ITC1,0.8910502560436726
ITC2,1.2373477851351102
DE11,1.0443274593601624
DE12,1.0592299535870553
DE13,1.0777789493401846
DE14,1.1759048481782277
DE21,1.0268373901645342
DE22,0.9615089713906249
DE23,0.8573521412909031
DE24,1.097773444155852
DE25,1.0286928152044614
DE26,0.9415461882948876
DE27,1.167378888775905
DE30,0.6664302125573158
EL42,0.05801807303602497
LV00,0.8460763285557429
ME00,0.7262101562072834
MK00,0.6077651403844356
MT00,0.03333333333333333
NL11,1.1499239439765612
NL12,0.7893805526196956
EL64,0.20663118374844391
EL65,0.13724893530209858
ES11,0.32223936809847753
ES12,0.7396146142234404
ES13,0.7429716924826304
ES21,0.6500672499338785
ES22,0.5866084421053529
ES23,0.5208910858879486
ES24,0.4733258802754184
ES30,0.27739506190021834
IE05,0.7727053159847855
IE06,0.7670161786178747
IS00,0.7240294604251782
ITC3,0.535657283042868
FI19,0.6738380129138629
FI1B,0.5921501696109772
FI1C,0.7279417945692936
DEA1,0.9096718646585942
DEA2,0.814801532526811
DEA3,0.798164310430487
DEA4,0.8316705226898193
DEA5,1.0249089376380047
DEB1,0.8898448707535863
DEB2,0.869322928537925
DEB3,0.8933566494534413
DEC0,0.9563823831578095
DED2,0.8323449276387691
DED4,0.8602591129640739
DED5,0.6568122937033574
DEE0,0.6951433554291725
DEF0,0.9056212032834688
DEG0,0.8769240447009603
DK01,0.7503406708439191
DK02,0.6990708764642477
