nuts,March Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
FR10,1.2367783478150765
FRB0,1.1034171499055008
FRC1,1.0268119183102888
FRC2,1.025262032502464
FRD1,1.1391796032587687
FRD2,1.2357550044854482
FRE1,1.2530477682835068
FRE2,1.335626876105865
FRF1,1.0152349432132073
NL13,1.236857978006204
NL21,1.155756030480067
NL22,1.2103301932414372
NL23,1.1119601200024287
NL31,1.0042952239513396
NL32,1.1286618048946062
ITG2,0.6262171328067779
ITH1,0.8139226414263249
ITH2,0.7103174746036529
FRI3,0.9687006533145904
FRJ1,0.6809985400487979
FRJ2,0.814153442842265
FRK1,0.9598662280167143
FRK2,0.9555784639281532
FRL0,0.49070388252536457
FRM0,0.6260541824003061
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.4718449291741026
TR32,0.4503722915425897
TR33,0.6211470907243589
HR03,0.750301417229431
HR02,0.9998502428332965
HU11,0.6583925853172938
HU12,0.8789086908102035
HU21,0.841543314481775
HU22,0.809034408003624
PT16,0.5102745273771385
PT17,0.2888563635448615
FRF2,1.1243894501988376
FRF3,1.0074652795990309
FRG0,1.0231862772877018
FRH0,1.0598319386442503
FRI1,0.9042192782307493
FRI2,0.9742925216754278
ITC4,0.6291084565222264
ITF1,0.7589903937652707
ITF2,0.6411617265949989
ITF3,0.622099197221299
ITF4,0.5739733014876643
ITF5,0.6045589397350947
ITF6,0.6578167877160013
ITG1,0.5227070430293679
LT01,1.2348575107132396
LT02,1.3559929952025414
LU00,1.2948376980920633
PL22,1.2043620531136792
PL41,1.1039993821953733
PL42,1.0256541589275003
PT18,0.3858788686183592
PT20,0.0
PT30,0.0
RO11,1.0869131126751503
RO12,1.1884163487060317
RO21,0.9151866177803484
RO22,0.7627390462905168
RO31,0.8190138689552744
RO32,0.5831761824587981
ITH3,0.6293574549129297
ITH4,0.7712853831549485
ITH5,0.6221247093131145
ITI1,0.7240508156518142
ITI2,0.8276923311253389
ITI3,0.6616274205346903
ITI4,0.7018622148782014
LI00,1.0999999970197678
FI1D,1.0414862543189278
TR82,1.1785572442536554
TR83,1.1305422137180965
TR90,1.3966752265890439
TRA1,1.0890954886873563
TRA2,1.2320578128099442
PL43,1.1313233236814368
PL51,1.1558112919951478
PL52,1.2128250846639275
PL61,1.190878412872553
PL62,1.1495412007488053
PL63,1.0862658754119585
PL71,1.2196247694392999
PL72,1.1485669761896133
PL81,1.288240057512604
PL82,1.2338494282215833
PL84,1.1917864310754729
PL91,1.337068995525097
PL92,1.2282832829015595
PT11,0.7330291646222273
PT15,0.32815726374586424
TRB1,0.7519365655258298
TRB2,0.8840784341096878
TRC1,0.5078706941877802
RS12,0.9811118714777487
RS21,0.9919688900311788
RS22,0.9160179539894064
SE11,0.8746033872167269
SE12,1.0392973536004624
NL33,0.9311134606599808
NL34,1.0501977920532226
NL41,1.0794131758398022
NL42,1.1782542228698731
PL21,1.3729804908590657
UKM6,1.2466355661551158
TR22,0.6309656226236758
TRC2,0.4905227668583393
TRC3,0.44808589418729144
UKC1,1.209075790643692
UKC2,1.176601519435644
UKD1,1.229186173143058
UKD3,1.293137056628863
UKD4,1.3081630115707716
UKD6,1.2023373710612455
UKD7,1.255424683044354
UKE1,1.0965992542249816
UKE2,1.304506778717041
UKE3,1.175633154064417
RO41,0.8809200926073666
RO42,1.2241715523103873
RS11,0.9874554418027401
TR41,0.9218208681792021
TR42,1.0712569738770354
TR51,0.7358612711059636
TR52,0.5880867925782999
TR61,0.4056658439959089
TR62,0.5412832414731383
TR63,0.637240703155597
TR71,0.736741270000736
TR72,1.1138972481091818
TR81,1.1307537029186885
UKK1,0.927380695194006
UKK2,0.9787825790544351
UKK3,1.1391420076290766
UKK4,1.0334912065801949
UKL1,1.2513726189732552
UKL2,1.1334588423992196
UKM5,1.090886576101184
UKM7,1.2885811193535726
UKM8,1.2143361911177635
UKM9,1.192399464113017
UKN0,1.420532222216328
SE21,0.9325604946662982
SE22,0.822342541689674
SE23,0.9259143541256587
SE31,0.9631249010562897
SE32,1.0445413951141138
SE33,1.0344949543476105
SI03,0.7697719097137451
SI04,0.9008256083975236
SK01,0.911431511597974
SK02,0.9724761093656222
SK03,1.0091831189181124
SK04,1.0530049705257019
TR10,0.7081756794204315
TR21,0.6880968462675809
UKE4,1.2376978620886803
UKF1,1.128698157146573
UKF2,0.9515854974587759
UKF3,1.0201158305009206
UKG1,0.9244695314516623
UKG2,1.1370215006172657
UKG3,1.0232683893825327
UKH1,1.0286912251263858
UKH2,1.1109509982168675
UKH3,1.1234283874432245
UKI3,1.1833333333333333
UKI4,1.1833333333333333
UKI5,1.2893057691639866
UKI6,1.0500151594479878
UKI7,0.9763365531789845
UKJ1,1.0267494094782863
UKJ2,1.0265641584992409
UKJ3,0.9987235752672985
UKJ4,1.1230924994995197
NO09,0.9119964740399656
NO0A,1.0374306932091713
NO0B,1.0091890732447306
HR05,0.7618040869633357
HR06,0.6929266018792987
NO02,1.0673359259963036
NO06,1.0942017038219742
NO07,1.1188496470650924
NO08,0.9799770045626376
