nuts,Summer Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,2.4800334791342418
DE60,2.594258278608322
DE71,2.213534724712372
DE72,2.2082156896591187
DE73,2.4887433191140493
DE80,2.3570783863464992
DE91,2.260425672928492
BG41,1.745367056131363
BG42,1.4827319820721945
CH01,2.842433452606201
AT32,3.651273727416992
AT33,3.3733284791310627
AT34,3.1000933210055033
BE10,2.116756094992161
BE23,1.8935670413076877
BE24,2.2282844205697376
BE25,1.7853863341112932
BE31,2.2873254199822743
BE32,1.9977623701095581
BE33,2.3057068958878517
BE34,2.5030337373415628
BE35,2.214339544872443
BG31,1.813107168674469
BG32,1.8925061896443367
BG33,1.7709617425998052
BG34,1.582169668128093
DE92,2.3756019254525502
DE93,2.455961646636327
DE94,2.4970989271998407
CZ07,2.3333716601133347
CZ08,2.53738986166815
AL01,1.2326709682742754
AL02,1.056874642148614
AL03,0.8510501220822334
AT11,2.1246422457198304
AT12,2.347459767262141
AT13,2.067072289188703
AT21,2.8722207804520923
AT22,3.0790754556655884
AT31,2.9662491927544274
DK05,1.8961380630731584
BE21,2.265645742168029
BE22,2.4809550742308297
ES43,0.2875689600904783
ES51,1.4379540080825488
ES52,0.7014777551094691
ES53,0.29627314073344074
ES61,0.3698272814974189
ES62,0.41618218285342057
ES63,0.11106433669726054
ES64,0.16666666666666666
CH02,3.1180443386236827
CH03,2.809933586915334
CH04,2.7701215172807374
CH05,2.777772053082784
CH06,3.212901492913564
CH07,2.6697347670793534
CY00,0.12592232214907806
CZ01,2.1535490969816844
CZ02,2.358409603436788
CZ03,2.477065936724345
CZ04,2.296530606349309
CZ05,2.42026908993721
CZ06,2.2040267795324326
DE40,2.1341290245453517
EL53,0.8403024779011806
EL54,0.640152654548486
EL61,0.6005758958558242
EL62,0.2362824438760678
EL63,0.4846624478076895
ES70,0.058333452542622885
ITC1,2.375323005517324
ITC2,2.8656216233968737
DE11,2.43689976533254
DE12,2.5203622738520304
DE13,2.6079817334810893
DE14,2.4859424829483032
DE21,2.9428976356983183
DE22,2.545376797517141
DE23,2.2644937495390574
DE24,2.615688157081604
DE25,2.2772107700506847
DE26,2.3232063978910444
DE27,2.7438647230466207
DE30,1.9835694869359335
EL42,0.056205274040500325
LV00,2.36240536570549
ME00,1.4798373525341353
MK00,1.21458211739858
MT00,0.08333332985639572
NL11,2.5886831973989803
NL12,2.183664869268735
EL64,0.5513777026285728
EL65,0.35630506339172524
ES11,0.9976770266890526
ES12,1.744696984688441
ES13,2.1107479204734165
ES21,1.8015107152362664
ES22,1.4166263123353322
ES23,1.1616087216883897
ES24,1.2505855962634087
ES30,0.6214163862168789
IE05,2.4158193588256838
IE06,2.239394294222196
IS00,2.4979580958684284
ITC3,1.6128945467372735
FI19,2.3893629719813663
FI1B,2.080428379525741
FI1C,2.2795069813728333
DEA1,2.441469266017278
DEA2,2.389298282066981
DEA3,2.4726419637600583
DEA4,2.272093171874682
DEA5,2.330857427914937
DEB1,2.1652282595634462
DEB2,2.4358644813299177
DEB3,2.163888402779897
DEC0,2.231830463806788
DED2,2.189606128136317
DED4,2.385871223608653
