nuts,Annual Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,9.393600289026896
DE60,9.114585558573404
DE71,8.714874641100566
DE72,8.945416037241618
DE73,9.052593890825907
DE80,8.889139684041341
DE91,8.944681517283122
BG41,7.305282656351725
BG42,6.203785745302836
CH01,10.613934516906738
AT32,11.187965965270996
AT33,11.164343643188477
AT34,10.40200883547465
BE10,8.775335216522217
BE23,8.575609922409058
BE24,8.769705287615459
BE25,8.385085614522298
BE31,8.93288988272349
BE32,8.6722762743632
BE33,9.612484868367513
BE34,9.32965300877889
BE35,9.137262757619222
BG31,6.4548810164133705
BG32,6.27944848537445
BG33,6.084158897399902
BG34,6.160081243515014
DE92,9.500731341044109
DE93,9.126372702916463
DE94,9.675369103749594
CZ07,8.527601401011148
CZ08,9.31278198560079
AL01,7.489151700337728
AL02,6.65305430094401
AL03,6.639556455612182
AT11,6.954179008801778
AT12,8.07135106722514
AT13,7.374858013788859
AT21,8.962060594558716
AT22,9.630782461166381
AT31,10.379811461766561
DK05,8.170977179209391
BE21,8.689342292149862
BE22,8.928855419158936
ES43,3.7315792620182036
ES51,5.32052743434906
ES52,3.6256352782249452
ES53,3.1487300554911295
ES61,3.239584199587504
ES62,2.88301078081131
ES63,3.5771346459786098
ES64,2.3666666666666667
CH02,10.855606587727864
CH03,10.912960227330526
CH04,10.069822295506794
CH05,10.187059275309245
CH06,10.917882585525513
CH07,8.993401114145914
CY00,3.3136394460995993
CZ01,7.867397499084473
CZ02,7.876468221346538
CZ03,8.671744537353515
CZ04,8.959948619206747
CZ05,8.655252091089885
CZ06,7.742803335189819
DE40,8.230586036046345
EL53,6.1555867751439415
EL54,6.254358919461568
EL61,5.547280025482178
EL62,5.298118380705516
EL63,5.818620991706848
ES70,1.0831698675950368
ITC1,7.35700085957845
ITC2,9.63752806186676
DE11,9.64184381167094
DE12,9.259282716115315
DE13,10.408478355407714
DE14,10.082214562098185
DE21,9.927339633305868
