nuts,June Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2071 - 2100)
TRB1,0.2909160913966064
TRB2,0.3724958429733912
TRC1,0.161840927587556
RS12,0.8211759295580643
RS21,0.7981225119770637
RS22,0.6850296825480958
SE11,0.8448322001844645
SE12,0.8123654721925656
NL33,1.0704247489571572
NL34,0.9811729458471139
NL41,1.1973552107810974
NL42,1.1280222249527772
PL21,1.1988221361612281
UKM6,0.9734434222181638
TR22,0.2707919775818785
TRC2,0.11604808453869607
TRC3,0.17305407176415125
UKC1,1.0057350864013037
UKC2,1.0194665729999541
UKD1,0.9782160423429949
UKD3,1.0079174424211184
UKD4,0.9021985619018476
UKD6,0.8206245156625906
UKD7,1.019965126578297
UKE1,0.7412467654794455
UKE2,0.8642284030715625
UKE3,0.827487300336361
RO41,0.7356311996777852
RO42,0.9321659705291192
RS11,0.8012027042607467
TR41,0.3852047145366669
TR42,0.5809786497925719
TR51,0.3532363856521746
TR52,0.25829673716798424
TR61,0.27177072688937187
TR62,0.40135670338446894
TR63,0.26282760467646377
TR71,0.37428356151628706
TR72,0.48552844109612386
TR81,0.6566985913862785
UKK1,0.764484508583943
UKK2,0.6333822961896658
UKK3,0.7978626180972371
UKK4,0.6557390540838242
UKL1,0.7983387507498264
UKL2,0.8832216293240587
UKM5,0.9434860409547885
UKM7,1.0964450826247534
UKM8,1.0365867391228676
UKM9,0.9448236073056857
UKN0,0.830205220853289
SE21,1.0191978756338358
SE22,1.0722882003833851
SE23,1.064758962392807
SE31,0.9678794213260213
SE32,1.1370164066553117
SE33,1.098192455371221
SI03,0.9879639922330777
SI04,0.9828037141511837
SK01,0.858539213736852
SK02,0.9659637627502282
SK03,1.041417789583405
SK04,1.1485534263774753
TR10,0.3849312654385964
TR21,0.3866963529959321
UKE4,0.8697799493869146
UKF1,0.8169513317445914
UKF2,0.6484533920884132
UKF3,0.701845362285773
UKG1,0.6545601026465495
UKG2,0.7582484727104505
UKG3,0.6824479843179385
UKH1,0.8728329828629892
UKH2,0.6016107127070427
UKH3,0.6451730454961458
UKI3,0.65
UKI4,0.65
UKI5,0.606791498263677
UKI6,0.61659081975619
UKI7,0.5890520046154658
UKJ1,0.7037849642336369
UKJ2,0.7874849230051041
UKJ3,0.7986328760782878
UKJ4,0.6196087021380663
NO09,0.9364719897508621
NO0A,1.1182670632998148
NO0B,0.46594570130109786
HR05,0.8687359456505094
HR06,0.9455319241931041
NO02,1.2772750799854597
NO06,1.4808034161726633
NO07,1.2198593636353812
NO08,0.9098607835670313
