nuts,Autumn Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2011 - 2040)
DE50,2.128989205757777
DE60,2.2636630455652873
DE71,1.971163014570872
DE72,2.1584096560875574
DE73,2.020619678000609
DE80,2.10053871323665
DE91,2.1410671934485435
BG41,1.5402046740055084
BG42,1.2469874272743862
CH01,2.243801100055377
AT32,2.18513769308726
AT33,2.1703973352909087
AT34,2.1029159049193065
BE10,2.034272074699402
BE23,2.0107066531976066
BE24,2.0228480527798336
BE25,2.2737293504178524
BE31,2.0001773208379747
BE32,1.9534882366657258
BE33,2.230447479089101
BE34,2.0993378003438314
BE35,2.0187594053645928
BG31,1.374535472691059
BG32,1.1823651964465778
BG33,1.387625670308868
BG34,1.297737719118595
DE92,2.246573132276535
DE93,2.2000912606716154
DE94,2.3762976427872977
CZ07,2.0177957748373347
CZ08,1.9761655357976755
AL01,1.944777426123619
AL02,1.7702577864130338
AL03,1.7045891876022021
AT11,1.750132291764021
AT12,1.858801692724228
AT13,1.8167477905750276
AT21,2.003288253148397
AT22,2.1160943816105524
AT31,2.0515569316844147
DK05,2.2270891482631368
BE21,1.9228820778429507
BE22,2.3032541632652284
ES43,0.9005735800911983
ES51,1.5624726951122283
ES52,1.022059815749526
ES53,1.1311951624850431
ES61,1.0013636024047932
ES62,1.0863049662361541
ES63,1.1777309993902842
ES64,0.6
CH02,2.3664017885923387
CH03,2.243930951754252
CH04,1.911650691429774
CH05,1.9967915763457615
CH06,2.2766440669695536
CH07,1.8941519436736902
CY00,0.8647299295912186
CZ01,1.6600556805729867
CZ02,1.8377548570434252
CZ03,1.9030342837174734
CZ04,2.1218238805731136
CZ05,2.1200057178735734
CZ06,1.872947700570027
DE40,1.733697975675265
EL53,1.4111443390448888
EL54,1.764340253546834
EL61,1.251218331977725
EL62,1.587582914531231
EL63,1.716892483830452
ES70,0.40841594338417053
ITC1,1.728641477227211
ITC2,1.9597531308730443
DE11,1.9882231692473094
DE12,2.1515863478183745
DE13,2.097903126478195
DE14,2.0965594510237375
DE21,2.2115547517935434
DE22,1.9153331155578295
DE23,2.0672009855508806
DE24,2.059082000205914
DE25,1.846610184510549
DE26,1.9981909206757942
DE27,1.8061024873207012
DE30,1.6329546372095745
EL42,0.7749794060985248
LV00,2.2697183589140573
ME00,2.1530546555916468
MK00,1.3703740919629732
MT00,1.025118348499139
NL11,2.4517797167102495
NL12,2.769161210457484
EL64,1.1677473232150077
EL65,1.0279127349456152
ES11,1.9556528836488725
ES12,2.332734822233518
ES13,2.133848632375399
ES21,2.1787814160188037
ES22,1.7947501068313916
ES23,1.4414756059646607
ES24,1.2154941976070404
ES30,1.201035001128912
IE05,2.412480765581131
IE06,2.3286714904010295
IS00,3.219232972462972
ITC3,1.8213942810893058
FI19,2.017054552833239
FI1B,2.383490961790085
FI1C,2.294610560933749
DEA1,2.107229644060135
DEA2,2.350710701942444
DEA3,2.2835821797450384
DEA4,2.2576412464181583
DEA5,2.3580191989739734
DEB1,2.04797645136714
DEB2,2.0746031306684016
DEB3,2.0170887206991512
DEC0,1.9384347187976043
DED2,2.3577833786606788
DED4,2.203833635151386
DED5,1.9546795268853505
DEE0,1.728243844707807
DEF0,2.414378523826599
DEG0,1.9338231295347215
DK01,2.208104451497396
DK02,2.197264532248179
DK03,2.3271886070569354
DK04,2.293497492869695
ES41,1.339005466674765
ES42,1.154097069054842
HU23,1.5444670721888543
HU31,1.6036491761604945
HU32,1.565372637907664
HU33,1.4667170852422715
IE04,2.962917379538218
EE00,2.5154466489950815
EL30,0.6701251133034627
EL41,0.798542146384716
EL43,0.8734367962926626
EL51,1.3045772423967719
EL52,1.2225131829579672
FI20,2.4650375485420226
FR10,1.8400393570462863
FRB0,1.723957218726476
FRC1,1.9345751225948333
FRC2,2.234717137614886
FRD1,1.8647575477759044
FRD2,1.9097744186719259
FRE1,2.0071678340435026
FRE2,1.8548660119374594
FRF1,2.2311150193214417
NL13,2.1826984345912934
NL21,2.286405875782172
NL22,2.221203789114952
NL23,2.5088419392704964
NL31,2.3080762048562367
NL32,2.8314794957637788
ITG2,1.2350590800245602
ITH1,1.9448572407166163
ITH2,1.8616612556080023
FRI3,1.5654923443992932
FRJ1,1.624810700615247
FRJ2,1.995813865462939
FRK1,1.8395054479440054
FRK2,1.8105603585640588
FRL0,1.3426388519505659
FRM0,1.5418109209587176
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.8659502259145181
TR32,0.8983397206912438
TR33,0.9388022124767303
HR03,2.0809009114901227
HR02,1.810673358043035
HU11,1.5498419711987177
HU12,1.5075360172738632
HU21,1.706334271033605
HU22,1.6732586920261383
PT16,1.429632125298182
PT17,1.0495376711090405
FRF2,2.0590622345606486
FRF3,2.2073059767484664
FRG0,1.6920599614580472
FRH0,1.8219159583250681
FRI1,1.9767121930917104
FRI2,2.1750682735194764
ITC4,1.7011648386716842
ITF1,2.035025810201963
ITF2,1.8157229167719682
ITF3,2.1560612241427104
ITF4,1.430359553794066
ITF5,1.4194173643986383
ITF6,1.5595187654097875
ITG1,1.347937035560608
