nuts,May Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.7629351124167443
DE60,0.6781517912944158
DE71,0.8778125983973344
DE72,0.8456918587287267
DE73,0.7707190793628494
DE80,0.7675402263179422
DE91,0.7187479227160414
BG41,0.9062956387797991
BG42,0.7220052215581139
CH01,1.1844570369770129
AT32,1.447076240926981
AT33,1.4344124694665272
AT34,1.4000570808847745
BE10,0.8747094377875329
BE23,0.9307256715993086
BE24,0.8471700799961884
BE25,0.8564549056192239
BE31,0.8666666626930237
BE32,0.8426141091932853
BE33,0.8624424227823814
BE34,0.9485402746746937
BE35,0.9358512600262959
BG31,0.7626947494844596
BG32,0.5856502717360854
BG33,0.5101092058544358
BG34,0.574118601406614
DE92,0.68388143889606
DE93,0.7059210233390332
DE94,0.7952277805035313
CZ07,0.9358276502539714
CZ08,1.0319641530513763
AL01,0.8555241081863642
AL02,0.7498057747880618
AL03,0.6574880144869287
AT11,0.8483712770044803
AT12,0.9662309755881627
AT13,0.8665855318307877
AT21,1.0823789407809576
AT22,1.1141455720489224
AT31,1.2569740946094194
DK05,0.5150883913040161
BE21,0.8501101988057296
BE22,0.7361532514293988
ES43,0.394419877200077
ES51,0.5715451385825873
ES52,0.34651129332681496
ES53,0.22442040095726648
ES61,0.3230400082034369
ES62,0.23193321749567986
ES63,0.18879533410072327
ES64,0.26666666666666666
CH02,1.3044721233348051
CH03,1.4937570403019587
CH04,1.2402609805266063
CH05,1.2806290473788977
CH06,1.3306576671699684
CH07,1.0575564727187157
CY00,0.1703557290136814
CZ01,0.9330897102753322
CZ02,0.9892935726170738
CZ03,1.2187814992542068
CZ04,1.100379778444767
CZ05,0.855365613165001
CZ06,0.9034066734214624
DE40,0.7224044899145762
EL53,0.5940939979006846
EL54,0.5687886179735263
EL61,0.4953258316963911
EL62,0.3084094159305096
EL63,0.5648585957785447
ES70,0.041625821590423585
ITC1,0.8613311106339097
ITC2,1.006465627749761
DE11,1.0176106245567402
DE12,0.9608599749704202
DE13,1.2301695641130208
DE14,1.2190925157318513
DE21,1.5640433415770532
DE22,1.1406691116591294
DE23,0.9908227190375328
DE24,0.9118614468723536
DE25,0.949131732682387
DE26,0.8795480034003655
DE27,1.3577337367460132
DE30,0.5750950500369072
EL42,0.12400606147324046
LV00,0.7683522937819361
ME00,0.8452853741745154
MK00,0.8067472841590643
MT00,0.0916535198688507
NL11,0.6488710681597392
NL12,0.6586353567739328
EL64,0.3988140165805817
EL65,0.2924262990554174
ES11,0.8635044214626153
ES12,0.8802629336093862
ES13,0.9066232754538457
ES21,0.7358917738000552
ES22,0.6011054904510578
ES23,0.5804391416410605
ES24,0.507514852968355
ES30,0.6063979546229045
IE05,0.634896129121383
IE06,0.7496252782642842
IS00,0.817373572786649
ITC3,0.6638762256751458
FI19,0.7377830534552534
FI1B,0.6544569076349338
FI1C,0.7112482940157254
DEA1,1.06608796355625
DEA2,0.9040312270323435
DEA3,1.0181519083678723
DEA4,0.8908241346478463
DEA5,0.992939185599486
DEB1,0.8925188658138116
DEB2,0.8273397063215574
DEB3,0.9582530931880077
DEC0,1.0691075399518013
DED2,0.7864475948115189
DED4,1.1429694656282663
DED5,0.650455528870225
DEE0,0.7577679154463113
DEF0,0.661546852067113
DEG0,0.8947203941022356
DK01,0.5434437774121761
DK02,0.7258957436929147
DK03,0.7857741939524809
DK04,0.6423688096304735
ES41,0.6679741508016984
ES42,0.5201733999575178
HU23,0.6028952977309624
HU31,0.864524457976222
HU32,0.8061381839215755
HU33,0.6922491051256656
IE04,0.8520766355097293
EE00,0.7988675758242607
EL30,0.2011037442833185
EL41,0.14767670681079229
EL43,0.14438279010355473
EL51,0.502537977322936
EL52,0.5583831923082471
FI20,0.5081614633401235
FR10,0.7846654647340378
FRB0,0.7115316748619079
FRC1,0.7695716803272565
FRC2,1.158592977374792
FRD1,0.907554167881608
FRD2,0.9334206496675809
FRE1,0.7502706333994865
FRE2,0.8392941206693649
FRF1,1.0420457646250725
NL13,0.7055097172657648
NL21,0.7726455176870028
NL22,0.7582716220368941
NL23,0.7311191948751609
NL31,0.6749065021673838
NL32,0.6263523180037737
ITG2,0.4283909937987725
ITH1,1.268350366751353
ITH2,1.10413371399045
FRI3,0.7383070724705855
FRJ1,0.5640316106068591
FRJ2,0.8385197083155315
FRK1,0.8368692682435115
FRK2,0.9293310761451721
