nuts,November Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
DE50,0.9948208346962929
DE60,0.948680262764295
DE71,1.0402607139199973
DE72,0.9773434420426687
DE73,0.9368941072995464
DE80,0.9023983490963777
DE91,0.915920733846724
BG41,0.7517017496128877
BG42,0.6086754656086365
CH01,0.8150054387748241
AT32,1.0477065943181514
AT33,0.8609365362053116
AT34,1.0405317236979803
BE10,0.8996870736281077
BE23,1.1002931155521294
BE24,0.9556151563922565
BE25,1.223282913709509
BE31,0.9541915992895762
BE32,0.990811962634325
BE33,1.0869658852616946
BE34,1.004080536908337
BE35,1.0669909254958232
BG31,0.7116659215341011
BG32,0.50880100329717
BG33,0.6839462535988007
BG34,0.5593305663516124
DE92,0.9852353471020857
DE93,0.9979603173832099
DE94,1.1006919485827287
CZ07,0.9742832195013762
CZ08,0.8761906373004119
AL01,1.0222957442204157
AL02,0.9350891848405202
AL03,1.0542186414202055
AT11,0.8472692033896844
AT12,0.9373493313789367
AT13,1.0169100393851598
AT21,0.8309786317249139
AT22,0.8842119295770924
AT31,1.0282479751855136
DK05,1.1721819753448168
BE21,0.9809212366739909
BE22,0.9582810858885448
ES43,0.41456326839203633
ES51,0.6596991590962842
ES52,0.5342259854699175
ES53,0.6248544978598753
ES61,0.3282755811077853
ES62,0.28814301937818526
ES63,0.32230407297611235
ES64,0.14285714285714285
CH02,0.8953509562959273
CH03,1.0432036856810252
CH04,0.9914638320250171
CH05,0.8091758343080679
CH06,0.9232890116671721
CH07,0.8369665451347827
CY00,0.29568253984225207
CZ01,0.8869520455598832
CZ02,0.9074124532441298
CZ03,0.8959969917933146
CZ04,0.8577742090448737
CZ05,0.9879642377297083
CZ06,0.9228018529713153
DE40,0.8830313774446646
EL53,0.5648986989011368
EL54,0.8043379835784435
EL61,0.6105166707187891
EL62,0.8182643620918194
EL63,0.7712681000786168
ES70,0.09989810585975648
ITC1,0.8551480619236826
ITC2,0.9081402704119682
DE11,0.8940487800786893
DE12,0.9226463025967989
DE13,0.9607041520066559
DE14,0.9322528123855591
DE21,0.9958170721573489
DE22,0.8695913210254291
DE23,0.8622667506958047
DE24,0.9601069960743189
DE25,0.9071151697387297
DE26,0.9815278654297193
DE27,0.9115800588702162
DE30,0.8290014733870824
EL42,0.4352047547698021
LV00,1.3301608969767889
ME00,1.1134080439805984
MK00,0.7594858499864737
MT00,0.5666140769918759
NL11,1.2144867323338986
NL12,1.4523345073064169
EL64,0.5903046395895737
EL65,0.47281024015198153
ES11,0.7686632684121529
ES12,0.8807685452202956
ES13,1.0322031371295453
ES21,1.0351460003604491
ES22,0.7569969190905491
ES23,0.8330958655724923
ES24,0.7125268109209303
ES30,0.5202229450146357
IE05,1.3210717484354972
IE06,1.203206019103527
IS00,1.6538955986499786
ITC3,0.8577251326292753
FI19,1.2987165506097622
FI1B,1.5735347974916984
FI1C,1.5520455441598235
DEA1,0.9390623410542805
DEA2,0.9682731291900079
DEA3,0.9395435100485539
DEA4,0.946164478858312
DEA5,0.9882822894844515
DEB1,0.978181746105353
DEB2,1.0531653317489795
DEB3,0.8461931233604749
DEC0,0.9593314004441102
DED2,0.8833631105720997
DED4,0.9075538707276185
DED5,0.9251359065373739
DEE0,0.9187693700194359
DEF0,1.130959655592839
DEG0,0.9865719891827682
DK01,1.1862356857707104
DK02,1.065911926329136
DK03,1.1113112823202693
DK04,1.1579723509735074
ES41,0.6654594725254794
ES42,0.5529021526221186
HU23,1.0115376581791147
HU31,0.8274530226231686
HU32,0.8604930844778816
HU33,0.7974600870290707
IE04,1.5356053815319621
EE00,1.322855293750763
EL30,0.42298308573663235
EL41,0.61409849943272
EL43,0.4219379698236783
EL51,0.6075128104537726
EL52,0.5682601572324832
FI20,1.7840513329952956
FR10,0.9918320961917441
FRB0,1.02671168898714
FRC1,1.0834368154406548
FRC2,0.9739310899749398
FRD1,1.0611376234640677
FRD2,1.0705158521731695
FRE1,1.02106648071536
FRE2,1.0032738546530406
FRF1,0.949616237190263
NL13,1.099823426703612
NL21,1.1178467897077402
NL22,0.9688698281844457
NL23,1.248149194320043
NL31,1.0541549821694691
NL32,1.44596909851368
ITG2,0.575824172856907
ITH1,0.8843999085326989
ITH2,0.8180010773498436
FRI3,0.7590868299206098
FRJ1,0.791836616396904
FRJ2,0.9197781509409348
FRK1,0.9934555064886809
FRK2,0.8886867797002196
FRL0,0.6851058881729841
FRM0,0.7333971427132686
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.5879332215750012
TR32,0.40469926993052163
TR33,0.4801433772247817
HR03,1.109073544370717
HR02,1.0825388285020987
HU11,0.9250592718521754
HU12,0.891010845080018
HU21,0.8692711494092283
HU22,0.8970245987797777
PT16,0.6650403297195832
PT17,0.5112701550126075
FRF2,1.1008153229951858
FRF3,0.9872568111866713
FRG0,0.8514901870240768
FRH0,1.0781527462282352
FRI1,0.8478950072079897
FRI2,0.97464830900232
ITC4,0.9744704756885767
ITF1,0.8541012883186341
ITF2,0.7474504254226174
ITF3,0.9760659221559763
ITF4,0.7276376614282871
ITF5,0.5715906796356042
ITF6,0.6324259257564943
ITG1,0.5788917945697903
LT01,1.316049360173444
LT02,1.2140837341547013
LU00,0.9662552827170917
PL22,0.9256240838517745
PL41,0.8323626514213781
PL42,0.9781607461472352
PT18,0.41607568558926383
PT20,0.0
PT30,0.0
RO11,0.9654993772506714
RO12,0.8526551086455584
RO21,0.6256985618122692
RO22,0.4613709096175929
RO31,0.5136228991672397
RO32,0.5474666992823283
ITH3,0.8296596815103087
ITH4,0.8989462410410245
ITH5,0.9048371244842808
ITI1,0.930727448562781
ITI2,0.8710957805315653
ITI3,0.80104307209452
ITI4,0.9912554342920582
LI00,0.7669016559918721
FI1D,1.228402392874504
TR82,0.7843773701902608
TR83,0.8275304990510146
TR90,0.983317409704129
TRA1,0.795996043086052
TRA2,0.6162202308575312
PL43,0.7632732667028904
PL51,0.9401898551732302
PL52,0.931999642898639
PL61,0.9738774018983046
PL62,0.8799262350735565
PL63,1.1341177253052592
PL71,0.8342464593549569
PL72,0.9116165200248361
PL81,0.9437340854977568
PL82,1.0951389744877815
PL84,0.9677846108873686
PL91,0.8591319511334101
PL92,0.9051952263961236
PT11,0.5181932018271515
PT15,0.31674686148762704
TRB1,0.6443101425788232
TRB2,0.5294065071003777
TRC1,0.5049293604989846
RS12,0.9411238656732542
RS21,0.9896058877309163
RS22,0.8557930203154683
SE11,1.2483588697388768
SE12,1.0807506298025449
NL33,1.1836185969412327
NL34,1.1663318989177545
NL41,0.9405575696378946
NL42,0.902496087551117
PL21,1.097599019917349
UKM6,1.6082185626029968
TR22,0.642351322559019
TRC2,0.5600193777520742
TRC3,0.4422926023602486
UKC1,0.9112387721737226
UKC2,1.0037580542266369
UKD1,1.3132482133805752
UKD3,1.2530982330441476
UKD4,1.3494813280372784
UKD6,1.1882630618909995
UKD7,1.2625782271226247
UKE1,1.0247067707280317
UKE2,1.0275895547653948
UKE3,1.0092158290247122
RO41,0.6597926519811154
RO42,0.9462505177905162
RS11,0.9482574619352817
TR41,0.6381542767087619
TR42,0.8554658902188143
TR51,0.5713924161468943
TR52,0.4551973338238895
TR61,0.36374015361070633
TR62,0.3915351218233506
TR63,0.4931362887266381
TR71,0.5758270430689056
TR72,0.750563380944853
TR81,0.9313266584328537
UKK1,0.813234789829169
UKK2,0.9131608948111534
UKK3,1.1025719150900841
UKK4,1.0239933403829733
UKL1,1.2570449363440275
UKL2,1.0675555057202777
UKM5,1.0702810260866369
UKM7,1.3176425721496343
UKM8,1.543623024225235
UKM9,1.4147204409899383
UKN0,1.3940397350695626
SE21,1.0971206554344721
SE22,1.1344262023766836
SE23,1.1711120324830213
SE31,1.252604280412197
SE32,1.2198523288326604
SE33,1.3134940303862095
SI03,0.840711236000061
SI04,0.870634117970864
SK01,1.0195651704381252
SK02,0.9275495943302909
SK03,0.9424766986320416
SK04,1.0484662788609664
TR10,0.7663671797762315
TR21,0.6072977129369974
UKE4,1.0644387766718864
UKF1,0.942670813575387
UKF2,0.8732757703711589
UKF3,0.938164173439145
UKG1,0.8689226874246679
UKG2,0.9956267275686922
UKG3,0.994539458056291
UKH1,0.7451755277812481
UKH2,0.7148653539518516
UKH3,0.7702393340212959
UKI3,0.6964285714285714
UKI4,0.6964285714285714
UKI5,0.7428807552371707
UKI6,0.8045663252986711
UKI7,0.755779837568601
UKJ1,0.7836825642734766
UKJ2,0.9403863968948524
UKJ3,0.8375255140165488
UKJ4,0.8950152413121292
NO09,1.2386533665160337
NO0A,1.5190310607353845
NO0B,2.0816819270451865
HR05,1.0231860567783486
HR06,0.9689331948757172
NO02,1.3316802701779775
NO06,1.3277685280357088
NO07,1.4361683273954051
NO08,1.2897501225893697
