nuts,April Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2041 - 2070)
IE04,0.9722907061378161
EE00,0.9141250431537629
EL30,0.23378466665744782
EL41,0.29594500785072647
EL43,0.19089863300323487
EL51,0.5337182452281316
EL52,0.5283570783212781
FI20,0.6075187889238198
FR10,0.7345386615643898
FRB0,0.7513085487609108
FRC1,0.8542540536572536
FRC2,1.0282778871556124
FRD1,0.9008105393499136
FRD2,0.9552924788246552
FRE1,0.9206554266313712
FRE2,0.9008837522317966
FRF1,0.9516607919087012
NL13,0.813519504169623
NL21,0.8258626898129781
NL22,0.8392647184431553
NL23,0.8616110265254975
NL31,0.93783893485864
NL32,0.7908183773358662
ITG2,0.5565173072119554
ITH1,1.0518742012480895
ITH2,1.0123644051452478
FRI3,0.8499854506303867
FRJ1,0.6413797173959513
FRJ2,0.851542146752278
FRK1,0.8714754650990169
FRK2,0.93300211156408
FRL0,0.8133453473759195
FRM0,0.5892496024568875
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.3422339577227831
TR32,0.2962232431086401
TR33,0.5216760832816363
HR03,0.6906976262728374
HR02,0.6520141313473383
HU11,0.7750592549641927
HU12,0.7159245713303487
HU21,0.7009959713245432
HU22,0.7655143125603596
PT16,0.45594080332666637
PT17,0.27523595665891964
FRF2,0.9225041499982277
FRF3,0.8409680050176879
FRG0,0.7895762667059898
FRH0,0.769205238421758
FRI1,0.9117191354433696
FRI2,0.9569094015906254
ITC4,0.8515283555723727
ITF1,0.6869095792993903
ITF2,0.6668731469660998
ITF3,0.6487926528478662
ITF4,0.43459851363052926
ITF5,0.4163395442068577
ITF6,0.48684340429802736
ITG1,0.4517441200402876
LT01,1.0539576542874178
LT02,1.0032647835711639
LU00,0.93426057746013
PL22,1.294407253464063
PL41,0.8292744261523087
PL42,0.9250429624070724
PT18,0.26511165518313645
PT20,0.0
PT30,0.0
RO11,0.9834994000693162
RO12,1.0643088271220524
RO21,0.7862013347446919
RO22,0.5629297763730089
RO31,0.6727629917984207
RO32,0.656365983436505
ITH3,0.8280343351885676
ITH4,0.9537618995954593
ITH5,0.6785352336863677
ITI1,0.7236158739775419
ITI2,0.7591688451667626
ITI3,0.683167579708
ITI4,0.7477802821745475
LI00,1.2340382854143779
FI1D,0.7040721674760183
TR82,1.0920098712046942
TR83,0.87876857817173
TR90,1.1169303844372431
TRA1,1.1151516613240042
TRA2,1.0478954007228216
PL43,0.7689486070225636
PL51,0.97199738646547
PL52,1.013978534564376
PL61,0.8515264606724183
PL62,0.8710632186383009
PL63,0.9700448172787826
PL71,0.9105998076498508
PL72,1.0269664239138365
PL81,0.9517482000092665
PL82,1.0905735895037652
PL84,0.9401978426923354
PL91,1.010412157078584
PL92,0.941385139276584
PT11,0.6553381287803253
PT15,0.2048554134865602
TRB1,0.7007694308335582
TRB2,0.872556268175443
TRC1,0.41126866191625594
RS12,0.7384206566338738
RS21,0.8533492994805177
RS22,0.7574014459426205
SE11,0.7897699359804392
SE12,0.7270468931645155
NL33,0.9199530084927877
NL34,0.7750226266682148
NL41,0.8577782879273097
NL42,0.8821986364821593
PL21,1.2748330220580102
UKM6,0.9470563292503357
TR22,0.4366510037332773
TRC2,0.47863648484150567
TRC3,0.44131160229444505
UKC1,0.777371900777022
UKC2,0.8862492921451728
UKD1,0.79288583509624
UKD3,0.8828221308688323
UKD4,0.8685302504648765
UKD6,0.6638867914676666
UKD7,0.6849523961544037
UKE1,0.7860099812348683
UKE2,0.8354861110448837
UKE3,0.8027445952097575
RO41,0.6910808398388326
RO42,0.9585508614778518
RS11,0.7076616317033768
TR41,0.5895505110422771
TR42,0.7646795288970073
TR51,0.5996841824303071
TR52,0.48668829603120684
TR61,0.4342215271356205
TR62,0.5487465723107259
TR63,0.5787009848902623
TR71,0.5982898279714087
TR72,0.8854685428241889
TR81,0.8598004375894864
UKK1,0.8022783214847247
UKK2,0.9053420494000117
UKK3,0.6763094530751308
UKK4,0.7858809014161428
UKL1,0.8903118548293908
UKL2,0.9040232519308726
UKM5,0.9710877042263746
UKM7,0.9991453835119803
UKM8,0.8829796701669693
UKM9,0.829705769320329
UKN0,0.821842106928428
SE21,0.819420977930228
SE22,0.7858264461159706
SE23,0.7779820534090202
SE31,0.7770870184836288
SE32,0.8227130598078172
SE33,0.7999469245473544
SI03,0.787407248467207
SI04,0.8672429618736108
SK01,0.7360863054792086
SK02,0.8213879577815533
SK03,0.952974948597451
SK04,0.8610361735026042
TR10,0.40848170866568884
TR21,0.4942776940142115
UKE4,0.9099208737413088
UKF1,0.8519926295926173
UKF2,0.7798538831373055
UKF3,0.7450246386229992
UKG1,0.815597502142191
UKG2,0.7638894371688366
UKG3,0.7280621329943339
UKH1,0.6969628504167
UKH2,0.8199812899033229
UKH3,0.779371935625871
UKI3,0.95
UKI4,0.95
UKI5,0.9470264628529549
UKI6,0.9279749825596809
UKI7,0.8224464933077494
UKJ1,0.8261787006010611
UKJ2,0.8749021245787542
UKJ3,0.9193006847053766
UKJ4,0.9393761976311604
NO09,0.8651532001482943
NO0A,0.9187779684861501
NO0B,0.9186184778809547
HR05,0.7110699792702992
HR06,0.7360592339808743
NO02,0.8789812860389551
NO06,0.86176646326979
NO07,1.031928339228034
NO08,0.804049568871657
