nuts,April Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2041 - 2070)
FRF1,0.7377034949759642
NL13,0.7751886387666066
NL21,0.7018040969967843
NL22,0.7739669000109036
NL23,0.7029143519699573
NL31,0.8250233809153239
NL32,0.5607383190343778
ITG2,0.559535696481665
ITH1,0.9410537319878737
ITH2,0.8627205148339272
FRI3,0.7314729478520652
FRJ1,0.5306676323215167
FRJ2,0.7894595007101695
FRK1,0.7969562165128689
FRK2,0.7588787626475095
FRL0,0.49463853137567637
FRM0,0.5912553753703833
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.4859680190682411
TR32,0.5130630955720942
TR33,0.6097256047340731
HR03,0.8097986428067088
HR02,0.7742634269719323
HU11,0.6162715941667557
HU12,0.6139433191468319
HU21,0.6016949377333124
HU22,0.6137821021800239
PT16,0.4260829282924533
PT17,0.37209719022115073
FRF2,0.6388403029181063
FRF3,0.5956738423556089
FRG0,0.7562901764487227
FRH0,0.6321625235180061
FRI1,0.8473396358390649
FRI2,0.8938843337198098
ITC4,0.7699733621130387
ITF1,0.5850074565038085
ITF2,0.490497620527943
ITF3,0.5572904224197069
ITF4,0.35882569700479505
ITF5,0.5028885287543138
ITF6,0.500620179499189
ITG1,0.38983899413918455
LT01,0.7191870322450995
LT02,0.7192922400310635
LU00,0.7637687680621942
PL22,0.982470213000973
PL41,0.6983408285925786
PL42,0.6955693773304422
PT18,0.3245968477800488
PT20,0.0
PT30,0.0
RO11,1.1102349782983463
RO12,1.1130160798629125
RO21,0.8900241933763027
RO22,0.7073734659701586
RO31,0.8005555858214696
RO32,0.6262669381995996
ITH3,0.7938514197866122
ITH4,0.859132116039594
ITH5,0.7183440815036496
ITI1,0.6919714067131281
ITI2,0.8144174959510565
ITI3,0.5845726182063421
ITI4,0.7685962498188019
LI00,0.9330983529488246
FI1D,0.6129683203219126
TR82,1.0144891646069785
TR83,0.8563331954181195
TR90,1.0571703468759854
TRA1,0.9417466171085834
TRA2,1.0489158054192862
PL43,0.5997259685148796
PL51,0.7536404620856046
PL52,0.6145484210302432
PL61,0.8363077448060116
PL62,0.759879218103985
PL63,0.8311114152893424
PL71,0.7200191235790651
PL72,0.765123579154412
PL81,0.8317333004126947
PL82,1.100985772907734
PL84,0.7970984298114975
PL91,0.7907701040307681
PL92,0.8386286266768972
PT11,0.41894032433629036
PT15,0.3431658384700616
TRB1,0.6177603871561587
TRB2,0.8164916430910428
TRC1,0.4516037421921889
RS12,0.6795605730265379
RS21,0.8077423356473445
RS22,0.749199537994961
SE11,0.47480883821845055
SE12,0.5276208896345148
NL33,0.744866107404232
NL34,0.7416741495331128
NL41,0.7077729453643163
NL42,0.5108322769403457
PL21,0.8062815985952815
UKM6,0.9678972429285447
TR22,0.372387081446747
TRC2,0.43265730906277894
TRC3,0.4261262429257234
UKC1,0.6248320502539476
UKC2,0.6517284127573172
UKD1,0.7997070584446192
UKD3,0.6198628681401411
UKD4,0.7622419585784276
UKD6,0.626713455716769
UKD7,0.7474660309652488
UKE1,0.789749838784337
UKE2,0.9403252268830935
UKE3,0.8031016180912653
RO41,0.7469023043910662
RO42,0.9071856146057447
RS11,0.623258875310421
TR41,0.59502167776227
TR42,0.7765902745227019
TR51,0.6204913510630529
TR52,0.4562348060309887
TR61,0.5351119603961706
TR62,0.6530249698087573
TR63,0.6249153316020966
TR71,0.6207981506983439
TR72,0.8460051441254716
TR81,1.0756563387811184
UKK1,0.8224496796727181
UKK2,0.7611816962560017
UKK3,0.7371674802154302
UKK4,0.7711216663320859
UKL1,0.8098058201993505
UKL2,0.7829969304303328
UKM5,0.8438258015861114
UKM7,0.8458041777213414
UKM8,0.7615752995014191
UKM9,0.8919132178028425
UKN0,0.825192567333579
SE21,0.5700965758413077
SE22,0.6506902196755012
SE23,0.6453641093646486
SE31,0.68612876975288
SE32,0.6784719335536162
SE33,0.6227175187940399
SI03,0.8706300519406796
SI04,0.893783937394619
SK01,0.6120539161066214
SK02,0.6863891422748566
SK03,0.746189736823241
SK04,0.7247332533200582
TR10,0.4080548115074635
TR21,0.45955535570780437
UKE4,0.8696880583961805
UKF1,0.7222030041118462
UKF2,0.7839445689072212
UKF3,0.7216814139237007
UKG1,0.8082731490333875
UKG2,0.8012999946872393
UKG3,0.8830807596445084
UKH1,0.6995378762483597
UKH2,0.8666790669163068
UKH3,0.6958303088943164
UKI3,0.8166666666666667
UKI4,0.8166666666666667
UKI5,0.793135081231594
UKI6,0.6834698706865311
UKI7,0.8223241696755091
UKJ1,0.8826958144704501
UKJ2,0.7135385006666184
UKJ3,0.8130182307213545
UKJ4,0.760805710280935
NO09,0.7934747546290358
NO0A,0.9736951158071557
NO0B,0.9950750296314558
HR05,0.6221898684899012
HR06,0.6504597596824169
NO02,0.7563233693440755
NO06,0.7464909416312973
NO07,0.8889354621370633
NO08,0.7061844490468502
