nuts,Annual Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,10.822728204727174
DE60,10.16227617263794
DE71,9.761897627512614
DE72,10.053438409169514
DE73,10.160540835062664
DE80,9.697791941960652
DE91,10.219272597630818
BG41,7.853325359026591
BG42,6.284011801083882
CH01,11.059830300013225
AT32,12.625051482518513
AT33,11.845140870412191
AT34,11.634023650487263
BE10,9.851296345392862
BE23,10.065015077590942
BE24,9.739052772521973
BE25,9.494363832473756
BE31,9.782235995928447
BE32,9.581459665298462
BE33,10.41766260464986
BE34,10.2238028049469
BE35,10.321680212020874
BG31,7.288707049687703
BG32,6.925757026672363
BG33,6.537656434377035
BG34,6.278521275520324
DE92,10.177302042643229
DE93,10.092329120635986
DE94,10.41918617884318
CZ07,9.938509273529053
CZ08,10.305556217829386
AL01,8.377305976549785
AL02,7.89685845375061
AL03,7.410078056653341
AT11,8.412296716372172
AT12,10.048986339569092
AT13,8.723357216517131
AT21,10.139211122194926
AT22,11.070560121536255
AT31,11.893348979949952
DK05,9.600527747472126
BE21,9.897776905695597
BE22,10.050254360834758
ES43,3.8326311031977336
ES51,5.84640196164449
ES52,3.9117991745471956
ES53,3.4905030111471813
ES61,3.172406228383382
ES62,2.8729243516921996
ES63,3.1995439688364664
ES64,2.066666666666667
CH02,11.464802885055542
CH03,12.183206860224406
CH04,11.673539320627848
CH05,10.873632923762004
CH06,11.30166015625
CH07,9.33314774831136
CY00,2.8668375353018445
CZ01,8.393702244758606
CZ02,9.433962392807008
CZ03,10.045553270975748
CZ04,10.378695646921793
CZ05,9.543071341514587
CZ06,9.246028741200766
DE40,9.431125005086264
EL53,6.028535028298696
EL54,6.573642220099767
EL61,5.768806068102519
EL62,6.003640552361806
EL63,5.927589805920919
ES70,0.7996336181958517
ITC1,7.458129517237345
ITC2,9.807534074783325
DE11,10.814320262273153
DE12,10.646524651845295
DE13,11.141816631952922
DE14,11.415461572011312
DE21,11.565707699457805
DE22,10.516497548421224
DE23,10.059356339772542
DE24,10.373847246170044
DE25,10.19637271563212
DE26,10.048252646128336
DE27,11.098747777938843
DE30,9.193489933013916
EL42,3.3507587631543476
LV00,10.243489774068196
ME00,9.08672243754069
MK00,6.783132537206014
MT00,3.542126852273941
NL11,10.655624556541444
NL12,11.27028136253357
EL64,5.0831987698872885
EL65,4.18680056532224
ES11,8.128114835421245
ES12,8.67579205830892
ES13,8.212604546546936
ES21,8.174220426877339
ES22,7.138392583529154
ES23,7.022021961212158
ES24,5.380187678337097
ES30,4.83267556031545
IE05,10.441450119018555
IE06,9.85966674486796
IS00,13.670858987172444
ITC3,6.79925799369812
FI19,8.714189592997233
FI1B,9.885292514165242
FI1C,9.68825732866923
DEA1,10.020349184672037
DEA2,10.29940586090088
DEA3,10.184867000579834
DEA4,10.225113868713379
DEA5,10.171211894353231
DEB1,9.697286065419515
DEB2,9.843761809666951
DEB3,10.060750102996826
DEC0,10.39536746342977
DED2,10.383363914489745
DED4,10.49036632378896
DED5,9.392218327522277
DEE0,8.990570831298829
DEF0,10.419684759775798
DEG0,9.824747339884441
DK01,9.403051805496215
DK02,9.103931887944539
DK03,9.645520448684692
DK04,9.313180271784464
ES41,5.906125617027283
ES42,4.244588617483775
HU23,8.174730745951335
HU31,7.730370179812113
HU32,7.795940113067627
HU33,7.611691904067993
IE04,12.198393376668294
EE00,9.803739245732626
EL30,3.173378930489222
EL41,3.9108004649480184
EL43,3.3492742002010347
EL51,5.732789107163748
EL52,5.7226185003916425
FI20,8.92695084810257
FR10,8.88844075202942
FRB0,8.596889432271322
FRC1,9.530991268157958
FRC2,11.01530844370524
FRD1,9.376542901992797
FRD2,9.578249597549439
FRE1,9.474043814341227
FRE2,9.72081659634908
FRF1,10.891744899749757
NL13,10.56266442934672
NL21,10.000985225041708
NL22,9.830075565973917
NL23,10.549255243937175
NL31,10.23492291768392
NL32,10.548141558965048
ITG2,4.928608107566833
ITH1,10.47204949061076
ITH2,9.455479733149211
FRI3,8.2304439385732
FRJ1,6.54832014242808
FRJ2,8.088148943583171
FRK1,8.93047800064087
FRK2,8.933306789398193
FRL0,6.05813870827357
FRM0,5.938247028986613
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,4.485223094622294
TR32,4.3957285245259605
TR33,4.998205280303955
HR03,8.374118121465047
HR02,8.685753750801087
HU11,7.857720955212911
HU12,7.9829296191533405
HU21,7.929218053817749
HU22,7.870311903953552
PT16,5.299411459763845
PT17,4.154519669214884
FRF2,9.87266411781311
FRF3,10.343081903457641
FRG0,7.970742988586426
FRH0,8.831577491760253
FRI1,8.190738582611084
FRI2,9.693231360117595
ITC4,7.983136439323426
ITF1,7.210526911417643
ITF2,6.34404768149058
ITF3,7.209080330530802
ITF4,5.405340667565664
ITF5,5.753549806276957
ITF6,5.953533355394999
ITG1,4.79620676835378
LT01,10.614206647872924
LT02,10.486692158381144
LU00,9.734361473719279
PL22,10.820196803410848
PL41,9.03803391456604
PL42,9.791288455327352
PT18,3.396282124767701
PT20,0.0
PT30,0.0
RO11,9.742962201436361
RO12,9.88356417020162
RO21,7.80856454372406
RO22,6.379602162043254
RO31,7.506793514887492
RO32,6.62034242550532
ITH3,8.177848720550537
ITH4,9.143576582272848
ITH5,7.1551127433776855
ITI1,7.275237695376078
ITI2,7.764790312449137
ITI3,7.4667768478393555
ITI4,7.188089394569397
LI00,12.036466471354167
FI1D,9.430486583709717
TR82,7.541598296165466
TR83,7.7683032035827635
TR90,10.784957790374756
TRA1,9.062437136967977
TRA2,10.109460012118022
PL43,9.140478126207988
PL51,10.04476188023885
PL52,9.957059907913209
PL61,8.861297273635865
PL62,9.509985081354777
PL63,9.664485724767049
PL71,9.894507122039794
PL72,9.884123961130777
PL81,9.915964396794637
PL82,10.396940978368123
PL84,9.894113190968831
PL91,9.797550153732299
PL92,9.537964423497518
PT11,6.199596442778906
PT15,2.7532255187630654
TRB1,6.595374838511149
TRB2,7.504188028971354
TRC1,4.475895285606384
RS12,8.194572893778483
RS21,8.853286027908325
RS22,8.092466259002686
SE11,8.853895505269369
SE12,8.95747652053833
NL33,10.643924283981324
NL34,10.205997530619303
NL41,9.656508286794027
NL42,9.87509290377299
PL21,11.046587085723877
UKM6,13.02649965286255
TR22,5.345947436491648
TRC2,4.474633081754049
TRC3,4.210771431525548
UKC1,9.237247880299886
UKC2,9.65644489924113
UKD1,11.207770760854086
UKD3,10.490307505925497
UKD4,11.102257887522379
UKD6,9.567747879028321
UKD7,10.234571838378907
UKE1,8.76101975440979
UKE2,9.538517848650615
UKE3,8.660005251566568
RO41,7.317137408256531
RO42,9.139309469858805
RS11,8.507774702707927
TR41,5.953101253509521
TR42,7.880243746439616
TR51,5.490514024098714
TR52,4.6170074065526325
TR61,4.636830759048462
TR62,4.943550252914429
TR63,5.278563892841339
TR71,5.204945266246796
TR72,6.900185569127401
TR81,9.03596355120341
UKK1,8.585215663909912
UKK2,9.03269166946411
UKK3,9.845610078175863
UKK4,9.74290329615275
UKL1,10.450171105066936
UKL2,9.845868746439615
UKM5,11.412482325236002
UKM7,11.60228837331136
UKM8,12.294402249654134
UKM9,11.256120840708414
UKN0,11.768665663401286
SE21,9.401781527201335
SE22,9.439640887578328
SE23,9.767295662562052
SE31,8.8914093653361
SE32,10.27558110555013
SE33,10.275714937845866
SI03,8.871102476119995
SI04,9.205390564600627
SK01,8.302497291564942
SK02,8.665615208943684
SK03,9.944665416081746
SK04,9.055678574244181
TR10,6.655065099398295
TR21,5.21420959631602
UKE4,9.386583836873372
UKF1,8.750351603825887
UKF2,7.9864248752594
UKF3,8.352730814615885
UKG1,8.285858901341756
UKG2,9.119463284810385
UKG3,8.493052991231282
UKH1,8.586819728215536
UKH2,8.229183785120647
UKH3,8.603418159484864
UKI3,8.416666666666666
UKI4,8.416666666666666
UKI5,9.034508117039998
UKI6,8.657466936111451
UKI7,8.70892945130666
UKJ1,8.117956670125325
UKJ2,8.868011577924092
UKJ3,9.042135198911032
UKJ4,9.197059988975525
NO09,10.687248547871908
NO0A,13.47895401318868
NO0B,12.893512964248657
HR05,8.178981765111287
HR06,8.349673477808635
NO02,11.367447106043498
NO06,13.70897617340088
NO07,12.96515089670817
NO08,9.880705149968465
