nuts,September Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2071 - 2100)
DE50,0.7193813587228457
DE60,0.8100429102778435
DE71,0.769634223356843
DE72,0.7504073598732551
DE73,0.7636389770855506
DE80,0.6766492693374554
DE91,0.8215048593868103
BG41,0.542247879385416
BG42,0.48825170441220206
CH01,0.7798050568128626
AT32,0.8242528381446997
AT33,0.8370199399689834
AT34,0.8898175936192274
BE10,0.7333780268828074
BE23,0.7284913045664628
BE24,0.6971551713844141
BE25,0.7712598862747352
BE31,0.6834552556276321
BE32,0.6406199031376413
BE33,0.7369238175451756
BE34,0.6173638686537742
BE35,0.6722361465295156
BG31,0.5756611058488488
BG32,0.5159943568209807
BG33,0.4734118386482199
BG34,0.5250434032330911
DE92,0.8060065002491077
DE93,0.7941242191940546
DE94,0.8309492430339257
CZ07,0.7212076000248392
CZ08,0.7232086574658751
AL01,0.6030096567368933
AL02,0.4946239862591028
AL03,0.55345787141206
AT11,0.6354167927056551
AT12,0.7885667763650417
AT13,0.6002433657646179
AT21,0.8146214753389358
AT22,0.8067745895435413
AT31,0.8319585816313823
DK05,0.6398663553409278
BE21,0.7572248920798301
BE22,0.8275885646541913
ES43,0.1593989194991688
ES51,0.46887156333153446
ES52,0.30240627956975785
ES53,0.3481652000298103
ES61,0.1678768524279197
ES62,0.24447479272882144
ES63,0.11895991436072759
ES64,0.13333333333333333
CH02,0.8390213057398797
CH03,0.8932511250178019
CH04,0.797498902838145
CH05,0.7581298379848401
CH06,0.8131505460788806
CH07,0.6817507992188135
CY00,0.05426407352622066
CZ01,0.7425812099661145
CZ02,0.6808484921231865
CZ03,0.6272862681320736
CZ04,0.7973010094215472
CZ05,0.8033678236107031
CZ06,0.6236135691404343
DE40,0.6390814100702603
EL53,0.44993399555484453
EL54,0.43793654764691986
EL61,0.4443563651293516
EL62,0.43910466842353346
EL63,0.4179558205107848
ES70,0.05835389296213786
ITC1,0.4885730649655064
ITC2,0.6420802647868792
DE11,0.7654471457004547
DE12,0.7733828524748484
DE13,0.7596466282382608
DE14,0.6231307808309794
DE21,0.7009252846240998
DE22,0.7294606498575636
DE23,0.7263222840925058
DE24,0.7385587710887194
DE25,0.6734240752955277
DE26,0.7255903845032056
DE27,0.7284954031929374
DE30,0.6540007983644803
EL42,0.08085807180032134
LV00,0.9779576276739438
ME00,0.6292332628342722
MK00,0.451280751824379
MT00,0.3331492592891057
NL11,0.7876893659787518
NL12,0.9350897384186586
EL64,0.348093785593907
EL65,0.23732484150677918
ES11,0.38072036768620215
ES12,0.5530603690072894
ES13,0.4587189824630817
ES21,0.38572397641837597
ES22,0.4356569501260916
ES23,0.2608132503926754
ES24,0.30380673464387653
ES30,0.26802997211260454
IE05,0.7232298228889704
IE06,0.8896713465718287
IS00,1.2604560593763987
ITC3,0.4295599232117335
FI19,0.7428887893756231
FI1B,0.8389808849121133
FI1C,0.8227173260612679
DEA1,0.8244927311937015
DEA2,0.7911124257991712
DEA3,0.840120413207582
DEA4,0.8453319805363814
DEA5,0.7752230537434419
DEB1,0.7431388108680645
DEB2,0.6653849240392447
DEB3,0.828849350164334
DEC0,0.7619156256318093
DED2,0.8557485534499089
DED4,0.7918904362512487
DED5,0.7291666395962239
DEE0,0.7010844059288501
DEF0,0.8374566560877221
DEG0,0.725498097576201
DK01,0.6752560310065746
DK02,0.6719714355965455
DK03,0.8007471614650318
DK04,0.762169569109877
ES41,0.29228215211381514
ES42,0.23263626334567863
HU23,0.51795293743323
HU31,0.5370726823806763
HU32,0.7229376913979649
HU33,0.6602339327956239
IE04,0.9647329316784938
EE00,0.9345842272043228
EL30,0.15910313331655093
EL41,0.15346931206683317
EL43,0.13876201945046585
EL51,0.4422728679453333
EL52,0.45419485168531537
FI20,0.6690284253408512
FR10,0.5741442837087172
FRB0,0.5475890704120199
FRC1,0.5927261571799006
FRC2,0.7137946184458477
FRD1,0.5449393124186567
FRD2,0.6342747985784497
FRE1,0.6688177150363723
FRE2,0.5768731181820234
FRF1,0.7744716092944145
NL13,0.7664907683928808
NL21,0.7708414107561111
NL22,0.779359107837081
NL23,0.8541770401809897
NL31,0.8032959337745395
NL32,1.0256108259161314
ITG2,0.34571913400044046
ITH1,0.6932365705569585
ITH2,0.6930285011728604
FRI3,0.46773865623399613
FRJ1,0.4469559739654263
FRJ2,0.4439106790969769
FRK1,0.5654401266947389
FRK2,0.5752207507689794
FRL0,0.3943413648754358
FRM0,0.39184325324992336
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.15186843369156122
TR32,0.10817265218744675
TR33,0.1796117750927806
HR03,0.5489275548607111
HR02,0.6211913249322346
HU11,0.5978968239256314
HU12,0.5617341212928295
HU21,0.4725839927792549
HU22,0.5097939565777778
PT16,0.27257841095949215
PT17,0.1305547813574473
FRF2,0.645866013970226
FRF3,0.7150433843334516
FRG0,0.4689615924532215
FRH0,0.4784628021220366
FRI1,0.453811626881361
FRI2,0.6189113441854716
ITC4,0.549925368403395
ITF1,0.5123314123600722
ITF2,0.5117894125481447
ITF3,0.5449383108566205
ITF4,0.439822984735171
ITF5,0.43245391075809797
ITF6,0.45764918594310683
ITG1,0.41542768724528806
LT01,0.8522130379453301
LT02,0.8580767174384424
LU00,0.7256841289500395
PL22,0.8877940026422342
PL41,0.7539373931940645
PL42,0.801680275797844
PT18,0.13392261013255588
PT20,0.0
PT30,0.0
RO11,0.8223009849233287
RO12,0.7168300283141434
RO21,0.5510332626290619
RO22,0.46608676680674155
RO31,0.538437850245585
RO32,0.3698284407456716
ITH3,0.705619781712691
ITH4,0.8099085328479608
ITH5,0.5744068887084722
ITI1,0.5825750822822253
ITI2,0.7176153135796388
ITI3,0.583503325159351
ITI4,0.5697780584295591
LI00,0.7668233235677083
FI1D,0.7989280200729679
TR82,0.3945760985215505
TR83,0.29635843777408205
TR90,0.5521014860964247
TRA1,0.2922170940476159
TRA2,0.18339710533618928
PL43,0.885796495527029
PL51,0.7213619520887733
PL52,0.7190795595447222
PL61,0.7729970040420692
PL62,0.9033813630541165
PL63,0.8081510871648788
PL71,0.8542997407416503
PL72,0.8165641228978833
PL81,0.6154392197728157
PL82,0.7320318995043635
PL84,0.697597557399422
PL91,0.7383245507876078
PL92,0.7901312213391065
PT11,0.3112946168209116
PT15,0.10661018292109171
TRB1,0.19006714873636762
TRB2,0.12241859038670858
TRC1,0.12373526841402054
RS12,0.5884240192671617
RS21,0.7861523742654494
RS22,0.56857823630174
SE11,0.5434922043234109
SE12,0.5605681944017609
NL33,0.8611420475478683
NL34,0.6875408730868783
NL41,0.8068342249840498
NL42,0.7514137203494707
PL21,0.84098342936486
UKM6,1.0986323529588324
TR22,0.3137528230436146
TRC2,0.08709066792701682
TRC3,0.06871498798330625
UKC1,0.6425324067473411
UKC2,0.6821647533526023
UKD1,0.9639701437205076
UKD3,0.7197834193706513
UKD4,0.7745187086363633
UKD6,0.7214903883635998
UKD7,0.7445094048976898
UKE1,0.7327722062667211
UKE2,0.6860289240876833
UKE3,0.6621465563241925
RO41,0.6162166278809309
RO42,0.6528773357781271
RS11,0.5690901673265866
TR41,0.30968124627446136
TR42,0.45760842598974705
TR51,0.17362015764229
TR52,0.12085201757560883
TR61,0.17097107634569209
TR62,0.22675353183100622
TR63,0.18695341385900974
TR71,0.15008217561990023
TR72,0.2317584806897988
TR81,0.42749028938512007
UKK1,0.5206545370320479
UKK2,0.5923307885726293
UKK3,0.5039797365665436
UKK4,0.5627582172552744
UKL1,0.6463957004249096
UKL2,0.6124137246981263
UKM5,0.749912004172802
UKM7,0.8224392796556155
UKM8,1.1135220130284627
UKM9,0.9099084718951157
UKN0,0.9752811379730701
SE21,0.5121729517976443
SE22,0.5275397380813956
SE23,0.6251192130148411
SE31,0.6373712744563818
SE32,0.9641776069998741
SE33,0.9099986513455709
SI03,0.6366532905293363
SI04,0.6974614577988784
SK01,0.6330362277726332
SK02,0.5260589245706797
SK03,0.6535990703850985
SK04,0.6922527244314551
TR10,0.5663508030452898
TR21,0.44017888605594635
UKE4,0.7528458753866809
UKF1,0.6258483580003182
UKF2,0.5493970143475703
UKF3,0.5702034531782071
UKG1,0.4829178179303805
UKG2,0.5228518613924583
UKG3,0.5609531889359156
UKH1,0.5939159173784512
UKH2,0.6050774862368902
UKH3,0.6317012379212039
UKI3,0.5666666666666667
UKI4,0.5666666666666667
UKI5,0.5799926564097404
UKI6,0.5355192571878433
UKI7,0.5889296690622966
UKJ1,0.5010990168899297
UKJ2,0.636374149719874
