nuts,September Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2071 - 2100)
UKJ3,0.5540760514636834
UKJ4,0.6330023287485044
NO09,0.679317509693404
NO0A,1.2211407996714114
NO0B,1.234775254627069
HR05,0.6388185203075409
HR06,0.6048464136819045
NO02,0.8293268037339051
NO06,1.2373575022710221
NO07,1.0382005204757054
NO08,0.7204166026165087
