nuts,October Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
DE50,1.152158360183239
DE60,1.191881497701009
DE71,0.9377388974030813
DE72,0.9563637687514226
DE73,1.030713992441694
DE80,1.1261015253762403
DE91,0.9796376537531615
BG41,0.5878369264304638
BG42,0.46480211429297924
CH01,0.9443878002597818
AT32,1.0771034358690181
AT33,0.9957547427288124
AT34,1.1338576908255447
BE10,0.9333780328432719
BE23,1.099792911609014
BE24,0.9251266643404961
BE25,1.1590906714399656
BE31,0.9123863985141119
BE32,1.024406228462855
BE33,0.8067181003945214
BE34,0.8341592753926913
BE35,0.848053960253795
BG31,0.5275545203393059
BG32,0.531525483665367
BG33,0.524534177805843
BG34,0.3970545454482947
DE92,1.1075303147964437
DE93,1.1735710963606834
DE94,1.2644295473893483
CZ07,0.7711058449621002
CZ08,0.7762154445052147
AL01,0.6738515856365362
AL02,0.5759714449445407
AL03,0.5078986602524916
AT11,0.8173866060872873
AT12,0.7406407587230206
AT13,0.7419303178787231
AT21,0.8423693004463401
AT22,0.8888258783767621
AT31,1.0568330321974795
DK05,1.4003259440263112
BE21,0.987129133939743
BE22,0.9226355858147144
ES43,0.24128248111034434
ES51,0.3568900656276222
ES52,0.2508460747078061
ES53,0.3392696395516396
ES61,0.27552929120138286
ES62,0.23239265408899104
ES63,0.2025062388607434
ES64,0.03333333333333333
CH02,1.0472064094617963
CH03,1.0904932881395022
CH04,1.0701036408543587
CH05,0.9517767840418322
CH06,1.1040772723654906
CH07,0.8485552981495857
CY00,0.2431293157239755
CZ01,0.7463464925686518
CZ02,0.8266056213527918
CZ03,0.9194063112139702
CZ04,0.9103903744990627
CZ05,0.9231422947985786
CZ06,0.7522232534984747
DE40,1.0599700736192366
EL53,0.38134159706532955
EL54,0.5592939575513204
EL61,0.392586673113207
EL62,0.7144670614908482
EL63,0.5172712030852663
ES70,0.03444062841349635
ITC1,0.688812524266541
ITC2,0.6899021291013422
DE11,1.1136016122996808
DE12,1.1045603775729735
DE13,0.9663185099760692
DE14,1.135638024037083
DE21,1.1984347313642503
DE22,1.162369763975342
DE23,1.089589846568803
DE24,0.9991545977691809
DE25,1.1877798903733492
DE26,1.0424033351242543
DE27,1.0924948955575624
DE30,0.9373342901468277
EL42,0.20147249015669028
LV00,1.246269835035006
ME00,0.6440256457154949
MK00,0.38468527334431807
MT00,0.4084253708521525
NL11,1.3261166244745255
NL12,1.4274669845898946
EL64,0.3819384632632136
EL65,0.3433573783685764
ES11,0.5826352308193843
ES12,0.5048713738630924
ES13,0.5188270411143701
ES21,0.6480309309970055
ES22,0.49772217715608663
ES23,0.34740973317197393
ES24,0.3304529340316852
ES30,0.34430215197304886
IE05,1.235526632765929
IE06,1.1543339399088706
IS00,1.5092911591132483
ITC3,0.6983438628415267
FI19,1.150787996252378
FI1B,1.3010537772128978
FI1C,1.2796019643545151
DEA1,1.1091792676597834
DEA2,1.0205918452037233
DEA3,1.161591267089049
