nuts,October Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
DEA4,1.1987461904684702
DEA5,1.1239591345191002
DEB1,0.8888762921227941
DEB2,0.8668956861698202
DEB3,1.005779173473517
DEC0,0.8621765111883481
DED2,0.9395878088970979
DED4,0.9319927548368772
DED5,1.0250460413595042
DEE0,0.9732088966916005
DEF0,1.2359758788719772
DEG0,0.8949232495807368
DK01,1.3596436319251854
DK02,1.313222666333119
DK03,1.322351365784804
DK04,1.3548751626163722
ES41,0.38385800576458373
ES42,0.32361494563519955
HU23,0.7827819420088982
HU31,0.7366165733585756
HU32,0.7004817670832078
HU33,0.703249090447508
IE04,1.2839474926392238
EE00,1.3690735715130964
EL30,0.22359486373847928
EL41,0.23176585536064773
EL43,0.27415639807780584
EL51,0.3323715036114057
EL52,0.4046762620231935
FI20,1.3084577101057973
FR10,0.9311087581639489
FRB0,0.9207142893845837
FRC1,1.0271892953043182
FRC2,1.1598300474385421
FRD1,1.0652281100551286
FRD2,1.1390599543849627
FRE1,1.0397765283783278
FRE2,1.0630721246202788
FRF1,0.931285946816206
NL13,1.1658971647421519
NL21,1.2140062011778354
NL22,1.177265024681886
NL23,1.331573739115681
NL31,1.158029462893804
NL32,1.4692876445395606
ITG2,0.46645030713286895
ITH1,0.8422124703725179
ITH2,0.7364146891852905
FRI3,0.8348531145602465
FRJ1,0.6275313083082438
FRJ2,0.7870950782050689
FRK1,0.9550586644870539
FRK2,0.8485751992712418
FRL0,0.5971337476745248
FRM0,0.5387231349945069
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.2916109904025992
TR32,0.25804586006727603
TR33,0.4413273267704865
HR03,0.9823577215274175
HR02,0.7689589242716985
HU11,0.5893280431628227
HU12,0.6772015611330668
HU21,0.7501533853511015
HU22,0.7979612953960895
PT16,0.28652263193701705
PT17,0.22021872896168912
FRF2,0.88678560902675
FRF3,0.9047961368535956
FRG0,0.9165236316621304
FRH0,0.9103089564169446
FRI1,0.7664574479106171
FRI2,0.8846774784227213
ITC4,0.8031235591818889
ITF1,0.6117886696010828
ITF2,0.6212768244246641
ITF3,0.6970377775101826
ITF4,0.5959227562336058
ITF5,0.523238646859924
ITF6,0.48737959787249563
ITG1,0.4930491185126205
LT01,0.9105160715324538
LT02,1.0631454927580697
LU00,0.8564195553106921
PL22,0.897851875051856
PL41,0.8263978998797635
PL42,1.0341332470998168
PT18,0.22738703504825633
PT20,0.0
PT30,0.0
RO11,0.7203550164898237
RO12,0.8383667841553688
RO21,0.5923776753246784
RO22,0.4949920404303287
RO31,0.5363468622788787
RO32,0.549742761751016
ITH3,0.6704506809512775
ITH4,0.7841660057504972
ITH5,0.8254892347070079
ITI1,0.8591643240923683
ITI2,0.838792494436105
ITI3,0.7950247355961594
ITI4,0.6819369380051891
LI00,1.2501678498727935
FI1D,1.2385416944821677
TR82,0.5258450218165914
TR83,0.638563841022551
TR90,0.9429465248870353
TRA1,0.7678915764205158
TRA2,0.8842899650335312
PL43,0.9382866577777479
PL51,0.8182561465405992
PL52,0.869907096773386
PL61,0.8007570159931977
PL62,0.968355368822813
PL63,0.943042503669858
PL71,0.8058204381116505
PL72,0.8220448865244786
PL81,0.6840631296592099
PL82,0.7140820095936458
PL84,0.746461521089077
PL91,0.7030223245422046
PL92,0.7647634752094745
PT11,0.3088990174233913
PT15,0.23164465775092444
TRB1,0.52082673702389
TRB2,0.6609550620118777
TRC1,0.38986959488441547
RS12,0.626107702900966
RS21,0.6603938625194132
RS22,0.5539881050897141
SE11,0.9648385036736726
SE12,0.9527712682572503
NL33,1.2634921366969745
NL34,1.0182318950870208
NL41,1.1197702129681906
NL42,1.0100498832762241
PL21,0.776279398240149
UKM6,1.7351224998633066
TR22,0.4000487534329295
TRC2,0.3296937182856103
TRC3,0.21065600936611492
UKC1,1.0139899777869383
UKC2,0.953738219042619
UKD1,1.334703861673673
UKD3,1.4269032528003056
UKD4,1.4795763545980056
UKD6,1.2543284612397352
UKD7,1.4622515281041464
UKE1,1.1226862336198489
UKE2,1.2104552105582993
UKE3,1.1848478267590206
RO41,0.5152249498603244
RO42,0.6730242036283016
RS11,0.6262314224551464
TR41,0.5410366348922253
TR42,0.6550728393525913
TR51,0.5836072211464246
TR52,0.3877448852794866
TR61,0.3233305432035455
TR62,0.42708874186500906
TR63,0.3984997248277068
TR71,0.4050652449329694
TR72,0.5306915490888059
TR81,0.6975302696228027
UKK1,1.163222252825896
UKK2,1.1895038333854504
UKK3,1.1352988716214896
UKK4,1.2824266736706098
UKL1,1.3801239853724838
UKL2,1.2195565020000296
UKM5,1.2096932704250019
UKM7,1.3085915772865215
UKM8,1.399646386007468
UKM9,1.3265282998659782
UKN0,1.2862849367161593
SE21,1.1188056925932566
SE22,1.182432109862566
SE23,1.2379790410399436
SE31,1.1882471731553474
SE32,1.2740948492040236
SE33,1.1674647410710652
SI03,0.9814601319708994
SI04,1.0306358820359622
SK01,0.6424560785807413
SK02,0.6885145025948683
SK03,0.7706729746113221
SK04,0.7773301262922329
TR10,0.7029661661634843
TR21,0.43072231002151967
UKE4,1.2074026142557461
UKF1,1.2518174727757772
UKF2,1.0894064820061127
UKF3,1.1914200089871883
UKG1,1.1517423879621285
UKG2,1.1972282268106937
UKG3,1.200282988945643
UKH1,1.1137207219998042
UKH2,1.0336671123902004
UKH3,1.0065776576598486
UKI3,1.2166666666666666
UKI4,1.2166666666666666
UKI5,1.0002570087711016
UKI6,1.0443534324566524
UKI7,1.1332721600929896
UKJ1,1.0549217199285825
UKJ2,1.1974299527704715
UKJ3,1.1472192601611217
UKJ4,1.2827044597516457
NO09,1.3762196494000298
NO0A,1.606068762888511
NO0B,1.5704874231897552
HR05,0.9660176157951355
HR06,0.998086778447032
NO02,1.3464307218790055
NO06,1.6026199787855149
NO07,1.46140605310599
NO08,1.2831822564204534
