nuts,July Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
HU12,0.48321131244301796
HU21,0.6165486144522826
HU22,0.7305968138078849
PT16,0.08794563713793953
PT17,0.05354543509227889
FRF2,0.8014441657190522
FRF3,0.8525410261603871
FRG0,0.4314160692815979
FRH0,0.3795898503313462
FRI1,0.3488975379616022
FRI2,0.5107685253024101
ITC4,0.5359094428519408
ITF1,0.26659917595485844
ITF2,0.20756513079007466
ITF3,0.18056518730840512
ITF4,0.2295640879792386
ITF5,0.19088317230343818
ITF6,0.14808904826641084
ITG1,0.04349725430698267
LT01,1.0528773479163647
LT02,1.0056986192862192
LU00,0.6644201406410762
PL22,0.925078310072422
PL41,0.9242114230679969
PL42,1.039013453697165
PT18,0.05307375732809305
PT20,0.0
PT30,0.0
RO11,0.9259382425496976
RO12,0.9012126808365186
RO21,0.8342955991625786
RO22,0.6214257260334903
RO31,0.6613936878740787
RO32,0.9750000712062631
ITH3,0.5052901404599349
ITH4,0.6517086195449034
ITH5,0.29171826550737023
ITI1,0.13116248976439238
ITI2,0.20929185673594475
ITI3,0.28474549353122713
ITI4,0.24659032121832883
LI00,1.0162358651558558
FI1D,1.0069755028401102
TR82,0.18553472363079587
TR83,0.1686815739210163
TR90,0.4272139985756627
TRA1,0.11178567797566454
TRA2,0.26641156276067096
PL43,0.8186565213676157
PL51,0.9391420831282934
PL52,0.8961716329058012
PL61,0.9510269538809856
PL62,1.2485555140301585
PL63,0.9502923024818302
PL71,1.1552956695357959
PL72,0.9637980313350757
PL81,1.2524128526449203
PL82,1.2554643938938777
PL84,1.0862200318214794
PL91,1.0347035113593628
PL92,1.2028319494177897
PT11,0.18594951530297596
PT15,0.020686219863850493
TRB1,0.10479717372606198
TRB2,0.055418163537979126
TRC1,0.08506537228822708
RS12,0.5609618136038382
RS21,0.6220293275701503
RS22,0.5385204762530823
SE11,0.7267414113057071
SE12,1.0012897044420241
NL33,0.8088922013839086
NL34,0.9189681084505443
NL41,0.8126999690596547
NL42,0.7590803618409804
PL21,1.2614738319069148
UKM6,1.1254690897961457
TR22,0.1542657726444304
TRC2,0.06692260584483543
TRC3,0.013264776517947515
UKC1,0.7471179607013861
UKC2,0.8312659208973249
UKD1,1.0194896611252002
UKD3,0.895861116796732
UKD4,0.9691026291499535
UKD6,0.7904939522345861
UKD7,0.8928175591703119
UKE1,0.7844199663649003
UKE2,0.8262131166954835
UKE3,0.7755968287587166
RO41,0.5193097278475761
RO42,0.7583412225047748
RS11,0.525320175041755
TR41,0.15093485011408728
TR42,0.24371195497612158
TR51,0.07968905782327056
TR52,0.07317884331569076
TR61,0.08712225531538327
TR62,0.14989948496222497
TR63,0.12889978867024182
TR71,0.10697098334009449
TR72,0.11248374649633965
TR81,0.2766715116798878
UKK1,0.7247897158066432
UKK2,0.7057227449757713
UKK3,0.6811039636532465
UKK4,0.6594883329900247
UKL1,0.833949971173344
UKL2,0.8045728531266961
UKM5,0.9820651839176814
UKM7,0.9240974372830885
UKM8,0.8855863720178604
UKM9,0.9125896165597027
UKN0,1.0203239991640052
SE21,0.8649852984938128
SE22,0.8001326888799667
SE23,1.0745123536991221
SE31,1.2476949806014697
SE32,1.2226561864217123
SE33,1.3934640059868495
SI03,0.9194521677990755
SI04,0.6864643406122923
SK01,0.7786461134751638
SK02,0.8519747550288836
SK03,0.8192106724406282
SK04,0.9981537652512391
TR10,0.21834074022869268
TR21,0.20255454250921806
UKE4,0.8182536505162716
UKF1,0.7217328147341807
UKF2,0.7556537554181856
UKF3,0.711604081094265
UKG1,0.7641653534024954
UKG2,0.8289339045683543
UKG3,0.7813151879557247
UKH1,0.7262510112176339
UKH2,0.6578602458039919
UKH3,0.9021651431918144
UKI3,0.603448275862069
UKI4,0.603448275862069
UKI5,0.5597283149758975
UKI6,0.6225256110231082
UKI7,0.5332110007603963
UKJ1,0.6610998446742694
UKJ2,0.6008620172739029
UKJ3,0.7218871869146823
UKJ4,0.7767000488679985
NO09,0.855340892293801
NO0A,1.4597802807887394
NO0B,0.9857657805085183
HR05,0.8105469733476639
HR06,0.8569024996211131
NO02,1.225859389702479
NO06,1.6891238104019846
NO07,1.3951823204755782
NO08,0.9073742731784781
