nuts,July Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
DE50,0.8986451412950244
DE60,0.6609241108099619
DE71,0.7702839319904645
DE72,0.8196485667179029
DE73,0.9304065975050132
DE80,0.7240401127065221
DE91,0.8478060555954774
BG41,0.35965423838331784
BG42,0.4204552507027984
CH01,0.9554322853063544
AT32,1.292790117448774
AT33,1.2838688065608344
AT34,1.1094883585969606
BE10,0.49112496756274127
BE23,0.5509227855966009
BE24,0.5867485574313572
BE25,0.564222642282645
BE31,0.5959746569395066
BE32,0.658757983148098
BE33,0.9648612350225448
BE34,0.916703878291722
BE35,0.6774143375722426
BG31,0.43218349628150465
BG32,0.6220376842880043
BG33,0.6057850909729798
BG34,0.4557123442490896
DE92,0.8643426549310486
DE93,0.8067413105318944
DE94,1.0073449627629347
CZ07,0.9586291638513406
CZ08,0.8572901844978332
AL01,0.33535121753811836
AL02,0.2500592261552811
AL03,0.1710888425509135
AT11,0.8272605266422033
AT12,1.1309473166863124
AT13,0.9331305334965388
AT21,0.9067030888316887
AT22,1.0823447234928607
AT31,1.3278904182129894
DK05,0.791646075834121
BE21,0.6238143241831234
BE22,0.8466412809987863
ES43,0.06631590763171172
ES51,0.2497481830107669
ES52,0.08584930288294951
ES53,0.035786116992433864
ES61,0.0501279909263498
ES62,0.04486896290133397
ES63,0.034482758620689655
ES64,0.03333333333333333
CH02,1.0011918942133586
CH03,1.0566540161768596
CH04,1.1758321021993956
CH05,1.1071262426674366
CH06,1.301306792596976
CH07,0.7556150896208627
CY00,0.03827303399642309
CZ01,0.8135351891318957
CZ02,1.0313590607295433
CZ03,0.9716460838293036
CZ04,1.0009371584902207
CZ05,0.9993868857622147
CZ06,0.970082721610864
DE40,0.824129794538021
EL53,0.12432820722460747
EL54,0.15654910132288932
EL61,0.11503416150808335
EL62,0.07012010275803764
EL63,0.0944894081602494
ES70,0.0
ITC1,0.45648987911020716
ITC2,0.7928379744291305
DE11,0.824772297590971
DE12,0.8455530968805154
DE13,0.9489135667681694
DE14,1.0029770151845046
DE21,1.2482725396752357
DE22,0.964701485261321
DE23,0.9581908911599645
DE24,0.7857472245891889
DE25,0.8100960424234127
DE26,0.8396005784471829
DE27,1.0817511585230628
DE30,0.8003086045384407
EL42,0.01177194220945239
LV00,1.052006877710422
ME00,0.4261256036659082
MK00,0.25370539401968323
MT00,0.0
NL11,1.1426514780947141
NL12,0.9413974359631538
EL64,0.12315220634142558
EL65,0.05836685268829266
ES11,0.20158174929433856
ES12,0.35824155354251463
ES13,0.4052494077076172
ES21,0.2697390223454152
ES22,0.21775602408010383
ES23,0.2594147740552823
ES24,0.2417128902239104
ES30,0.14672126376937175
IE05,0.9159486324215929
IE06,1.0302949796120326
IS00,1.1890656403426467
ITC3,0.21785305788119633
FI19,0.8575275699297588
FI1B,0.7990821684400241
FI1C,0.83377469520395
DEA1,0.9156724572181701
DEA2,0.9188067272048572
DEA3,1.1774843203524747
DEA4,0.9194091763989679
DEA5,1.0666649326682092
DEB1,0.7811543479561806
DEB2,0.7058246546735366
DEB3,0.6759069075187047
DEC0,0.7968872261366674
DED2,1.0191493888696035
DED4,1.0086162343621254
DED5,0.7936651082088549
DEE0,0.880295762543877
DEF0,0.8468897882848978
DEG0,0.8263613016655048
DK01,0.7450855520864328
DK02,0.8071240000426769
DK03,0.7323805085782494
DK04,0.8753717174487454
ES41,0.1872724836692214
ES42,0.13150916160084308
HU23,0.5932378630464276
HU31,0.5608382422477007
HU32,0.6306118824208776
HU33,0.5868822534879049
IE04,0.9610146666566531
EE00,0.8902935641507308
EL30,0.03620698687930902
EL41,0.02706578630825569
EL43,0.013329913094639777
EL51,0.2357072911771207
EL52,0.29854016564786434
FI20,0.6114651127407948
FR10,0.5356043954690297
FRB0,0.5212930808464686
FRC1,0.603719322445492
FRC2,0.783777360804379
FRD1,0.48760812561959027
FRD2,0.5310287339612841
FRE1,0.6540296975651692
FRE2,0.5636213971301913
FRF1,0.9133426820238432
NL13,1.0229796203119415
NL21,1.1764004648263966
NL22,1.3578229429466384
NL23,1.097360492780291
NL31,0.9921108037233353
NL32,0.9342232401771792
ITG2,0.06363810673356056
ITH1,0.9427282825112343
ITH2,0.7892580837011337
FRI3,0.3384931276552379
FRJ1,0.2639249101281166
FRJ2,0.35905900998041035
FRK1,0.5376854771437745
FRK2,0.5280637383460999
FRL0,0.20973658865938585
FRM0,0.07127829095614809
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.022078995946152456
TR32,0.025855836582680543
TR33,0.08782016181697448
HR03,0.26455329777672887
HR02,0.6202499861828983
HU11,0.41674568156401315
