nuts,Spring Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
DE50,3.003092251221339
DE60,3.0599344670772552
DE71,3.14895477493604
DE72,3.2191918671131132
DE73,2.7699559529622397
DE80,2.812192377448082
DE91,2.7893635352452595
BG41,2.8869121303160985
BG42,2.2376699020465214
CH01,3.2785902341206867
AT32,3.887862952550252
AT33,4.111239365736643
AT34,4.083460831642151
BE10,3.4098521737115726
BE23,3.242194394270579
BE24,3.623280167579651
BE25,3.579721446832021
BE31,3.445894148732935
BE32,3.49105989081519
BE33,3.64753001332283
BE34,3.488488866885503
BE35,3.677227648167775
BG31,2.6222237755854922
BG32,2.4106479813655217
BG33,2.2716907292604445
BG34,2.2588109880685807
DE92,3.2845496594905854
DE93,3.0791357944409055
DE94,3.26022228995959
CZ07,3.1599960486094156
CZ08,3.6174243927001952
AL01,2.1935083103676636
AL02,2.035308246066173
AL03,1.982219249010086
AT11,2.44856795668602
AT12,2.9768182078997296
AT13,2.516788352529208
AT21,3.171657347679138
AT22,3.51667662858963
AT31,3.987362968921661
DK05,2.6999280214309693
BE21,3.228897296388944
BE22,3.1946435530980426
ES43,0.9766427553258836
ES51,1.4524415556726784
ES52,0.906755859653155
ES53,0.7652998466842941
ES61,0.9150203703592221
ES62,0.6794548885275921
ES63,0.7998245924711227
ES64,0.6333333333333333
CH02,3.753234644730886
CH03,4.195518839359283
CH04,4.1578535278638205
CH05,3.651267155011495
CH06,3.6870472908020018
CH07,2.6123522212107977
CY00,0.5939032224317392
CZ01,2.720354954401652
CZ02,3.0046557714541753
CZ03,3.307704222202301
CZ04,2.8623828907807667
CZ05,2.964445181687673
CZ06,2.6684607307116193
DE40,2.823066406448682
EL53,1.9516287993639707
EL54,1.677512352913618
EL61,1.4242237657308578
EL62,1.2795300039152304
EL63,1.6337986407180627
ES70,0.1166463037331899
ITC1,2.1706496596336367
ITC2,2.5748562296231587
DE11,3.2349429647127788
DE12,3.111519702275594
DE13,3.5905582507451377
DE14,3.6471941407237733
DE21,3.8923893411954245
DE22,3.460147579511007
DE23,3.4921945691108705
DE24,3.1574686328570047
DE25,3.1354382688800495
DE26,3.0620867172876993
DE27,3.6081125179926556
DE30,2.6278399060169857
EL42,0.736338893820842
LV00,3.4720733741234087
ME00,2.6114690492550534
MK00,2.4036167045434316
MT00,0.48320184896389645
NL11,3.170390382905801
NL12,3.1001364946365357
EL64,1.3033006298045318
EL65,1.097181835770607
ES11,2.1987400044997534
ES12,2.0318634199813523
ES13,2.2625059028466543
ES21,2.2702027569214502
ES22,1.896482446293036
ES23,2.0435109357039134
ES24,1.4736802632610002
ES30,1.4875103756785393
IE05,3.2353577552170587
IE06,3.366795512040456
IS00,3.7721206188201903
ITC3,1.770314888159434
FI19,2.815940962235133
FI1B,3.0615407566229504
FI1C,2.9294604967380393
DEA1,3.1898500363032025
DEA2,3.425998173157374
DEA3,3.4582489196743285
DEA4,3.214115087191264
DEA5,3.405480921268463
DEB1,3.177887570858002
DEB2,3.144541947046916
DEB3,3.024159546693166
DEC0,3.133411693572998
DED2,3.2454455971717833
DED4,2.9383999248345694
DED5,2.6774418373902638
DEE0,2.658004038532575
DEF0,3.1951721986134847
DEG0,2.6172675773501397
DK01,2.6578084908682724
DK02,2.59764299839735
DK03,3.045576556523641
DK04,3.062806848821969
ES41,1.7577871372302374
ES42,1.2894282954434553
HU23,2.308744726826747
HU31,2.4692924668391547
HU32,2.472191634774208
HU33,2.2723602851231894
IE04,3.5842303037643433
EE00,3.0949766000111896
EL30,0.9156667338063319
EL41,0.9958826224009196
EL43,0.6919579683492582
EL51,1.664608134329319
EL52,1.7342501689990362
FI20,1.8334531838695207
FR10,2.880272064606349
FRB0,2.8832643000142917
FRC1,3.099044144153595
FRC2,3.524071764945984
FRD1,3.0382063717677674
FRD2,3.176297960610225
FRE1,3.359043222665787
FRE2,3.2666765238557542
FRF1,3.147058113416036
NL13,3.2391339957714083
NL21,3.219070949157079
NL22,3.1197953154643376
NL23,2.9421049416065217
NL31,3.0039913415908814
NL32,2.805156914393107
ITG2,1.3629249980052311
ITH1,3.232282660404841
ITH2,2.690976700612477
FRI3,2.5138339985694205
FRJ1,1.8187777219074113
FRJ2,2.5256487290064493
FRK1,2.7201452275117237
FRK2,2.7327696035305657
FRL0,1.760375790297985
FRM0,1.5970067990322907
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,1.200117292503516
TR32,1.0898436312874158
TR33,1.564808233579
HR03,2.2619786222775775
HR02,2.5366255203882853
HU11,2.2669037103652956
HU12,2.2606828769048053
HU21,2.3542378902435304
HU22,2.204765142997106
PT16,1.1416314152379832
PT17,0.8497712651888529
FRF2,3.1116970856984456
FRF3,3.2907187501589457
FRG0,2.5587986926237742
FRH0,2.459347421924273
FRI1,2.350153472026189
FRI2,2.8325304687023163
ITC4,2.353131903211276
ITF1,2.039358855287234
ITF2,1.6129961943874755
ITF3,1.7103094797581435
ITF4,1.2789559580385685
ITF5,1.4413225603600344
ITF6,1.4379315574963887
ITG1,1.087751360734304
LT01,3.545562618970871
LT02,3.3597938656806945
LU00,3.400938832759857
PL22,3.617060967286428
PL41,2.9429385165373483
PL42,3.0715471386909483
PT18,0.7856963450089097
PT20,0.0
PT30,0.0
RO11,3.583420983950297
RO12,4.1367762366930645
RO21,3.1710882442338124
RO22,2.0137284527222317
RO31,2.671363810698191
RO32,2.0930902779102327
ITH3,2.421667272845904
ITH4,2.838257916768392
ITH5,1.911402663588524
ITI1,1.988227160771688
ITI2,2.154014144341151
ITI3,1.9491138185063999
ITI4,1.849687861589094
LI00,4.166588338216146
FI1D,3.174290742476781
TR82,3.0626404603322346
TR83,3.027492908636729
TR90,4.019964051246643
TRA1,3.565416270494461
TRA2,3.9660289188226066
PL43,2.9727054312825203
PL51,2.8020334124565123
PL52,2.92235614657402
PL61,3.2305006186167398
PL62,3.56667338013649
PL63,3.222103638308389
PL71,3.087055765092373
PL72,2.9736187805732093
PL81,3.206672477722168
PL82,3.529113171497981
PL84,3.4527474462985994
PL91,3.283345894018809
PL92,3.2351112834044864
PT11,1.7713999758164087
PT15,0.7517018953959147
TRB1,2.1032635708649954
TRB2,2.3394795462489126
TRC1,1.1801791501541932
RS12,2.4178967595100405
RS21,2.893433063228925
RS22,2.8943347871303557
SE11,2.4765314996242522
SE12,2.8022671150309697
NL33,2.918339789410432
NL34,2.79643281797568
NL41,2.9855334520339967
NL42,3.296624314785004
PL21,3.6707483182350793
UKM6,3.4099368333816527
TR22,1.4796034733454386
TRC2,1.1667407979567845
TRC3,1.0607139532764753
UKC1,3.0542391198022023
UKC2,3.0665151596069338
UKD1,3.336189169308235
UKD3,3.2059429926531657
UKD4,3.50973142683506
UKD6,3.0724207282066347
UKD7,3.048780288015093
UKE1,2.775664310654004
UKE2,3.0246436255318776
UKE3,3.1342260320981343
RO41,2.527924034992854
RO42,3.1801133314768473
RS11,2.4798813462257385
TR41,2.001445456345876
TR42,2.4974151571591694
TR51,1.8571352382500967
TR52,1.3995670328537624
TR61,1.161192087829113
TR62,1.4353234713276228
TR63,1.5573981950680416
TR71,1.6490722139676413
TR72,2.5306469251712165
TR81,3.1194781005382537
UKK1,2.6012611655252322
UKK2,2.6010108483689174
UKK3,2.844336421325289
UKK4,2.7592277030150094
UKL1,3.4124229283168397
UKL2,3.0038465599219006
UKM5,3.4146788557370504
UKM7,3.426662830511729
UKM8,3.231080335378647
UKM9,3.27485710978508
UKN0,3.625875147183736
SE21,2.978327520688375
SE22,2.9027736556941064
SE23,3.078307639275278
SE31,2.7984828035036724
SE32,3.369560110569
SE33,3.1952558139959972
SI03,2.521814000606537
SI04,2.7408825874328615
SK01,2.2845084369182587
SK02,2.793238043785095
SK03,3.302671730518341
SK04,3.0023291071256
TR10,1.5785401235024135
TR21,1.6686527023712794
UKE4,3.2529458065827686
UKF1,3.04229110678037
UKF2,2.5787097716083127
UKF3,2.7804692834615707
UKG1,2.8176803549130756
UKG2,3.0705278128385545
UKG3,2.9723807752132414
UKH1,2.612521372362971
UKH2,2.631452256015369
UKH3,2.8862486024697622
UKI3,3.066666666666667
UKI4,3.066666666666667
UKI5,3.1197503745555877
UKI6,3.0388736883799234
UKI7,2.989174336194992
UKJ1,2.670057554046313
UKJ2,2.773256601889928
UKJ3,2.579220697283745
UKJ4,2.93697447010449
NO09,3.029961268107096
NO0A,3.17604053233351
NO0B,3.498858494559924
HR05,2.3954862713813783
HR06,2.358494637409846
NO02,3.344525474309921
NO06,3.6526953101158144
NO07,3.7410261750221254
NO08,3.017939074834188
