nuts,Summer Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2071 - 2100)
UKF1,2.192074155807495
UKF2,2.032489368159856
UKF3,1.987268289923668
UKG1,2.186344908674558
UKG2,2.324105493227641
UKG3,2.1281245534618694
UKH1,1.9395655234654745
UKH2,2.106140991051992
UKH3,1.9351526632905007
UKI3,1.9666666666666666
UKI4,1.9666666666666666
UKI5,2.0265051315228146
UKI6,2.2551004767417906
UKI7,1.7667278428872426
UKJ1,2.046318125511919
UKJ2,2.0946796561280885
UKJ3,1.9867994263768196
UKJ4,2.234622425834338
NO09,2.671521852413813
NO0A,3.273619073629379
NO0B,1.8057270321462835
HR05,1.6721344292163849
HR06,1.7570430901522438
NO02,3.559511797768729
NO06,3.9880369135311673
NO07,3.3705570300420127
NO08,2.8027771989504497
