nuts,May Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2011 - 2040)
DE50,0.6846847370266914
DE60,0.8560064733028412
DE71,0.7587749083836873
DE72,0.7903675635655721
DE73,0.7676919219394525
DE80,0.8330986872315407
DE91,0.7355789162218571
BG41,1.0436083214978378
BG42,0.7990757510066032
CH01,1.0613394329324364
AT32,1.174093214670817
AT33,1.2130466545621554
AT34,1.1631467233101527
BE10,0.7251564532518386
BE23,0.7976000232001146
BE24,0.7250670549770196
BE25,0.7861814091602961
BE31,0.7206809361775716
BE32,0.7738857628156741
BE33,0.8299710718293984
BE34,0.8330630294978618
BE35,0.7810186420877775
BG31,0.9048677767316501
BG32,0.6932519007474184
BG33,0.5770502789566915
BG34,0.7173653092856208
DE92,0.7787125036120415
DE93,0.8688134789466858
DE94,0.6466845721627276
CZ07,0.8808609453961254
CZ08,0.9684936713427306
AL01,0.7458723156402508
AL02,0.729213056837519
AL03,0.5519759471217791
AT11,0.8203449404488007
AT12,0.954347517589728
AT13,0.7664233009020488
AT21,0.9581551526983579
AT22,0.9824311457574367
AT31,1.0491220272456607
DK05,0.7242628859976927
BE21,0.7967009767889977
BE22,0.6555809033413728
ES43,0.4467045545267562
ES51,0.60094105626146
ES52,0.3306371668353677
ES53,0.22854927082856497
ES61,0.3513830177175502
ES62,0.29789878881225984
ES63,0.21113449335098267
ES64,0.3
CH02,1.1353193819522858
CH03,1.317299085855484
CH04,1.3071750566363334
CH05,1.1047935237487156
CH06,1.1452156205972035
CH07,1.017891776561737
CY00,0.14545719002683957
CZ01,0.7669450933734576
CZ02,0.8241122721383969
CZ03,1.0213535631696382
CZ04,0.707948988613983
CZ05,0.718119503185153
CZ06,0.8125113330160578
DE40,0.5516655384252469
EL53,0.559568356225888
EL54,0.4874647356569767
EL61,0.46413578279316425
EL62,0.24055026558538278
EL63,0.3393893441185355
ES70,0.033313049872716265
ITC1,0.7413444857423505
ITC2,0.9848968793948492
DE11,1.0798653597633043
DE12,1.0889005345602831
DE13,1.2332284152507782
DE14,1.1020544927567244
DE21,1.1463374743858974
DE22,1.041558633496364
DE23,0.9183361113692323
DE24,0.7865984309464693
DE25,0.9329370175798734
DE26,0.7883553057909012
DE27,1.0802283950150013
DE30,0.521070285141468
EL42,0.12488019000738859
LV00,0.6659755776325862
ME00,0.8076515999933084
MK00,0.7364253816505273
MT00,0.09997370292743048
NL11,0.7194334867099921
NL12,0.6940445497632026
EL64,0.31717066938678423
EL65,0.2337665047496557
ES11,0.9688629739607374
ES12,1.1099064153929552
ES13,0.9564307084927957
ES21,0.7807206561168035
ES22,0.7573871064931155
ES23,0.7842148362348477
ES24,0.5684555357942979
ES30,0.6344981919974089
IE05,0.8061817330618699
IE06,0.7782226875424385
IS00,0.9199998473127683
ITC3,0.5026717106501262
FI19,0.5436593623210987
FI1B,0.49867665929098925
FI1C,0.5163653278257698
DEA1,0.9738319699962934
DEA2,0.9780233775575956
DEA3,0.8291824306050937
DEA4,0.8009305304537216
DEA5,0.7994982971499364
DEB1,0.6890339327355226
DEB2,0.794626168285807
DEB3,0.709361282363534
DEC0,0.8592664236823718
DED2,0.7037963163107633
DED4,0.7876773713777463
DED5,0.596083277091384
DEE0,0.6522798719505469
DEF0,0.6453774079059561
DEG0,0.8095302547017733
DK01,0.6248480968177319
DK02,0.6227874680111806
DK03,0.6766642104834318
DK04,0.7588234562426805
ES41,0.6434482769419749
ES42,0.523193025837342
HU23,0.6633464178070426
HU31,0.8581082214911778
HU32,0.8991360572477182
HU33,0.7218276212612788
IE04,0.936669247597456
EE00,0.5802899503459533
EL30,0.1713788169125716
EL41,0.18451376631855965
EL43,0.13767183708647887
EL51,0.5399228701988856
EL52,0.5778615545481444
FI20,0.4703436496357123
FR10,0.7162123742202918
FRB0,0.6955494328091542
FRC1,0.7529954591145118
FRC2,0.9846445262432099
FRD1,0.8116320838530858
FRD2,0.902137674142917
FRE1,0.7541551088914276
FRE2,0.8204576849937439
FRF1,0.9719493844856818
NL13,0.7131182864308357
NL21,0.6336004493137201
NL22,0.8859907377511262
NL23,0.6762820323308308
NL31,0.6708917756875356
NL32,0.617413354665041
ITG2,0.31843588532259065
ITH1,1.046293599655231
ITH2,0.9773114785552025
FRI3,0.7993878291298946
FRJ1,0.6635287071267764
FRJ2,0.669603453297168
FRK1,0.766501058327655
FRK2,0.8181707248091697
FRL0,0.5925169230128328
FRM0,0.3954018666098515
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.20583186869819958
TR32,0.3261533711726467
TR33,0.5099033093700807
HR03,0.5959063994698226
HR02,0.7311029311890404
HU11,0.8334518492221832
HU12,0.8051602794478337
HU21,0.8315607126181325
HU22,0.7985228848954041
PT16,0.5186141761951149
PT17,0.3722916471461455
FRF2,0.9096843942999839
FRF3,0.8504186360165477
FRG0,0.8538351903359095
FRH0,0.7261708220777412
FRI1,0.7335262848685186
FRI2,0.7067952739695708
ITC4,0.7385337347785632
ITF1,0.5238279206678271
