nuts,August Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
DE50,0.9845454752445221
DE60,0.8113198886315028
DE71,0.6937126892485789
DE72,0.6272426622609297
DE73,0.7966771918038528
DE80,1.149517086148262
DE91,1.0194015859493188
BG41,0.3804013838370641
BG42,0.20326504924645025
CH01,0.5914278437693914
AT32,0.9875471774360229
AT33,0.862466090420882
AT34,0.827285974703986
BE10,0.5335568433006604
BE23,0.5897627239425977
BE24,0.6471104634304842
BE25,0.6095714104672273
BE31,0.5666666716337204
BE32,0.6807243080188831
BE33,0.7783210381865502
BE34,0.6253131779531638
BE35,0.7588230406244596
BG31,0.47672225785409583
BG32,0.2661377835761884
BG33,0.2650088094945612
BG34,0.1824783431366086
DE92,0.9341334775090218
DE93,0.9007543234775464
DE94,0.8540362657180854
CZ07,0.9055944148318044
CZ08,0.9309481337666512
AL01,0.23223518965144951
AL02,0.17404609322547912
AL03,0.20536206203202406
AT11,0.6498784047684499
AT12,0.9909046935538451
AT13,0.9167477826277415
AT21,0.8746420751015346
AT22,1.0236544928930957
AT31,1.0529582479835622
DK05,0.7636343020945787
BE21,0.7215368670721849
BE22,0.8497305917243163
ES43,0.07059521430396828
ES51,0.4061907230255504
ES52,0.20364061826840044
ES53,0.11465867000321547
ES61,0.054171169999366005
ES62,0.06750626396387815
ES63,0.03333333333333333
ES64,0.03333333333333333
CH02,0.998724274088939
CH03,1.039955732723077
CH04,0.858805259068807
CH05,0.7695470819870631
CH06,0.8016791765888532
CH07,0.47673647953518505
CY00,0.01978086878856023
CZ01,0.7506338991224766
CZ02,0.6640295054249722
CZ03,0.8049543621639411
CZ04,0.6793316124406245
CZ05,0.8020420852427681
CZ06,0.860122752908085
DE40,0.7866667761499512
EL53,0.251349674670824
EL54,0.20349343592921892
EL61,0.10885340782503287
EL62,0.07052735338608423
EL63,0.1372051532069842
ES70,0.016646303733189902
ITC1,0.4833423134560386
ITC2,0.531111421684424
DE11,0.946351840843757
DE12,0.8854270619650682
DE13,0.8967003859579563
DE14,0.836110132932663
DE21,0.7676348518580198
DE22,0.7521215623865525
DE23,0.6078302084778746
DE24,0.9335228231336389
DE25,0.7884576741605998
DE26,0.7987252990049976
DE27,0.768541407585144
DE30,0.7716500784816414
EL42,0.007844201156071253
LV00,1.1825792262951533
ME00,0.32153292950242757
MK00,0.22529827343920866
MT00,0.00891448397721563
NL11,0.822208850334088
NL12,0.713762701089893
EL64,0.09242485674719016
EL65,0.09779973632345597
ES11,0.1466226995922625
ES12,0.29601929169148206
ES13,0.4693179776271184
ES21,0.3882844762255748
ES22,0.3314426213502884
ES23,0.2994217266639074
ES24,0.2920393644521634
ES30,0.13578488553563753
IE05,0.6861245438456536
IE06,0.8163100505247712
IS00,1.0886905421813329
ITC3,0.30561723858118056
FI19,1.3738205033753599
FI1B,1.0878554046154023
FI1C,1.1709072229762871
DEA1,0.901159750962896
DEA2,0.7989361108591159
DEA3,0.7917467388013999
DEA4,0.9658745553876672
DEA5,0.9481057696310538
DEB1,0.6513663346568743
DEB2,0.6315805703401566
DEB3,0.7538706600666046
DEC0,0.6075697250664234
DED2,0.6571796942373802
DED4,0.7556453886730917
DED5,0.7840357971345556
DEE0,0.8635093729043829
DEF0,0.8415411594013373
DEG0,0.8083937162799495
DK01,0.9884191945727382
DK02,0.7731557792673508
DK03,0.8585995241378744
DK04,0.8285049078986049
ES41,0.22928948152499895
ES42,0.13773246795559924
HU23,0.46362272314727304
HU31,0.5388168482730786
HU32,0.4946287848055363
HU33,0.5626178774982691
IE04,1.1141800779592375
EE00,1.2678368172297876
EL30,0.042137557019790016
EL41,0.013785460218787193
EL43,0.022970881826918702
EL51,0.12554042090972264
EL52,0.1837026083221038
FI20,1.17258346607459
FR10,0.6130509812384843
FRB0,0.4325156259350479
FRC1,0.47214416577480733
FRC2,0.6271980319039098
FRD1,0.5382729807247718
FRD2,0.8050706351796786
FRE1,0.6832740649580955
FRE2,0.6604036637271444
FRF1,0.8103979950149854
NL13,0.7967485149701437
NL21,0.7395898923277855
NL22,0.7757338186105093
NL23,0.8070506071050961
NL31,0.6532900979121526
NL32,0.7304350566761247
ITG2,0.15245399338060192
ITH1,0.7923353532950084
ITH2,0.7423389449715614
FRI3,0.3470869902521372
FRJ1,0.34137833962837855
FRJ2,0.41404535733163356
FRK1,0.4330097059054034
FRK2,0.4212878884126743
FRL0,0.2790091261888544
FRM0,0.19779223191241424
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.02465829172482093
TR32,0.052807774705191456
TR33,0.09330114346618454
HR03,0.2892083871799211
HR02,0.46878322946528594
HU11,0.41682469348112744
HU12,0.4592092804610729
HU21,0.5565424601236979
HU22,0.5557283500209451
PT16,0.09444035223374764
PT17,0.03606320594747861
FRF2,0.45389952153588337
FRF3,0.6206330083310604
FRG0,0.3228271503932774
FRH0,0.2862505833618343
FRI1,0.47553028654435586
FRI2,0.3952465357965437
ITC4,0.46211594227572966
ITF1,0.2282337686046958
ITF2,0.21793583706021308
ITF3,0.18330383468419315
ITF4,0.1681374441832304
ITF5,0.17259662225842476
ITF6,0.1989183536996799
ITG1,0.13583025693272552
LT01,0.8598708553239703
LT02,0.9253453630311735
LU00,0.5941769912838936
PL22,1.0777058978875478
