nuts,Summer Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,2.8111371835072836
DE60,2.727459027369817
DE71,2.629419082403183
DE72,2.3779167264699934
DE73,2.545579562584559
DE80,2.6753488878409066
DE91,2.5550989747047423
BG41,1.4559111920495829
BG42,1.1991789318621158
CH01,2.7466355363527932
AT32,3.7539286573727924
AT33,3.632645748058955
AT34,3.2013594627380373
BE10,2.2328416099150976
BE23,2.2249850571155547
BE24,2.2144923746585845
BE25,2.185322524110476
BE31,2.3160348892211915
BE32,2.2646619714796543
BE33,2.505551604429881
BE34,2.6026122768719993
BE35,2.5005674103895825
BG31,1.3709422290325164
BG32,1.7978668337066968
BG33,1.6176741076012453
BG34,1.1948203348865112
DE92,2.6087581833203632
DE93,2.492881319920222
DE94,2.9034822384516397
CZ07,2.78248207171758
CZ08,2.825735604763031
AL01,1.1362338182826837
AL02,1.0829903875788054
AL03,0.8343896716833115
AT11,2.447513771057129
AT12,2.7327678004900613
AT13,2.5168694774309794
AT21,3.2488159557183582
AT22,3.484649314483007
AT31,3.5707807580629987
DK05,2.0280051370461782
BE21,2.1761878470579785
BE22,2.4179374972979226
ES43,0.23427073927596212
ES51,1.2254307369391124
ES52,0.6748663847645123
ES53,0.242241999010245
ES61,0.18793927635997534
ES62,0.26692143697291615
ES63,0.08893566230932871
ES64,0.1
CH02,3.037016526858012
CH03,3.0965306997299193
CH04,3.2705257693926493
CH05,2.8866815765698752
CH06,3.287208616733551
CH07,2.251622236520052
CY00,0.0826684674868981
CZ01,2.4265135298172633
CZ02,2.5269149204095203
CZ03,2.8364163051048914
CZ04,2.2884909798701605
CZ05,2.5966659476359686
CZ06,2.5326221654812495
DE40,2.4521885832150776
EL53,0.6558161408950886
EL54,0.5344396693011125
EL61,0.4970379430179795
EL62,0.23402817000945408
EL63,0.4151722873871525
ES70,0.08337429761886597
ITC1,2.2022053559621173
ITC2,2.568878875176112
DE11,2.992981775601705
DE12,2.980284591515859
DE13,2.9458977142969767
DE14,2.9893307308355967
DE21,3.1439237634340924
DE22,2.798395045598348
DE23,2.55232213139534
DE24,2.6357750793298087
DE25,2.560901876290639
DE26,2.590055694182714
DE27,3.0803624987602234
DE30,2.0783860603968303
EL42,0.05969532780970136
LV00,2.8204045156637827
ME00,1.6039413491884866
MK00,1.1897916555404664
MT00,0.13330703626076382
NL11,2.833785672982534
NL12,2.501120658715566
EL64,0.4408612339446942
EL65,0.20732047241181134
ES11,0.8694064424683651
ES12,1.5645098775625228
ES13,1.608478267987569
ES21,1.7077625473340352
ES22,1.3633165396749973
ES23,1.3417419115702311
ES24,1.1190741201241812
ES30,0.5546670372287432
IE05,2.2538577278455096
IE06,2.181995461384455
IS00,2.9796385526657105
ITC3,1.40254911283652
FI19,2.3514822125434875
FI1B,2.6048259933789573
FI1C,2.255321011940638
DEA1,2.618211117386818
DEA2,2.5384761174519856
DEA3,2.5900435904661814
DEA4,2.523670566082001
DEA5,2.566998839378357
DEB1,2.4993193447589874
DEB2,2.4420874694983166
DEB3,2.648863413929939
DEC0,2.5773410501579446
DED2,2.406561861435572
DED4,2.454690633217494
DED5,2.199681545048952
DEE0,2.255982458591461
DEF0,2.6245232939720156
DEG0,2.4180113673210144
DK01,2.4602128605047864
DK02,2.1760375648736954
DK03,2.3787573089202243
DK04,2.3113067428270977
ES41,0.9387924355765184
ES42,0.5016618067864329
HU23,2.2924848874409993
HU31,2.4065653840700785
HU32,2.0912639498710632
HU33,2.075133593380451
IE04,2.7490209857622783
EE00,2.780980724096298
EL30,0.16764515079557896
EL41,0.1256063068906466
EL43,0.1154118121912082
EL51,0.8602161904176077
EL52,0.8993627441426119
FI20,1.5526012532413005
FR10,1.9697700937589009
FRB0,1.8400517563025156
FRC1,2.12946525712808
FRC2,2.430173881848653
FRD1,1.944744247198105
FRD2,2.191116095582644
FRE1,2.125298273563385
FRE2,2.1092457373936973
FRF1,2.9246285835901897
NL13,2.6743721067905426
NL21,2.4985863347848256
NL22,2.7221764102578163
NL23,3.0143635173638663
NL31,2.6755609889825185
NL32,2.4190167888998984
ITG2,0.3693728383630514
ITH1,3.4561390300591786
ITH2,3.5057662347952525
FRI3,1.4187240488827229
FRJ1,1.2562217473983766
FRJ2,1.580677709976832
FRK1,1.9245344698429108
FRK2,1.8081010083357494
FRL0,1.1755665103594461
FRM0,0.8227056441207726
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.19832377539326748
TR32,0.3628115192987025
TR33,0.535202096371601
HR03,1.2409595052401226
HR02,2.239249058564504
HU11,2.2500790228446323
HU12,2.243710507452488
HU21,2.2300514191389085
HU22,2.1853714232643444
PT16,0.3939022778533399
PT17,0.20833586454391478
FRF2,2.425558600574732
FRF3,2.5803776383399963
FRG0,1.40149423306187
FRH0,1.4389887362718583
FRI1,1.7045595159133275
FRI2,2.214656815926234
ITC4,2.2075338025887805
ITF1,1.4547177960475286
ITF2,1.00157751912872
ITF3,0.8226327647144596
ITF4,0.6072059993942579
ITF5,0.7860560275614261
ITF6,0.5520631462956468
ITG1,0.28482846012338997
LT01,2.6256323119004565
LT02,2.7962705632050833
LU00,2.4556698143482207
PL22,3.0853664259115856
PL41,2.2188793241977693
PL42,2.2426792959372204
PT18,0.2108588702355822
PT20,0.0
PT30,0.0
RO11,2.8316233158111572
RO12,2.9635973453521727
RO21,2.334118405977885
RO22,1.5353061221539974
RO31,1.9347123722235362
RO32,1.8239626591404279
ITH3,2.2797687351703644
ITH4,2.4552929724256196
ITH5,1.5500022768974304
ITI1,1.1823013400038083
ITI2,1.2721353024244308
ITI3,1.3856376871466636
ITI4,1.076284038896362
LI00,3.4657267312208813
FI1D,2.6432345151901244
TR82,1.1103577430049578
TR83,0.975532299776872
TR90,2.0120318830013275
TRA1,1.3235956250379484
TRA2,1.8162202338377635
PL43,2.4006350725889205
PL51,2.4581492145856223
PL52,2.627654272317886
PL61,2.2432538121938705
PL62,2.7163655976454417
PL63,2.6415227989355725
PL71,2.5218255201975506
PL72,2.9285674333572387
PL81,3.003528235356013
PL82,3.0257261753082276
PL84,2.661512243747711
PL91,2.856493355333805
PL92,2.8629688402016957
PT11,0.6028895013034343
PT15,0.10821578229467074
TRB1,0.5284673451445997
TRB2,0.5263666848341624
TRC1,0.3266174674655
RS12,1.931632661819458
RS21,1.681882120668888
RS22,1.61729623178641
SE11,2.065399952729543
SE12,2.6726658225059508
NL33,2.619371362278859
NL34,2.169472112506628
NL41,2.2713254471619924
NL42,2.417548668384552
PL21,3.2608573039372764
UKM6,2.958727679649989
TR22,0.4590518748698135
TRC2,0.1456231178715825
TRC3,0.09552160824338594
UKC1,1.7987549304962158
UKC2,2.097146528959274
UKD1,2.7224318663279217
UKD3,2.406057205796242
UKD4,2.486333195368449
UKD6,2.139706095059713
UKD7,2.300413356224696
UKE1,1.914481228341659
UKE2,2.051747000217438
UKE3,2.0033164131144683
RO41,1.7573185195525487
RO42,2.320706441005071
RS11,1.7612875113884607
TR41,0.6870192673057318
TR42,1.1487543255090713
TR51,0.6180398711934686
TR52,0.4404027019316951
TR61,0.5172779934791227
TR62,0.762960713977615
TR63,0.5684031789501508
TR71,0.5229677221116921
TR72,0.7231515340507031
TR81,1.3168285290400188
UKK1,1.757351637383302
UKK2,1.7039093819757303
UKK3,1.810954785346985
UKK4,1.9142335131764412
UKL1,2.140713784098625
UKL2,2.0813422362009684
UKM5,2.5030180335044863
UKM7,2.771770505110423
UKM8,2.7490785320599875
UKM9,2.71264072060585
UKN0,2.7010730574528377
SE21,2.3463065644105274
SE22,2.4994531949361165
SE23,2.6589688062667847
SE31,2.4277140935262045
SE32,2.839508628845215
SE33,3.022518543402354
SI03,2.2925631860891977
SI04,2.3698815897107126
SK01,2.120595933496952
SK02,2.374913211663564
SK03,2.838822045425574
SK04,2.6233743886152903
TR10,1.1448162137220304
TR21,0.7556211909900109
UKE4,2.0777471594512464
UKF1,2.055503419289986
UKF2,1.766314818834265
UKF3,1.9185130089521407
UKG1,1.8483396371205647
UKG2,2.069802798827489
UKG3,1.9492413302262623
UKH1,2.0513513242204984
UKH2,1.9207224865754446
UKH3,2.118370931347211
UKI3,2.2333333333333334
UKI4,2.2333333333333334
UKI5,2.2466226011514663
UKI6,2.2383276055256527
UKI7,2.0659326752026876
UKJ1,1.6984190175930658
UKJ2,1.6779842033982277
UKJ3,1.6127904464801153
UKJ4,1.9005335529645284
NO09,2.393229212363561
NO0A,3.560847608248393
NO0B,1.9464860707521439
HR05,2.621292002995809
HR06,2.5896521270275117
NO02,3.1182084759076436
NO06,4.077255133787791
NO07,3.4710147182146707
NO08,2.6762101531028746
