nuts,Spring Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2041 - 2070)
DE50,2.1059032370646795
DE60,1.7935985992352168
DE71,2.1162745793660482
DE72,2.436366774638494
DE73,2.0709265172481537
DE80,1.8797639290491739
DE91,2.119424255688985
BG41,2.4375041921933494
BG42,1.963475802540779
CH01,2.6906816263993583
AT32,3.514039542277654
AT33,3.2121344884236653
AT34,3.0876293664177257
BE10,2.092761877675851
BE23,2.3274262974659603
BE24,2.13051831672589
BE25,2.185155574729045
BE31,2.354479788740476
BE32,2.4525517215331396
BE33,2.6785194436709086
BE34,2.6779039025306703
BE35,2.641552789012591
BG31,2.097808956106504
BG32,1.8322667241096497
BG33,1.659723941485087
BG34,1.7122574185331663
DE92,2.0903488607456286
DE93,1.9515402734279632
DE94,2.0499949077765147
CZ07,2.668623113632202
CZ08,3.035035487016042
AL01,2.117168711622556
AL02,2.0367699603239697
AL03,2.0052239313721656
AT11,2.213118483622869
AT12,2.5965400780240695
AT13,2.0915652592976888
AT21,2.7557175224026045
AT22,2.9321770985921223
AT31,3.219591534137726
DK05,1.9142857981224854
BE21,2.1573265393575034
BE22,2.284529234965642
ES43,1.1716773557787141
ES51,1.4905398190021515
ES52,1.0484435761968294
ES53,0.9874734950562318
ES61,1.1220336958145103
ES62,0.8056727983057499
ES63,0.82219883898894
ES64,0.7333333333333333
CH02,2.8736112892627714
CH03,2.9303541600704195
CH04,2.923091147343318
CH05,2.7655606706937155
CH06,2.866365596652031
CH07,2.378144210080306
CY00,0.7917176395654678
CZ01,2.2000347897410393
CZ02,2.458630653222402
CZ03,2.9040123502413433
CZ04,2.37313169836998
CZ05,2.6407596449057262
CZ06,2.244925297300021
DE40,1.8419730248550574
EL53,1.887983363866806
EL54,1.8898146738608679
EL61,1.4733842226366203
EL62,1.311736093958219
EL63,1.7528791020313899
ES70,0.1499999185403188
ITC1,2.133592983086904
ITC2,2.3507775237162907
DE11,2.4640268156925837
DE12,2.3818373401959736
DE13,2.7557335823774336
DE14,2.8924996495246886
DE21,3.132818901538849
DE22,2.8063737630844114
DE23,2.5770748366912204
DE24,2.4807177662849424
DE25,2.369305141766866
DE26,2.2117941717306775
DE27,2.813923978805542
DE30,1.844601886967818
EL42,0.7369241336981456
LV00,2.1702403644720714
ME00,2.369407747189204
MK00,2.062838166952133
MT00,0.7332018509507179
NL11,1.943975388010343
NL12,2.1664010167121885
EL64,1.329216984907786
EL65,1.117618283132712
ES11,2.027914277712504
ES12,2.2868947851782044
ES13,2.4464989960193635
ES21,2.370666052897771
ES22,2.0038162132104236
ES23,2.270170388619105
ES24,1.5741800755262374
ES30,1.6349048053224882
IE05,2.5731697022914886
IE06,2.5407199492057164
IS00,3.074511512120565
ITC3,2.0251495213558277
FI19,1.7924013594786325
FI1B,1.9956454475720724
FI1C,1.873938896258672
DEA1,2.441364085674286
DEA2,2.3669991145531335
DEA3,2.2630734105904895
DEA4,2.200967108209928
DEA5,2.5250915159781773
DEB1,2.4015987316767373
DEB2,2.4966798116763433
DEB3,2.301315317551295
DEC0,2.388108799854914
DED2,2.072285727659861
DED4,2.337387227018674
DED5,1.7862641046444574
DEE0,1.855256156126658
DEF0,1.982992833852768
DEG0,2.1041687607765196
DK01,1.7791309475898742
DK02,1.6660714800159135
DK03,2.1578249096870423
DK04,1.9736000746488571
ES41,1.8205799986918767
ES42,1.451082028945287
HU23,1.9322926501433055
HU31,1.9483101437489192
HU32,2.072393233080705
HU33,2.0992364207903544
IE04,2.882497320572535
EE00,2.0862099359432857
EL30,0.7448424063622952
EL41,0.9031214612225692
EL43,0.7928503712018331
EL51,1.4743236776441335
EL52,1.4385763968030612
FI20,1.2702099312096835
FR10,1.9275739495952924
FRB0,2.0899145523707072
FRC1,2.358566126227379
FRC2,2.5028292973836264
FRD1,2.341129997372627
FRD2,2.396305437882741
FRE1,2.440002616246541
FRE2,2.2551322390635806
FRF1,2.52320854117473
NL13,2.231042572359244
NL21,2.3652536898851393
NL22,2.317418688038985
NL23,2.517321529984474
NL31,2.2383765538533527
NL32,2.2366497298081716
ITG2,1.3199881588419278
ITH1,2.6589823186397554
ITH2,2.4595757588744163
FRI3,2.1365956207116445
FRJ1,1.6820102761189142
FRJ2,2.279722171028455
FRK1,2.05687584678332
FRK2,2.1986125032107036
FRL0,1.7036411354939143
FRM0,1.4343173637986184
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,1.1793385922908783
TR32,1.2470759299894174
TR33,1.6776633004347483
HR03,2.1076190382242204
HR02,2.230538864930471
HU11,1.833214807510376
HU12,1.8174911220868428
HU21,2.0146146307388944
HU22,2.02320602585872
PT16,1.1394547566771507
PT17,0.9636057967940966
FRF2,2.2540973742802937
FRF3,2.3794350922107697
FRG0,2.1485033591588336
FRH0,2.0279056916634244
FRI1,2.437737624843915
FRI2,2.266127696633339
ITC4,2.1122141400973002
ITF1,2.0853615000844004
ITF2,1.5714325255403916
ITF3,1.6521516238649687
ITF4,1.288988196849823
ITF5,1.554310488452514
ITF6,1.5038601120313009
ITG1,0.9690679475665093
LT01,2.3024558782577516
LT02,2.2072753926118214
LU00,2.541880937417348
PL22,2.8650773108005523
PL41,2.3763245234886807
PL42,2.062734638651212
PT18,1.0254960159460704
PT20,0.0
PT30,0.0
RO11,2.555237321058909
RO12,3.056330891450246
RO21,2.3252381602923076
RO22,1.7420984427134196
RO31,2.0125916729370754
RO32,1.7075815709928672
ITH3,2.1941391785939532
ITH4,2.6549961283802985
ITH5,1.807011146346728
ITI1,1.7713135376572609
ITI2,2.0890411734580994
ITI3,1.9395267685254416
ITI4,1.8723857998847961
LI00,2.9356048544247946
FI1D,2.011143769820531
TR82,2.600859608252843
TR83,2.45802739461263
TR90,3.110451956590017
TRA1,2.8543560326099398
TRA2,3.4489158153533936
PL43,2.037480996052424
PL51,2.5360019514958063
PL52,2.636780498425166
PL61,2.3544879868626594
PL62,2.641588544845581
PL63,2.3364429414272307
PL71,2.375291581948598
PL72,2.423375445604324
PL81,2.444200672705968
PL82,2.727169958750407
PL84,2.700118557612101
PL91,2.4496365010738375
PL92,2.4438589215278625
PT11,1.6018295188744862
PT15,0.9844114717096091
TRB1,2.120384862025579
TRB2,2.4275433217485745
TRC1,1.4781585097312928
RS12,2.07519994477431
RS21,2.427018439769745
RS22,2.0460775196552277
SE11,1.6595598697662353
SE12,1.7497605562210083
NL33,2.374293247858683
NL34,2.0410957651833694
NL41,2.4177555880198875
NL42,2.1750996430714924
PL21,2.7179717590411503
UKM6,2.7386353611946106
TR22,1.2336430684973796
TRC2,1.198945667843024
TRC3,1.2310362353920936
UKC1,2.193456806242466
UKC2,2.2486990173657735
UKD1,2.465942255159219
UKD3,2.3425667275985083
UKD4,2.279140281677246
UKD6,2.1203410893678667
UKD7,2.0615316346287726
UKE1,1.9879140575726828
UKE2,2.2372987806797027
UKE3,2.1846695353587466
RO41,2.16445508201917
RO42,2.600285635391871
RS11,1.9492509874204795
TR41,1.9486541390419005
TR42,2.2714483946561814
TR51,1.881151333451271
TR52,1.5861698627471923
TR61,1.5379891912142436
TR62,1.8628344684839249
TR63,1.8186819449067115
TR71,1.803002027173837
TR72,2.415086015065511
TR81,2.5243787745634716
UKK1,2.0204791029294333
UKK2,1.9651477654774985
UKK3,2.33884113629659
UKK4,2.1274110207955044
UKL1,2.691883901755015
UKL2,2.5871959845225017
UKM5,2.7403477052847545
UKM7,2.6548562685648602
UKM8,2.587671329577764
UKM9,2.450782360633214
UKN0,2.99362979332606
SE21,1.8737617611885071
SE22,2.040729816754659
SE23,2.135717002550761
SE31,2.0322939564784366
SE32,2.3391784449418385
SE33,2.222016570965449
SI03,2.386546031634013
SI04,2.6108169496059417
SK01,1.8269055917859078
SK02,2.093148641784986
SK03,2.496444813410441
SK04,2.2970365405082704
TR10,1.4017286092042922
TR21,1.4515579876800377
UKE4,2.4082264810800553
