nuts,Spring Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2041 - 2070)
UKF1,1.9115569273630777
UKF2,1.8793544282515844
UKF3,1.9697861875096956
UKG1,1.9783749212821324
UKG2,2.128484114011129
UKG3,1.9833963563044865
UKH1,1.7231937189896902
UKH2,1.8658588270346324
UKH3,1.6395757128794988
UKI3,1.65
UKI4,1.65
UKI5,1.8275698348879814
UKI6,1.8782025317351023
UKI7,2.121651327610016
UKJ1,1.9627589527517557
UKJ2,1.8774109800656638
UKJ3,1.9487703636288642
UKJ4,1.8596226637562117
NO09,2.3075600107510885
NO0A,2.4193425277868905
NO0B,2.7009011939167977
HR05,2.183195694287618
HR06,2.0819548410673936
NO02,2.595898669958115
NO06,2.5079805135726927
NO07,3.095576059818268
NO08,2.3468558743596075
