nuts,Spring Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,2.090447274843852
DE60,1.96570985019207
DE71,2.44644469221433
DE72,2.489346577723821
DE73,2.2793701872229577
DE80,1.8780470887819927
DE91,2.278782429297765
BG41,2.525808989008268
BG42,1.9134962171316148
CH01,2.898310846090317
AT32,3.3797894179821015
AT33,3.2223094503084817
AT34,2.8047792116800943
BE10,2.3004470348358153
BE23,2.1080036987860997
BE24,2.3978555197517077
BE25,2.229549702008565
BE31,2.54589707950751
BE32,2.373219786087672
BE33,2.572136163711548
BE34,2.736900488535563
BE35,2.7072783172130586
BG31,2.1726854304472605
BG32,1.8991276333729425
BG33,1.7430389920870464
BG34,1.7637525593241057
DE92,2.262274173895518
DE93,2.0372782588005065
DE94,2.118608464114368
CZ07,2.267191793521245
CZ08,2.5666815941532453
AL01,2.393405671417713
AL02,2.3273155130445957
AL03,1.95869486729304
AT11,1.9951439599196117
AT12,2.275920487443606
AT13,1.9248174836238225
AT21,2.5442938685417174
AT22,2.794171170393626
AT31,2.972176198164622
DK05,1.5102404502530893
BE21,2.059475056330363
BE22,2.3060583511988324
ES43,1.403571709493796
ES51,1.6379562422633172
ES52,1.074446115642786
ES53,0.7990160311261812
ES61,1.3004116646945476
ES62,0.8760594987000029
ES63,1.0779765595992405
ES64,0.8666666666666667
CH02,2.9556456367174784
CH03,3.590161234140396
CH04,3.109483567873637
CH05,2.7849283734957377
CH06,2.872375206152598
CH07,2.747880760828654
CY00,0.6765048313885927
CZ01,2.280549863974253
CZ02,2.2728047649065655
CZ03,2.6733622670173647
CZ04,2.366365838050842
CZ05,2.3067368010679883
CZ06,2.259012574950854
DE40,1.9806164006392162
EL53,1.842600012322267
EL54,1.8112540006637574
EL61,1.633267813672622
EL62,1.25104016661644
EL63,1.6767515778541564
ES70,0.18331312934557598
ITC1,2.174201680223147
ITC2,2.649342326819897
DE11,2.457466024160385
DE12,2.4736825227737427
DE13,2.7189939856529235
DE14,2.92555213868618
DE21,3.0831972916920978
DE22,2.8169705271720886
DE23,2.6258942047754923
DE24,2.428649811943372
DE25,2.500644701719284
DE26,2.281783116857211
DE27,2.9226289600133897
DE30,2.0834990739822388
EL42,0.7712441146373749
LV00,2.1367323617140452
ME00,2.4060782233874005
MK00,2.1223997910817465
MT00,0.5499999980131786
NL11,2.0106804790596167
NL12,1.9004201193650563
EL64,1.4064458953837553
EL65,1.2718182920167844
ES11,2.3620256880919137
ES12,2.5544284145037333
ES13,2.6923281013965608
ES21,2.3875576188166936
ES22,2.0596605598926545
ES23,2.1148578733205796
ES24,1.6144198348124823
ES30,1.8440642714500428
IE05,2.1415196021397906
IE06,2.1383862574895223
IS00,2.801552720864614
ITC3,1.9170858591794968
FI19,1.8775635461012523
FI1B,1.7686900948484738
FI1C,1.8545065959294638
DEA1,2.2180323868989946
DEA2,2.5428534865379335
DEA3,2.1705150226751964
DEA4,2.1516640921433767
DEA5,2.5087884763876596
DEB1,2.3124059875806173
DEB2,2.303709760804971
DEB3,2.5028746207555135
DEC0,2.6808414600789545
DED2,2.3529454295833907
DED4,2.6853401412566504
DED5,2.126045897603035
DEE0,1.9472892204920451
DEF0,1.9870048503081004
DEG0,2.344774184624354
DK01,1.6903781776626905
DK02,1.6816959798336029
DK03,1.9987296039859455
DK04,1.8316007713476816
ES41,1.8165227949619294
ES42,1.615457050005595
HU23,1.7351670920848847
HU31,1.9099315385023752
HU32,1.9751136293013891
HU33,1.8815455853939056
IE04,2.4952939530213674
EE00,1.9287792985637984
EL30,0.9199916072189808
EL41,0.9648881917198499
EL43,0.8715821705758572
EL51,1.6713478446006775
EL52,1.519825590836505
FI20,1.332766014089187
FR10,2.1733296036720278
FRB0,2.214531901478767
FRC1,2.569292892018954
FRC2,2.8681492586930593
FRD1,2.3420824031035106
FRD2,2.521676334738731
FRE1,2.168258064985275
FRE2,2.2095320413510007
FRF1,2.6259933600823087
NL13,2.055807360013326
NL21,2.029693008462588
NL22,2.0633042752742767
NL23,1.9953670173883438
NL31,1.879599114259084
NL32,1.8759961185355982
ITG2,1.3869869952400526
ITH1,2.8382839878400166
ITH2,2.631165631612142
FRI3,1.968907791376114
FRJ1,1.7287198275327682
FRJ2,2.464878596862157
FRK1,2.4685524781545003
FRK2,2.529564772049586
FRL0,1.7618602772553762
FRM0,1.7420719454685847
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,1.1799829037860037
TR32,1.2675370765229066
TR33,1.6065583904584249
HR03,2.0429455002148944
HR02,2.0290999780098598
HU11,1.8418049494425455
HU12,1.9658352901538214
HU21,1.881888299807906
HU22,1.8972940216461818
PT16,1.545029815286398
PT17,1.09771831035614
FRF2,2.6077398627996446
FRF3,2.5351441383361815
FRG0,2.1509921729564665
FRH0,2.0867203285296756
FRI1,2.1132201413313547
FRI2,2.4050487806399663
ITC4,2.214298289020856
ITF1,1.9324022233486176
ITF2,1.6670250477890174
ITF3,1.7154165168603261
ITF4,1.3554685205221175
ITF5,1.5401705622673034
ITF6,1.5223143870631854
ITG1,1.1139165043830872
LT01,2.3077088127533596
LT02,2.2025481283664705
LU00,2.6429002702236177
PL22,2.633531187971433
PL41,1.8966996133327485
PL42,1.9126822084188462
PT18,1.114798181504011
PT20,0.0
PT30,0.0
RO11,2.519375202059746
RO12,2.671000611782074
RO21,2.4077393690745037
RO22,1.8250677327315012
RO31,2.2300993820031483
RO32,1.720486824462811
ITH3,2.275855698188146
ITH4,2.578653738896052
ITH5,1.8550979296366374
ITI1,1.8424253980318706
ITI2,2.123690739274025
ITI3,1.738506157696247
ITI4,1.8541642715533575
LI00,2.94894256790479
FI1D,1.9495269725720088
TR82,2.6766625861326854
TR83,2.4752499123414355
TR90,2.924452245235443
TRA1,2.8343355615933734
TRA2,3.2670493175586066
PL43,1.941466948390007
PL51,2.334586093823115
PL52,2.3357007816433906
PL61,1.8359010184804598
PL62,2.3585540716846785
PL63,2.1725898424784345
PL71,2.18997985124588
PL72,2.443317560727398
PL81,2.3419044345617293
PL82,2.3048741127053898
PL84,2.5583216855923334
PL91,2.1801525076230366
PL92,2.2049160242080688
PT11,1.811662489672502
PT15,1.0167196455101173
TRB1,2.2237122848629953
TRB2,2.515707285205523
TRC1,1.4878369584679603
RS12,2.065994656085968
RS21,2.549885231256485
RS22,2.2268282969792685
SE11,1.3985038426394263
SE12,1.6018165310223897
NL33,1.8202624494830768
NL34,1.9134039749701819
NL41,2.072982433438301
NL42,2.184720822175344
PL21,2.7617160588502885
UKM6,2.6946267147858936
TR22,1.4008087406555811
TRC2,1.3979151303569475
TRC3,1.273373433947563
UKC1,2.1159890363613765
UKC2,2.151685922592878
UKD1,2.322083902359009
UKD3,2.2588201651970548
UKD4,2.2731911008556684
UKD6,1.9654433945814769
UKD7,1.9783226196964583
UKE1,1.88540218124787
UKE2,2.2061152666807176
UKE3,2.0431216565271217
RO41,2.2712432146072388
RO42,2.50626319249471
RS11,2.097078364094098
TR41,1.890658676624298
TR42,2.3470315098762513
TR51,1.8794859280188878
TR52,1.5749828090270361
TR61,1.4479061822096506
TR62,1.8366087218125662
TR63,1.7921749408046403
TR71,1.8451266189416249
TR72,2.349861264228821
TR81,2.423611876865228
UKK1,2.061956078807513
UKK2,1.9378573154409726
UKK3,2.3069447934627534
UKK4,2.125978065530459
UKL1,2.4567812184492746
UKL2,2.3547928258776665
UKM5,2.534784883260727
UKM7,2.517682554324468
UKM8,2.263137325644493
UKM9,2.2181399236122767
UKN0,2.4849055926005046
SE21,1.8058450331290563
SE22,1.8265951553980508
SE23,1.7472690165042877
SE31,1.8209023892879486
SE32,2.0133999009927113
SE33,1.9151142517725626
SI03,2.0462367047866183
SI04,2.2100243012110394
SK01,1.9083947842319806
SK02,2.0793042237559956
SK03,2.52297785282135
SK04,2.2254546652237575
TR10,1.4562984945873418
TR21,1.5547608743111292
UKE4,2.21083621631066
UKF1,2.174932924906413
UKF2,2.06953476468722
UKF3,2.0683898627758026
UKG1,2.130301347374916
UKG2,2.245129026969274
UKG3,1.9872449566920598
UKH1,1.871153797209263
UKH2,2.0501304835081102
UKH3,2.0907138993342715
UKI3,2.283333333333333
UKI4,2.283333333333333
UKI5,2.4537445311745008
UKI6,2.322009840607643
UKI7,2.122446522116661
UKJ1,2.0265056759119036
UKJ2,2.1622581630945206
UKJ3,2.1154149288932484
UKJ4,2.2256715099016824
NO09,2.0052328569193683
NO0A,2.5681047161420185
NO0B,2.434655105074247
HR05,2.0338815132776897
HR06,2.0107607195774713
NO02,2.258679513136546
NO06,2.384956594308217
NO07,2.582198456923167
NO08,1.9910459001859029
