nuts,July Days With High Fire Danger (days) ensemble median - RCP8.5 - (2011 - 2040)
NL33,0.5554699927568436
NL34,0.4995122303565343
NL41,0.7202488720417023
NL42,0.6177429802715778
PL21,0.18268811823800207
UKM6,0.03565868477647503
TR22,24.409798940022785
TRC2,30.907037925720214
TRC3,30.940128008524578
UKC1,0.245399501050512
UKC2,0.1335105512291193
UKD1,0.07467348550756772
UKD3,0.29004261593023933
UKD4,0.1389613981048266
UKD6,0.3689928094546
UKD7,0.19344899654388428
UKE1,0.6090190137426058
UKE2,0.43817997674147285
UKE3,0.7799948488672575
RO41,4.0995609045028685
RO42,1.3627826683223248
RS11,4.1106507542232675
TR41,19.37658011118571
TR42,4.377560612559319
TR51,23.56343854268392
TR52,27.2337220509847
TR61,22.80650634765625
TR62,18.619704723358154
TR63,27.761670366923013
TR71,27.303684743245444
TR72,22.977552318572997
TR81,1.7696290565033754
UKK1,0.633879417181015
UKK2,0.4668097712099552
UKK3,0.2940410993993282
UKK4,0.29049570312102635
UKL1,0.18314425225059192
UKL2,0.25434792569528025
UKM5,0.055435389280319214
UKM7,0.0353147121767203
UKM8,0.03164147883653641
UKM9,0.07146977862964074
UKN0,0.08005861081182956
SE21,0.9455664785578847
SE22,0.6568864695106943
SE23,0.5859200517336528
SE31,0.22751889251327764
SE32,0.0841949401035284
SE33,0.10567661547684111
SI03,0.1689277997861306
SI04,0.08327678671727577
SK01,2.747687666490674
SK02,2.2165236562490462
SK03,0.2833290913142264
SK04,0.34531284871821605
TR10,12.336390495300293
TR21,16.924096870422364
UKE4,0.5245522931218147
UKF1,0.8774035081267357
UKF2,0.9387707740068436
UKF3,0.8208071817954381
UKG1,0.6384943838541707
UKG2,0.5326234001666308
UKG3,0.7444997613628705
UKH1,0.6739118292927742
UKH2,0.9344385811438163
UKH3,0.7192115053534508
UKI3,0.7415429765979449
UKI4,0.7331304470698039
UKI5,0.718681342403094
UKI6,0.5333034783601761
UKI7,0.7748788163065911
UKJ1,0.8807464043299357
UKJ2,0.7053862605243921
UKJ3,0.6950388371944427
UKJ4,0.4455725592871507
NO09,0.3047939178378632
NO0A,0.0458407722103099
NO0B,0.0
HR05,0.9806190058588982
HR06,0.7780388861894607
NO02,0.1377041929246237
NO06,0.013752019545063377
NO07,0.027845681524680307
NO08,0.26136158866186937
