nuts,Summer Days With High Fire Danger (days) ensemble median - RCP8.5 - (2011 - 2040)
EL41,71.23333333333333
EL43,75.95877202351888
EL51,26.268988386789957
EL52,21.632316891352335
FI20,0.7
FR10,3.6032791496875385
FRB0,4.367892355037232
FRC1,2.938506350417932
FRC2,2.5399223464230696
FRD1,1.6510288277330498
FRD2,2.1789299372583626
FRE1,1.9190551899994412
FRE2,2.3261211870238183
FRF1,2.3821720364814003
NL13,1.1514546419183413
NL21,1.5951847095042466
NL22,1.4881555065512657
NL23,1.3646875242392222
NL31,1.4835248713692029
NL32,0.8856596738100052
ITG2,51.76830558776855
ITH1,0.009409981220960617
ITH2,0.027086302638053894
FRI3,4.892499497688065
FRJ1,20.27989015976588
FRJ2,3.614177935880919
FRK1,2.2533263752081742
FRK2,4.579892591138681
FRL0,21.24389252662659
FRM0,13.637842845916747
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,74.76039021809896
TR32,75.7818775177002
TR33,67.23685048421224
HR03,8.389385917782784
HR02,3.524527747463435
HU11,8.754299042622248
HU12,9.530350586771965
HU21,8.669304232361416
HU22,6.612199785312017
PT16,47.04057998657227
PT17,56.55302022298177
FRF2,2.968291873360674
FRF3,2.6321913501247765
FRG0,4.042831095804771
FRH0,1.8323967943278452
FRI1,3.1476594557364783
FRI2,1.87797199866424
ITC4,2.6331081402798495
ITF1,11.130077187220255
ITF2,24.586496766408285
ITF3,28.204558420181275
ITF4,54.41626707712809
ITF5,46.170844586690265
ITF6,19.735923012097675
ITG1,60.272488530476885
LT01,1.0261762348314127
LT02,1.0941075756525
LU00,1.573628590007623
PL22,1.5627506200534602
PL41,3.5252002883392075
PL42,1.9932271761198839
PT18,70.30923856099447
PT20,0.0
PT30,0.0
RO11,1.4359880130427578
RO12,0.28757087296495837
RO21,2.953171772447725
RO22,12.749472643931707
RO31,7.225445000330607
RO32,5.114757816990217
ITH3,1.455304408694307
ITH4,0.22457215984662374
ITH5,8.910332037011782
ITI1,14.666475168863933
ITI2,23.837856229146322
ITI3,14.549715956052145
ITI4,22.216276256243386
LI00,0.0
FI1D,0.26054657409743714
TR82,24.236264260609946
TR83,29.524966621398924
TR90,4.226395169893901
TRA1,22.45469722747803
TRA2,1.2386729935805003
PL43,4.0620656743645664
PL51,2.37279798698922
PL52,2.0932606184855103
PL61,2.32854998378704
PL62,1.3676326151161144
PL63,1.3574297249317169
PL71,2.9947969606767098
PL72,2.0337444715201856
PL81,1.9386512184981257
PL82,0.8494118174538017
PL84,1.595379531631867
PL91,1.941122623284658
PL92,1.9505830397829413
PT11,24.051813952128093
PT15,73.30823542277018
TRB1,72.22190602620442
TRB2,57.36048603057861
TRC1,85.86490910847982
RS12,10.786729214588801
RS21,4.534327930957079
RS22,9.48116170167923
SE11,1.152897051970164
SE12,1.3957902424037456
NL33,1.0999568248788516
NL34,1.525608915090561
NL41,1.516070197770993
NL42,1.3346903088192146
PL21,0.5009823023652037
UKM6,0.05466523285334309
TR22,59.15366350809733
TRC2,88.53548990885416
TRC3,89.72790095011393
UKC1,0.408099485685428
UKC2,0.21601296464602152
UKD1,0.19676921144127846
UKD3,0.5266821707288424
UKD4,0.3526103323946396
UKD6,0.5986884697029988
UKD7,0.2601734668016434
UKE1,1.410148809850216
UKE2,0.8536232342322667
UKE3,1.6417078427970409
RO41,7.845105294386546
RO42,3.217526722451051
RS11,9.742107261965673
TR41,51.74566879272461
TR42,13.524968242645263
TR51,63.405682754516604
TR52,72.72987009684245
TR61,58.67864424387614
TR62,46.42279764811198
TR63,73.48952407836914
TR71,73.48565610249837
TR72,58.71380882263183
TR81,8.192758755882581
UKK1,1.5239839070787033
UKK2,1.2415867745876312
UKK3,0.7880423796673616
UKK4,0.7306694286564986
UKL1,0.3592564535637697
UKL2,0.5071253922457496
UKM5,0.08164808116853237
UKM7,0.0866022989153862
UKM8,0.09660516828298568
UKM9,0.13360346679886181
UKN0,0.1530448197076718
SE21,1.8142894169781356
SE22,1.517598712692658
SE23,1.349130325516065
SE31,0.5061254074098542
SE32,0.37031565327973415
SE33,0.4370463980284209
SI03,0.6420806242153049
SI04,0.22443368298312028
SK01,9.348530440529187
SK02,6.46345379948616
SK03,0.8473080387649436
SK04,1.0111908451964458
TR10,31.12555767695109
TR21,41.63333021799723
UKE4,1.0112242311239243
UKF1,1.7612874075770377
UKF2,2.5040248430023593
UKF3,2.3081426713615656
UKG1,1.427945279267927
UKG2,1.031296778159837
UKG3,1.6558009753624598
UKH1,1.8931119814515114
UKH2,2.169499642153581
UKH3,1.6026345973213514
UKI3,1.5083670655886332
UKI4,1.4581752409537634
UKI5,1.5852318132917087
UKI6,1.4777926991383235
UKI7,1.670383706688881
UKJ1,2.089506850577891
UKJ2,1.4572267240534227
UKJ3,1.464378646761179
UKJ4,1.2503852009773255
NO09,0.7063219005552431
NO0A,0.2032163862294207
NO0B,0.0
HR05,3.1749988148609796
HR06,2.7640991729994613
NO02,0.28284094418243816
NO06,0.16332853239340087
NO07,0.14717246967678269
NO08,0.5542859176018585
