nuts,Autumn Days With High Fire Danger (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.6213820020357768
DE60,0.783711227029562
DE71,1.1853086575865746
DE72,0.7426976770162582
DE73,0.6055655587464571
DE80,1.1037196770310402
DE91,0.854950196792682
BG41,1.5630722001194954
BG42,5.859601359069347
CH01,0.06729148495942354
AT32,0.007693097988764445
AT33,0.01896041181559364
AT34,0.007052678490678469
BE10,1.1333773295084635
BE23,0.9771858498454093
BE24,1.048614720006784
BE25,0.9164912940313419
BE31,1.1232585055132707
BE32,1.261063877120614
BE33,1.0768546128024659
BE34,1.259776015828053
BE35,1.0923476725816728
BG31,3.590606458981832
BG32,2.0931308525304
BG33,3.0696350898593665
BG34,4.6460132936636604
DE92,1.0604317466417947
DE93,1.2325915139168502
DE94,0.7268360105032722
CZ07,0.3087359776099523
CZ08,0.2007347248494625
AL01,2.147206049536665
AL02,5.061398604512215
AL03,6.14286977648735
AT11,0.37924868427217007
AT12,0.30684819994494317
AT13,0.6109375854333242
AT21,0.0049439185609420145
AT22,0.005550710422297319
AT31,0.012003143752614657
DK05,0.21848344256480534
BE21,0.9485685661435127
BE22,1.2801024268070857
ES43,28.663458983103435
ES51,4.388102042675018
ES52,13.058519452810287
ES53,5.690280971924464
ES61,27.891191418965658
ES62,22.563565293947857
ES63,0.0
ES64,0.0
CH02,0.07217051591724158
CH03,0.13313535153865813
CH04,0.10472633888324102
CH05,0.042884777020663026
CH06,0.01356479972600937
CH07,0.011705235640207926
CY00,46.33844439188639
CZ01,0.4910542498032252
CZ02,0.5125975541149577
CZ03,0.11388351072867711
CZ04,0.5549141364792983
CZ05,0.3613196729682386
CZ06,0.3403934547988077
DE40,1.0833849718173345
EL53,6.90513958632946
EL54,8.044973425070445
EL61,7.051707414786021
EL62,0.0
EL63,14.194853909810384
ES70,0.0
ITC1,0.25936010110502444
ITC2,0.10851731846729915
DE11,0.5392579217751821
DE12,1.01809494116654
DE13,0.43681617323309185
DE14,0.15171042724202077
DE21,0.04592757218827804
DE22,0.03639016322170695
DE23,0.26087787182380756
DE24,0.5100428832694888
DE25,0.6377076278130214
DE26,0.7174678712462386
DE27,0.11637519684930643
DE30,1.183525986969471
EL42,27.2
LV00,0.14391159556495647
ME00,1.1500928151110807
MK00,5.985945520798365
MT00,0.0
NL11,0.5900165498256683
NL12,0.3290396109223366
EL64,14.930136505762736
EL65,21.41049338976542
ES11,6.94102730602026
ES12,1.4663802127043406
ES13,1.902695185939471
ES21,3.2536240292092162
ES22,8.682057013610999
ES23,9.819567843278248
ES24,14.70511132478714
ES30,23.538746976852416
IE05,0.2210169746230046
IE06,0.3211585297870139
IS00,0.009340577976157267
ITC3,0.18153245796759923
FI19,0.07089405325241387
FI1B,0.1665352667371432
FI1C,0.13343054316937925
DEA1,0.9062936587880055
DEA2,1.1924476864437261
DEA3,0.8093888441721598
DEA4,0.8806948001186053
DEA5,0.5776672894756
DEB1,1.0710949415961901
DEB2,1.4561455761392912
DEB3,1.3033781866853436
DEC0,1.5121658285458883
DED2,0.4249634925276041
DED4,0.35575390259424844
DED5,0.835275403658549
DEE0,0.9925300816694895
DEF0,0.6680182377497356
DEG0,0.6239870578671495
DK01,0.4611755857865016
DK02,0.5767435931911071
DK03,0.34030541268487774
DK04,0.18051412627100943
ES41,17.20105218887329
ES42,26.03039051691691
HU23,0.27681727431093656
HU31,1.3631911095231772
HU32,1.801814522470037
HU33,1.5482193804035584
IE04,0.18212770816559593
EE00,0.220089074720939
EL30,33.316610972086586
EL41,32.35
EL43,37.68645680745443
EL51,13.029318642616271
EL52,4.980937890460094
FI20,0.13333333333333333
FR10,3.413339519283424
FRB0,4.749655279517174
FRC1,2.380759334440033
FRC2,1.41959902929763
FRD1,2.0909554636416336
FRD2,2.0045520339161156
FRE1,1.3633311587075392
FRE2,2.283493938980003
FRF1,0.9096803228060405
NL13,0.5966588079929351
NL21,0.6066743999719619
NL22,0.5234611256048083
NL23,0.3893347697953383
NL31,0.4390012723704179
NL32,0.2628488858540853
ITG2,12.41409357637167
ITH1,0.026039435590306918
ITH2,0.020352216872076192
FRI3,5.772462590100864
FRJ1,6.94733239809672
FRJ2,3.1931510167817274
FRK1,2.32962396737809
FRK2,1.8341397722251713
FRL0,4.992202063091099
FRM0,2.746824602782726
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,33.491141160329185
TR32,38.19868876139323
TR33,31.8496763865153
HR03,1.9877027026377618
HR02,0.4058665585393707
HU11,0.945700179040432
HU12,1.1434150587767362
HU21,0.5356812901794911
HU22,0.4951040970782439
PT16,19.473967266082763
PT17,20.26254705588023
FRF2,2.5712439698477585
FRF3,1.8975391757984956
FRG0,5.471940515811244
FRH0,3.5085710864514112
FRI1,3.323581723527362
FRI2,2.609288160533955
ITC4,0.3355325244367123
ITF1,1.1623690576603016
ITF2,4.574257832144697
ITF3,4.025232375661532
ITF4,12.046559755007426
ITF5,8.843784941236178
ITF6,2.6570441730320455
ITG1,11.148283114035925
LT01,0.2776840758820375
LT02,0.17636895229419072
LU00,1.540563102066517
PL22,0.5523812937239806
PL41,0.9696579636385043
PL42,0.8614251212216913
PT18,25.383576520284016
PT20,0.0
PT30,0.0
RO11,0.37155806217342613
RO12,0.13749968421955902
RO21,1.1070050736268362
RO22,4.086709846059481
RO31,2.1683559572945037
RO32,1.627995060880979
ITH3,0.28517164482424656
ITH4,0.10735146502653757
ITH5,1.2726279148211082
ITI1,2.2071526144941647
ITI2,3.697691128651301
ITI3,2.019162473330895
ITI4,2.240117003644506
LI00,0.0
FI1D,0.006612393112542729
TR82,12.284396727879843
TR83,12.772962697347005
TR90,4.457859043280283
TRA1,20.101893933614097
TRA2,5.124028559525808
PL43,1.1052002218862376
PL51,0.6267311805859208
PL52,0.5948478179052472
PL61,0.868273956887424
PL62,0.5098790300389131
PL63,0.41357140690088273
PL71,1.014965714731564
PL72,0.3704834108551343
PL81,0.29246027474291625
PL82,0.1402994517236948
PL84,0.448707764595747
PL91,0.46264943163841965
PL92,0.537341519119218
PT11,13.369470234711965
PT15,28.595091597239175
TRB1,38.44704615275065
TRB2,31.379858779907227
TRC1,48.58719800313314
RS12,2.754514718428254
RS21,1.8358785480260849
RS22,3.577882235497236
SE11,0.08322650988896688
SE12,0.05935652405023575
NL33,0.40025015324354174
NL34,0.733522596458594
NL41,0.8256505911548933
NL42,1.3659585355470578
PL21,0.09783364937951168
UKM6,0.0032991381362080575
TR22,25.03622015317281
TRC2,51.81341438293457
TRC3,54.39910659790039
UKC1,0.18233712514241537
UKC2,0.10444116244713465
UKD1,0.013827807456254958
UKD3,0.020001941919326784
UKD4,0.007077227532863617
UKD6,0.11178700203696887
UKD7,0.04003856082757314
UKE1,0.915349388619264
UKE2,0.3830426109333833
UKE3,0.7222499591608842
RO41,3.08784891863664
RO42,0.8555811997503042
RS11,3.335729428380728
TR41,21.83501736323039
TR42,6.0287521521250405
TR51,31.62972288131714
TR52,41.764281781514484
TR61,29.94407033920288
TR62,30.765769386291502
TR63,39.33678258260091
TR71,37.97414023081462
TR72,32.120732593536374
TR81,5.073534542322159
UKK1,1.3061800458778938
UKK2,0.8475580946852763
UKK3,0.430874348928531
UKK4,0.4338178399950266
UKL1,0.12132576201111078
UKL2,0.26211578473448754
UKM5,0.04436587132513523
UKM7,0.052855444078644113
UKM8,0.028018019845088324
UKM9,0.0369685985147953
UKN0,0.04227628769973914
SE21,0.18350030987833937
SE22,0.345734329149127
SE23,0.043405103186766304
SE31,0.0526565117140611
SE32,0.007907557014065484
SE33,0.0027126038757463297
SI03,0.021762206157048544
SI04,0.03575086643298467
SK01,1.1342377894868454
SK02,0.9469528386990229
SK03,0.1264093494663636
SK04,0.20013528813918433
TR10,13.917649551232655
TR21,21.924741180737815
UKE4,0.31995956574877105
UKF1,1.0469874567041795
UKF2,1.945554417061309
UKF3,1.5920075550675392
UKG1,1.2510952025651931
UKG2,0.5423453866193692
UKG3,1.1558735936880111
UKH1,1.8673622408881783
UKH2,2.1828127570450304
UKH3,2.0151062725732722
UKI3,1.7749662806590398
UKI4,1.8081980486710867
UKI5,1.852117712299029
UKI6,1.711081247528394
UKI7,1.8375013574957848
UKJ1,1.8113114319741725
UKJ2,1.7462161794304847
UKJ3,1.4832430084546406
UKJ4,1.4433029462893805
NO09,0.022634638582045834
NO0A,0.00494159987817208
NO0B,0.0
HR05,0.11664089510838191
HR06,0.08982034170379241
NO02,0.025372446584515273
NO06,0.0004412311594933271
NO07,0.0009978370896230142
NO08,0.04005603144566218
