nuts,July Days With High Fire Danger (days) ensemble median - RCP4.5 - (2041 - 2070)
DE50,0.6538033780952295
DE60,0.6637675056854884
DE71,1.8411413287123044
DE72,0.5975301802158356
DE73,0.6944956338653961
DE80,1.0037451655914387
DE91,1.3374311151603857
BG41,2.9430020485073327
BG42,7.7792493065198265
CH01,0.05556348270426194
AT32,0.02344781458377838
AT33,0.007489432611813148
AT34,0.017586951702833177
BE10,1.3330253601074218
BE23,1.1745449518164
BE24,1.4378256301085155
BE25,1.0108371956894795
BE31,1.2231710342069466
BE32,1.401111625507474
BE33,0.7775357289860646
BE34,0.7897610309223334
BE35,0.8237391163905462
BG31,7.216560196876526
BG32,6.070874957864484
BG33,6.538888010568916
BG34,7.554936353862286
DE92,1.1151323645065228
DE93,1.0155965818713109
DE94,0.8488838804575304
CZ07,0.5791258280475934
CZ08,0.27153094243258236
AL01,3.0661493321259816
AL02,10.186852038900058
AL03,12.655471722284952
AT11,1.8603576836486657
AT12,1.2483385315164923
AT13,2.6501469279328984
AT21,0.00246066115796566
AT22,0.021015094965696333
AT31,0.13610191910217206
DK05,0.6460265949368477
BE21,1.6135825216770172
BE22,1.313867961615324
ES43,28.116302553812663
ES51,10.21159545580546
ES52,21.70485404332479
ES53,12.111477955182393
ES61,27.887663078308105
ES62,28.259196917215984
ES63,0.0
ES64,0.0
CH02,0.17796764684220154
CH03,0.2737714355190595
CH04,0.20746821761131287
CH05,0.03218765181178848
CH06,0.04797585395475228
CH07,0.009882830083370209
CY00,29.23842652638753
CZ01,0.7446926345427831
CZ02,0.8831319578923285
CZ03,0.38050352142502863
CZ04,1.1729588533441226
CZ05,0.7053137596696615
CZ06,1.45464667553703
DE40,1.3869752092286944
EL53,13.289305339877805
EL54,14.276965320110321
EL61,16.094009335835775
EL62,0.0
EL63,21.38959318002065
ES70,0.0
ITC1,1.200726545850436
ITC2,0.10142028232415518
DE11,0.8346452936530113
DE12,1.2695447634905577
DE13,0.5249515313655138
DE14,0.15224897712469102
DE21,0.16115053004274765
DE22,0.3232727651794752
DE23,0.6979901270320018
DE24,0.9567552177235484
DE25,1.0308448518315951
DE26,1.1279899050171176
DE27,0.16846737302839757
DE30,1.5208610514799754
EL42,20.233333333333334
LV00,0.46577809520531444
ME00,1.437939774679641
MK00,9.688070023059845
MT00,0.0
NL11,0.3850176294644674
NL12,0.346345500399669
EL64,21.777966078122457
