nuts,Autumn Days With High Fire Danger (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.09673387209574381
DE60,0.1133216937383016
DE71,0.5588586966196696
DE72,0.1596967577934265
DE73,0.12038636008898417
DE80,0.25022845113029085
DE91,0.21209336320559183
BG41,0.8980827874193589
BG42,4.009556592504183
CH01,0.01107256542891264
AT32,0.0006970218072334925
AT33,0.0030909162635604543
AT34,0.0
BE10,0.4166886647542318
BE23,0.33784339129924773
BE24,0.36509435772895815
BE25,0.3473755528529485
BE31,0.41535775661468505
BE32,0.3785712920750181
BE33,0.24014037251472473
BE34,0.3317531126240889
BE35,0.32749688227971396
BG31,3.0288203169902164
BG32,1.8103812483760218
BG33,2.050148404079179
BG34,2.954940835634867
DE92,0.1586368737121423
DE93,0.16440002471208573
DE94,0.1672620455423991
CZ07,0.24289282392710448
CZ08,0.09157059416174888
AL01,0.8599551328147451
AL02,3.091738456984361
AL03,3.6835304878652098
AT11,0.23373528284331163
AT12,0.18152522562692563
AT13,0.43321318477392196
AT21,0.0
AT22,0.0011866008241971334
AT31,0.006256102584302425
DK05,0.16963455279668171
BE21,0.2563201903055112
BE22,0.2955485774825017
ES43,24.626722606023154
ES51,3.9222642799218495
ES52,13.2331241051356
ES53,4.163158988207579
ES61,24.33025399843852
ES62,21.103855848312378
ES63,0.0
ES64,0.0
CH02,0.021657352770368257
CH03,0.03176385996242364
CH04,0.004765104254086812
CH05,0.009572326143582662
CH06,0.0
CH07,0.0
CY00,42.21525503794352
CZ01,0.25804178714752196
CZ02,0.277502162506183
CZ03,0.06092512216418981
CZ04,0.26125769192973775
CZ05,0.19335225634276867
CZ06,0.29817868589113156
DE40,0.37871075415362915
EL53,6.086928090204795
EL54,4.344867130865653
EL61,5.2477770504852135
EL62,0.0
EL63,8.98583817233642
ES70,0.0
ITC1,0.144058111247917
ITC2,0.015924685696760813
DE11,0.1646021711329619
DE12,0.2770873446017504
DE13,0.09032352852324645
DE14,0.030442804098129272
DE21,0.018894624647994837
DE22,0.036408045515418055
DE23,0.060663258035977684
DE24,0.13714800054828327
DE25,0.0948164821912845
DE26,0.2195880717287461
DE27,0.03360936542352041
DE30,0.4625598271687826
EL42,19.7
LV00,0.05130286801916858
ME00,0.37491559895376364
MK00,4.3827893351515135
MT00,0.0
NL11,0.19738680124282837
NL12,0.13750808238983153
EL64,10.837539458274842
EL65,15.321686621507009
ES11,2.630009101331234
ES12,0.4514574137205879
ES13,0.8141064380606016
ES21,1.7339887686694662
ES22,6.636539010206858
ES23,7.214410939812661
ES24,12.99302902619044
ES30,20.889430165290833
IE05,0.08259720802307129
IE06,0.12134084179997444
IS00,0.004544823965989053
ITC3,0.05129594095051289
FI19,0.01128571896503369
FI1B,0.05739081650972366
FI1C,0.03553181489308675
DEA1,0.14642120109250148
DEA2,0.18863986929257712
DEA3,0.17023481279611588
DEA4,0.12425707976023356
DEA5,0.12428170399119456
DEB1,0.4544949511686961
DEB2,0.3866282100478808
DEB3,0.7745708419630924
DEC0,0.5864226035773754
DED2,0.16478452309966088
DED4,0.1060105800628662
DED5,0.37873336573441824
DEE0,0.38294289310773216
DEF0,0.16278500258922576
DEG0,0.26122998548671605
DK01,0.13335092862447104
DK02,0.14076968568066756
DK03,0.15139491558074952
DK04,0.15753320455551148
ES41,13.373372260729472
ES42,22.531703392664593
HU23,0.337817320227623
HU31,1.243943100174268
HU32,1.7577442228794098
HU33,1.467687763335804
IE04,0.08141623008996249
EE00,0.008306703437119723
EL30,28.888203938802082
EL41,24.666666666666668
EL43,31.46512533823649
EL51,9.454913953940073
EL52,4.297671342703203
FI20,0.06666666666666667
FR10,1.509682145776848
FRB0,1.985272654208044
FRC1,0.9802346097926299
FRC2,0.48057911476741233
FRD1,0.8683933430351317
FRD2,0.7014956741283337
FRE1,0.4679939915736516
FRE2,0.7499147273600102
FRF1,0.31793698742985727
NL13,0.17823842962582906
NL21,0.11736609538396199
NL22,0.1387393989910682
NL23,0.15558663209279378
NL31,0.14448526948690416
NL32,0.11668999195098877
ITG2,9.293878082434336
ITH1,0.008642808968822161
ITH2,0.0036887519682447115
FRI3,2.6897679686546327
FRJ1,4.770462796092033
FRJ2,1.7332926588753859
FRK1,0.9034102133630465
FRK2,0.7787832174760599
FRL0,3.4563473338882127
FRM0,2.172430778046449
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,27.35535628000895
TR32,30.853561210632325
TR33,26.254535913467407
HR03,1.1134123307963213
HR02,0.32192857153713705
HU11,0.854280062019825
HU12,1.1099973723913232
HU21,0.6025360873589913
HU22,0.4610349132368962
PT16,16.90807868639628
PT17,15.865951633453369
FRF2,0.8420366420100133
FRF3,0.5400312994296352
FRG0,2.4320532380603255
FRH0,1.0688155153145393
FRI1,1.6215570624141644
FRI2,1.048053574655205
ITC4,0.18445325916012129
ITF1,0.6301265891020497
ITF2,3.025566673775514
ITF3,2.7841358803212644
ITF4,8.38813009361426
ITF5,5.650193258126577
ITF6,1.4011186525225638
ITG1,7.938808427254359
LT01,0.04856390617787838
LT02,0.061150559309559566
LU00,0.39178224789599575
PL22,0.2956754036868612
PL41,0.37641827763679125
