nuts,July Days With High Fire Danger (days) ensemble median - RCP8.5 - (2071 - 2100)
DE50,0.7091770493067228
DE60,1.3233988789411693
DE71,2.9043227525857778
DE72,1.6532070613824403
DE73,1.6211537581223707
DE80,1.529216603304331
DE91,1.7653662350315313
BG41,5.392508428830367
BG42,10.718544501524706
CH01,0.7918928437508069
AT32,0.19923734836853468
AT33,0.20840431979069343
AT34,0.43803694729621595
BE10,2.653896918663612
BE23,2.6187938967576394
BE24,2.691627042224774
BE25,2.516892080123608
BE31,2.2960132148403387
BE32,2.436210769873399
BE33,1.9188402455586653
BE34,1.845583601639821
BE35,1.707238607108593
BG31,11.426091212492723
BG32,8.903564856602596
BG33,10.605263471603394
BG34,11.328430762657753
DE92,1.4515253980285847
DE93,1.5436874951880712
DE94,1.0678651413092246
CZ07,2.4004024141109905
CZ08,1.2287957444787025
AL01,10.646060035778927
AL02,18.727009699894833
AL03,20.509458175072304
AT11,4.4277935807521525
AT12,2.3058361147458735
AT13,4.718472638955483
AT21,0.0498750307239019
AT22,0.212934886248639
AT31,0.6510836278589872
DK05,0.5381966021198493
BE21,2.6642049986582537
BE22,2.6324201753506293
ES43,29.096874970656174
ES51,17.431865582099327
ES52,26.23686386988713
ES53,17.83849965609037
ES61,29.320583196786735
ES62,29.599852928748497
ES63,0.0
ES64,0.0
CH02,1.1622668653726578
CH03,1.4072665030566545
CH04,1.1529465707448812
CH05,0.31878206255630803
CH06,0.34994712471961975
CH07,0.19601457508710715
CY00,29.82549740717961
CZ01,1.9886041352382073
CZ02,2.0380752846025505
CZ03,1.4652441462788444
CZ04,1.9985615596748316
CZ05,2.022420553347239
CZ06,3.150419173332361
DE40,2.056460802944807
EL53,17.914539630596455
EL54,20.8446013377263
EL61,19.256983536940353
EL62,0.0
EL63,26.120980482835037
ES70,0.0
ITC1,3.958709565492777
ITC2,1.4729551893587296
DE11,2.0658683467369814
DE12,2.8484252095222473
DE13,1.7832513076181595
DE14,0.6428037100973037
DE21,0.5649458390588944
DE22,1.1144733752768774
DE23,1.6481792643093145
DE24,2.0797421015225925
DE25,2.250887922369517
DE26,2.590513291267248
DE27,0.7372463047504425
DE30,2.4231712909845204
EL42,23.153846153846153
LV00,0.6003807603668135
ME00,5.480324611067772
MK00,13.944544608776386
MT00,0.0
NL11,0.733945186321552
NL12,0.6592121124267578
EL64,24.855789771446815
EL65,28.461449549748348
ES11,9.219062704306383
ES12,1.1863471533243473
ES13,1.6468170090363576
ES21,3.4382885155769496
ES22,12.941004863152138
ES23,15.045359171353853
ES24,22.950171397282528
ES30,26.49299871004545
IE05,0.13245276347375834
IE06,0.04870848930799044
IS00,0.12034921068698168
ITC3,3.866927440349872
FI19,0.2531839317212311
FI1B,0.6101936222268984
FI1C,0.561685747681902
DEA1,1.8817584643570275
DEA2,1.9834780720277474
DEA3,1.4754938847170427
DEA4,1.4248980182008102
DEA5,1.0892335153543031
DEB1,2.7144110787373323
DEB2,2.747643699726233
DEB3,4.029422880078737
DEC0,3.756247464853984
DED2,2.02678434120921
DED4,1.5387462983624294
DED5,2.995477554889826
DEE0,2.1439649164676666
DEF0,1.1110478524978344
DEG0,2.071278632260286
DK01,1.1415795477537007
DK02,1.3846965661415687
DK03,0.9486974941996428
DK04,0.5088527704087588
ES41,18.55197525024414
ES42,28.66156372657189
HU23,8.106621063672579
HU31,7.4287200295008144
HU32,9.064896867825436
HU33,10.026478006289555
IE04,0.03563154431489798
EE00,0.5940900641636779
EL30,30.306511658888596
EL41,30.692307692307693
EL43,29.181423774132362
EL51,14.936942504002499
EL52,16.046005945939285
FI20,0.23076923076923078
FR10,5.500533631214728
FRB0,6.97393592275106
FRC1,5.295528072720537
FRC2,4.499221347845518
FRD1,2.409592792320137
FRD2,2.785948384266633
FRE1,2.6380511946403065
FRE2,3.3188678049124203
FRF1,3.245354328304529
NL13,0.9198110974751986
NL21,1.2484350021068866
NL22,1.5517063736915588
NL23,1.0437234433797689
NL31,1.634969134743397
NL32,0.9061813675440274
ITG2,27.533034251286434
ITH1,0.14542591972992971
ITH2,0.34229951093976313
FRI3,8.755917266297798
FRJ1,19.06808699094332
FRJ2,10.467092972535353
FRK1,5.906310627093682
FRK2,7.184747567543616
FRL0,16.274756504939152
FRM0,12.268483088566708
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,30.541108204768253
TR32,30.23211493858924
TR33,28.122514724731445
