nuts,Summer Days With High Fire Danger (days) ensemble median - RCP4.5 - (2011 - 2040)
DE50,1.46574271072944
DE60,2.4134863515694938
DE71,3.47592124355336
DE72,1.7019538824756941
DE73,1.6148373166720071
DE80,2.6374954224874574
DE91,2.3753006416062514
BG41,3.6691105087598164
BG42,13.879761791229248
CH01,0.06776117421686649
AT32,0.011137600243091583
AT33,0.00746402945369482
AT34,0.017505372191468874
BE10,1.666754659016927
BE23,1.5853243003288904
BE24,1.7346942248443762
BE25,1.1019661689798037
BE31,1.6797023450334867
BE32,1.6210733877494932
BE33,1.3325024163971344
BE34,1.1950485770901045
BE35,1.453297273814678
BG31,10.90048975944519
BG32,8.251919623588522
BG33,10.9589602475365
BG34,13.06548380057017
DE92,2.340484264244636
DE93,2.5903079651296137
DE94,1.8677125951896112
CZ07,1.8303625943760078
CZ08,1.0459212919076284
AL01,5.81846560339133
AL02,18.715151325861612
AL03,24.25306709607442
AT11,3.2674922330925864
AT12,2.1701778203248976
AT13,5.288648576537768
AT21,0.008052113341788451
AT22,0.10648305990422766
AT31,0.12024298875282208
DK05,1.4191445718208948
BE21,2.3184515471259752
BE22,2.4431181518981853
ES43,68.36330629984538
ES51,20.448092905680337
ES52,49.75093752543132
ES53,25.52792444229126
ES61,69.66348342895508
ES62,72.50149981180827
ES63,0.0
ES64,0.0
CH02,0.34363468922674656
CH03,0.5826192455987136
CH04,0.4382772552470366
CH05,0.09002759571497639
CH06,0.1021980815877517
CH07,0.027606031546990078
CY00,81.67145156860352
CZ01,2.423189362883568
CZ02,2.4228196169870597
CZ03,0.8829805890719096
CZ04,2.0524885980412364
CZ05,1.7130793637596071
CZ06,2.4969986560444037
DE40,4.513076816281925
EL53,26.75383332570394
EL54,24.09792184829712
EL61,30.893657938639322
EL62,0.0
EL63,42.28850428263346
ES70,0.0
ITC1,1.675221380032599
ITC2,0.15673868147035439
DE11,1.8157157426079114
DE12,2.4360454430182776
DE13,1.1083702808866898
DE14,0.4715020958955089
DE21,0.32395315657680235
DE22,0.49922768188019595
DE23,1.3206982786456745
DE24,2.0823318337400756
DE25,1.8646855777129532
DE26,2.5488414616013566
DE27,0.5730732318634788
DE30,5.500396990776062
EL42,51.53333333333333
LV00,1.3806506905782348
ME00,3.1309733228757977
MK00,19.227417437235513
MT00,0.0
NL11,1.220340605576833
NL12,1.1820486997564634
EL64,45.753583399454754
EL65,60.012023735046384
ES11,5.6383448829253515
ES12,0.3606560638174415
ES13,0.9095999028533697
ES21,2.3787194504092137
ES22,17.3442165851593
ES23,16.85662325223287
ES24,38.00550912221273
ES30,56.08963114420573
IE05,0.3862428800513347
IE06,0.42570468752334517
IS00,0.21754992164981862
ITC3,1.0489506423473358
FI19,0.9821936056949199
FI1B,2.390890850871801
FI1C,1.661186865484342
DEA1,2.430114822710554
DEA2,2.060865457355976
DEA3,2.6816607361038525
DEA4,2.13143462985754
DEA5,1.6642601362119118
DEB1,2.40986862834543
DEB2,2.0542644708727797
