nuts,April Days With High Fire Danger (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.02340055505434672
DE60,0.013350775837898255
DE71,0.03607554895182451
DE72,0.013118244459231694
DE73,0.014332537849744162
DE80,0.034121314684549965
DE91,0.01335350659986337
BG41,0.04771379958838225
BG42,0.2132504688265423
CH01,0.02471050520737966
AT32,0.09806243870407343
AT33,0.07864826302975417
AT34,0.05957325535515944
BE10,0.1
BE23,0.06250361762940884
BE24,0.08003698090712229
BE25,0.06278665338953336
BE31,0.08203111266096433
BE32,0.07473817616701126
BE33,0.03219333402812481
BE34,0.06037217862904072
BE35,0.04833921653529008
BG31,0.1816676899790764
BG32,0.2067047241454323
BG33,0.23873762426277
BG34,0.22233768006165822
DE92,0.013134619407355785
DE93,0.04440454989671707
DE94,0.034757653375466664
CZ07,0.0770345350727439
CZ08,0.03743277999262015
AL01,0.024899779073894023
AL02,0.08219702343146006
AL03,0.09545660372823477
AT11,0.17997090717156727
AT12,0.18143505742773414
AT13,0.20551548898220062
AT21,0.009227500607570013
AT22,0.09340422687431177
AT31,0.051817392309506737
DK05,0.0030480248232682547
BE21,0.08778174904485543
BE22,0.060677630454301835
ES43,3.8080432993670303
ES51,1.9069673145810764
ES52,5.837674490114053
ES53,1.4190462663769723
ES61,5.173508910834789
ES62,8.758024254441262
ES63,0.0
ES64,0.0
CH02,0.024080473681290945
CH03,0.009080960477391879
CH04,0.004759535193443298
CH05,0.01233811117708683
CH06,0.027180846532185873
CH07,0.003935583680868149
CY00,8.546582707762719
CZ01,0.31233278711636864
CZ02,0.23760176695262392
CZ03,0.04945864866798123
CZ04,0.15449263211339712
CZ05,0.09097326500341296
CZ06,0.19433022070055206
DE40,0.1143248246361812
EL53,0.4693722010900577
EL54,0.08959851004183292
EL61,0.5111490548898776
EL62,0.0
EL63,0.4007851288964351
ES70,0.0
ITC1,0.08148160135994355
ITC2,0.023184950773914654
DE11,0.05216512152304252
DE12,0.06960024572908878
DE13,0.04431806430220604
DE14,0.044273957858482996
DE21,0.10152103242774804
