nuts,April Days With High Fire Danger (days) ensemble median - RCP8.5 - (2041 - 2070)
DE22,0.10004369566837946
DE23,0.06169454976916313
DE24,0.022962091614802678
DE25,0.08215158010522525
DE26,0.027239336570103963
DE27,0.06274295660356681
DE30,0.14169876476128895
EL42,1.7333333333333334
LV00,0.005600623848537604
ME00,0.034924714267253874
MK00,0.3955653291506072
MT00,0.0
NL11,0.033311353127161665
NL12,0.02501340905825297
EL64,1.411873844762643
EL65,1.2483530390386781
ES11,0.16587509798506897
ES12,0.08736468541125457
ES13,0.08625594476858775
ES21,0.12360642421990634
ES22,1.182882256185015
ES23,0.8531565091262261
ES24,4.0755936997632185
ES30,3.2685546004523833
IE05,0.002477086583773295
IE06,0.011330180366834005
IS00,0.0006925064604729414
ITC3,0.013851713389158249
FI19,0.05689570264269908
FI1B,0.0019914986565709113
FI1C,0.028532435915743313
DEA1,0.03129396016399066
DEA2,0.01701774119089047
DEA3,0.03535262520114581
DEA4,0.0074737171332041425
DEA5,0.01641194075345993
DEB1,0.019644970508913197
DEB2,0.032266662518183394
DEB3,0.05498610511422157
DEC0,0.05243763575951258
DED2,0.07449013243118922
DED4,0.017768882711728416
DED5,0.01972804789741834
DEE0,0.03468654264385502
DEF0,0.004351584116617838
DEG0,0.013031273211042086
DK01,0.01663158138593038
DK02,0.0036749189098676045
DK03,0.0008616010348002116
DK04,0.004474147657553355
ES41,1.5972139636520297
ES42,5.12343741680185
HU23,0.11790198273956776
HU31,0.49605672881007196
HU32,0.557601496266822
HU33,0.2568640882149339
IE04,0.010395201047261556
EE00,0.0
EL30,5.910103977719943
EL41,0.26666666666666666
EL43,5.9921953283250335
EL51,0.2700816057001551
EL52,0.47574055356283984
FI20,0.0
FR10,0.08815069124102592
FRB0,0.15243573567519586
FRC1,0.12744882302358745
FRC2,0.11821861018737158
FRD1,0.06638122235114376
FRD2,0.0476467952132225
FRE1,0.07272420103351275
FRE2,0.07811676288644473
FRF1,0.07931852073719105
NL13,0.056722928086916605
NL21,0.06086861528456211
NL22,0.08368995965768894
NL23,0.07796437740325927
NL31,0.08609838336706162
NL32,0.04180622398853302
ITG2,1.1433098527292411
ITH1,0.005802678316831589
ITH2,0.019479901157319547
FRI3,0.22190045152480403
FRJ1,0.6924223400652408
FRJ2,0.19191828765906394
FRK1,0.16721558258868754
FRK2,0.15261306438284616
FRL0,0.7290969198569656
FRM0,0.1178837213665247
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.5073117665946484
TR32,1.8924492844069998
TR33,1.4439796072741349
HR03,0.04456814890727401
HR02,0.05701310827086369
HU11,0.31256219148635866
HU12,0.3566649271175265
HU21,0.2795054269954562
HU22,0.26096688335140544
PT16,1.3672839221544564
PT17,2.092445008456707
FRF2,0.08824125515917937
FRF3,0.08986838099857171
FRG0,0.16897022755195698
FRH0,0.15578953698277473
FRI1,0.29886524279912313
FRI2,0.27095502205193045
ITC4,0.1690782319754362
ITF1,0.07241197004914283
ITF2,0.3613804052273432
ITF3,0.11062176357954741
ITF4,1.6366116411983966
ITF5,0.8623282343149186
ITF6,0.20848142864803473
ITG1,3.3073251258581875
LT01,0.0009154845649997393
LT02,0.010844748218854268
LU00,0.03994906743367513
PL22,0.15544531745836138
PL41,0.1527017369866371
PL42,0.1127049824843804
PT18,3.672637356072664
PT20,0.0
PT30,0.0
RO11,0.08575458203752835
RO12,0.03001794315253695
RO21,0.12473629786012073
RO22,0.4890764733466009
RO31,0.3604400153427074
RO32,0.5488750067849953
ITH3,0.05144276674836874
ITH4,0.0022724679360787074
ITH5,0.19948376246417562
ITI1,0.06388197125246127
ITI2,0.08523429725319147
ITI3,0.05047232421735923
ITI4,0.056919320082912846
LI00,0.033371957143147786
FI1D,0.027545170905068517
TR82,0.5892839684771994
TR83,0.44532151785679164
TR90,0.03334527343201141
TRA1,0.19834175081923605
TRA2,0.016588141520818073
PL43,0.17474318246046702
PL51,0.13033968259890874
PL52,0.19041085814436276
PL61,0.0979248708114028
PL62,0.01128266613620023
PL63,0.031241480012734732
PL71,0.1774271416167418
PL72,0.06320244440188011
PL81,0.03887336254119873
PL82,0.017892418429255486
PL84,0.06015520381430785
PL91,0.029074327399333317
PL92,0.04407053481166561
PT11,0.4732889775807659
PT15,5.309052735070387
TRB1,0.8255547777439157
TRB2,0.3465888907512029
TRC1,4.227387414624293
RS12,0.39041474210098387
RS21,0.10027078036218881
RS22,0.16443428074320157
SE11,0.001666993647813797
SE12,0.04543440757940213
NL33,0.0355396476884683
NL34,0.07409290472666423
NL41,0.06337006663282713
NL42,0.039217600226402284
PL21,0.03310657280186812
UKM6,0.0012770266582568487
TR22,0.34434250090271235
TRC2,5.799264560143153
TRC3,5.5236417746792235
UKC1,0.013719910631577174
UKC2,0.01046052413682143
UKD1,0.0036859020590782167
UKD3,0.036687966187795004
UKD4,0.007051508128643036
UKD6,0.019586644570032754
UKD7,0.0
UKE1,0.035423230628172556
UKE2,0.019213153918584188
UKE3,0.031120562553405763
RO41,0.19537845929153264
RO42,0.08443624700109163
RS11,0.291496109465758
TR41,1.529788684224089
TR42,0.11174110127612949
TR51,2.531563826277852
TR52,4.611344389617443
TR61,1.1718838350536922
TR62,1.3007838986814022
TR63,1.948351367811362
TR71,3.2388036072254183
TR72,0.9808316410674404
TR81,0.025495280511677265
UKK1,0.03551585798462232
UKK2,0.03205194373925527
UKK3,0.03037761921683947
UKK4,0.029391094048817953
UKL1,0.021035846571127573
UKL2,0.013074604421854019
UKM5,0.0030569040526946386
UKM7,0.005234517777959506
UKM8,0.0
UKM9,0.00879125368470947
UKN0,0.01453345517317454
SE21,0.29341272069141267
SE22,0.07331976406276226
SE23,0.13982619997113943
SE31,0.09990985218125085
SE32,0.10692308041422317
SE33,0.07835526191629469
SI03,0.012581895540157954
SI04,0.0
SK01,0.43366436536113423
SK02,0.2905381320354839
SK03,0.10268546426668763
SK04,0.10402905127654473
TR10,0.09781231631835302
TR21,0.596706369984895
UKE4,0.026656241963307063
UKF1,0.025932098925113677
UKF2,0.0482025812069575
UKF3,0.03234346682826678
UKG1,0.021401079061130684
UKG2,0.011167926092942556
UKG3,0.03333333333333333
UKH1,0.04213896958778302
UKH2,0.0666712336242199
UKH3,0.054420269032319384
UKI3,0.06666666666666667
UKI4,0.06666666666666667
UKI5,0.06191580692927043
UKI6,0.07779270013173421
UKI7,0.062498584886391956
UKJ1,0.033301436652739845
UKJ2,0.09870324830214182
UKJ3,0.06495362843076388
UKJ4,0.07143493741750717
NO09,0.05102651386211316
NO0A,0.002007779680813352
NO0B,0.0
HR05,0.003329655776421229
HR06,0.022156325976053874
NO02,0.08704382383730262
NO06,0.010165221989154816
NO07,0.00098045296035707
NO08,0.0812318380145977
