nuts,September Days With High Fire Danger (days) ensemble median - RCP4.5 - (2011 - 2040)
DE50,0.19350619514783224
DE60,0.3200018882751465
DE71,0.4022170970837275
DE72,0.17287336091200511
DE73,0.11918632350862027
DE80,0.3669674312695861
DE91,0.23626354013880094
BG41,0.7648310451768339
BG42,3.811708883692821
CH01,0.006188660115003586
AT32,0.0
AT33,0.0017640702736874422
AT34,0.0017631756762663522
BE10,0.21668866475423176
BE23,0.45302885919809344
BE24,0.19486951157450677
BE25,0.4239342963943879
BE31,0.16668011595805485
BE32,0.2615477609137694
BE33,0.10570894082387289
BE34,0.16703472050527732
BE35,0.18051897746821244
BG31,2.670136403509726
BG32,1.3314942327638468
BG33,1.6840484988565245
BG34,3.1304778799414636
DE92,0.23003338960309824
DE93,0.2972343201438586
DE94,0.22829052358865737
CZ07,0.22904494032263756
CZ08,0.13157491236925126
AL01,0.7214425891637802
AL02,2.7695615008473395
AL03,2.993007197417319
AT11,0.34637254029512404
AT12,0.235645526368171
AT13,0.5166266416509946
AT21,0.0006222128868103027
AT22,0.000395225298901399
AT31,0.0014399601767460504
DK05,0.14125361070036888
BE21,0.333203365902106
BE22,0.2255538875857989
ES43,15.980164368947348
ES51,2.193879668538769
ES52,7.77268967628479
ES53,2.9007773995399475
ES61,16.179138032595315
ES62,13.277359978357952
ES63,0.0
ES64,0.0
CH02,0.007988753231863181
CH03,0.016645455981294313
CH04,0.014306439956029256
CH05,0.005737757682800293
CH06,0.0024621973435084024
CH07,0.0
CY00,24.68199421564738
CZ01,0.3913751393556595
CZ02,0.3941141622761885
CZ03,0.09316777462760607
CZ04,0.2889073093732198
CZ05,0.20193421070774395
CZ06,0.32172470713655155
DE40,0.4912369158895065
EL53,4.729772263144453
EL54,3.109514506657918
EL61,4.798678103337685
EL62,0.0
EL63,7.573614434401194
ES70,0.0
ITC1,0.1105815453765293
ITC2,0.014478980501492818
DE11,0.1383176039904356
DE12,0.19271657740076384
DE13,0.07552022958795229
DE14,0.0076094431181748705
DE21,0.017795785702764987
DE22,0.02078897406657537
DE23,0.07580151185393333
DE24,0.17121996209025384
DE25,0.2273255797723929
DE26,0.2091393070295453
DE27,0.0318800492833058
DE30,0.5541594038407008
EL42,13.633333333333333
LV00,0.1203016525444885
ME00,0.30750786401331426
MK00,3.313183620075385
MT00,0.0
NL11,0.12826097408930462
NL12,0.08539102822542191
EL64,8.712033392985662
EL65,12.040479111671448
ES11,2.490813201914231
ES12,0.2662278158590198
ES13,0.6283221108218034
ES21,1.2781595578417182
ES22,4.2500175956636665
ES23,4.5014844616254175
ES24,6.839302983755867
ES30,13.569602211316427
IE05,0.08993288101628423
IE06,0.0672768683793644
IS00,0.0015274066555624208
ITC3,0.035995113849639895
FI19,0.029009467083960773
FI1B,0.09613359067589045
FI1C,0.0736619641383489
DEA1,0.16502191598216692
DEA2,0.1829880353063345
DEA3,0.18854784791668255
DEA4,0.19089746872584026
DEA5,0.12596872188150882
DEB1,0.29838550705462696
DEB2,0.2355597298592329
DEB3,0.49786949443320433
DEC0,0.42734125927090644
DED2,0.24439221334954103
DED4,0.13853411823511125
DED5,0.3870605501035849
DEE0,0.3488702337878446
DEF0,0.2071450762450695
DEG0,0.20513224961857002
DK01,0.2500527595480283
DK02,0.25173175844053425
DK03,0.14111493012557427
DK04,0.11846154034137726
ES41,8.366365003585816
ES42,13.733660944302876
HU23,0.5733000131013493
HU31,1.3411538963516554
HU32,1.769303139547507
HU33,1.3923406309758624
IE04,0.03825391462693612
EE00,0.13023960989279051
EL30,19.451256370544435
EL41,19.6
EL43,20.367023531595866
EL51,7.936949197451273
EL52,4.112422687808673
FI20,0.1
FR10,1.4137546723087628
FRB0,1.893086994998157
FRC1,1.1092839687131346
FRC2,0.3848839142980675
FRD1,0.8544802049795787
FRD2,0.9550264577070872
FRE1,0.6129152386759719
FRE2,0.8186626485548913
FRF1,0.2180921873698632
NL13,0.14684560894966125
NL21,0.1825085997581482
NL22,0.14210566679636638
NL23,0.19279650052388508
NL31,0.15274969935417176
NL32,0.11673653920491536
ITG2,8.698715600619714
ITH1,0.0021673480048775675
ITH2,0.0
FRI3,2.502034183839957
FRJ1,4.104864534238974
FRJ2,1.4577894744928925
FRK1,0.9403936413737635
FRK2,0.9126653573786219
FRL0,3.228344908667107
FRM0,1.8687324456870555
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,19.68193769454956
TR32,21.31913293202718
TR33,17.963358052571614
HR03,0.8523860553900401
HR02,0.5435048993056019
HU11,1.1624498451749483
HU12,1.3423193974420429
HU21,0.7510567758232355
HU22,0.5760463039080302
PT16,11.323130734761556
PT17,11.792419211069744
FRF2,0.7212585144055387
FRF3,0.3464314232269923
FRG0,2.4189128412554664
FRH0,1.0532661865775783
FRI1,1.7168036673218012
FRI2,0.9972859730323156
ITC4,0.11899993953605494
ITF1,0.5317129246890545
ITF2,2.486504713197549
ITF3,2.385340163980921
ITF4,7.213624536494414
ITF5,4.836115305001537
ITF6,1.649267073472341
ITG1,6.8436202764511105
LT01,0.13828487986077864
LT02,0.1199541763557742
LU00,0.21515156999230384
PL22,0.3124496759225925
PL41,0.48907209920386474
PL42,0.31755314618349073
PT18,15.994515816370646
PT20,0.0
PT30,0.0
RO11,0.35119345497029525
RO12,0.0656402714860936
RO21,0.5067667058048149
RO22,2.388687244802713
RO31,1.5119243993113438
RO32,1.0478635830183824
ITH3,0.08238325466712317
ITH4,0.0038049695392449695
ITH5,0.61480075083673
ITI1,0.9860282493134339
ITI2,1.730471537883083
ITI3,1.1803971489270528
ITI4,1.3277664303779602
LI00,0.0
FI1D,0.006697300904973721
TR82,7.001899216572443
TR83,7.6571877559026085
TR90,2.303069298962752
TRA1,11.23869336048762
TRA2,0.452120170990626
PL43,0.6072354330060382
PL51,0.3425136640667915
PL52,0.39407430328428744
PL61,0.2897957014540831
PL62,0.16925447614242634
PL63,0.20680554068336884
PL71,0.5601165781418482
PL72,0.23441352819403014
PL81,0.17162087516238292
PL82,0.04119754172861576
PL84,0.15867762863636017
PL91,0.15298116480310758
PL92,0.19150520755598943
PT11,6.83944095770518
PT15,16.624716488520303
TRB1,25.834534899393717
TRB2,22.84109010696411
TRC1,28.137206331888834
RS12,1.8062087289988995
RS21,0.7618651525738339
RS22,1.8820541776095827
SE11,0.11133798360824584
SE12,0.1304092668617765
NL33,0.13783751378456752
NL34,0.33725058163205784
NL41,0.20682489772637686
NL42,0.18979330534736316
PL21,0.06067528969918688
UKM6,0.0007445173958937327
TR22,15.974263366063436
TRC2,29.18778750101725
TRC3,29.455885442097983
UKC1,0.0707401795933644
UKC2,0.03131087049841881
UKD1,0.01203255783766508
UKD3,0.07331784715255102
UKD4,0.04222133755683899
UKD6,0.08047536350786685
UKD7,0.060019278526306154
UKE1,0.5466781492034595
UKE2,0.22448794556160767
UKE3,0.4599381153782209
RO41,2.2091800009210902
RO42,0.5429322468737762
RS11,1.9107023306190967
TR41,13.546548716227214
TR42,3.01483688801527
TR51,19.83030153910319
TR52,24.04844929377238
TR61,17.82324313322703
TR62,17.149518076578776
TR63,24.13588701883952
TR71,23.477615038553875
TR72,19.782087818781534
TR81,2.0621255420148374
UKK1,0.44377770125865934
UKK2,0.28342705269654594
UKK3,0.1304563820362091
UKK4,0.14519865910212199
UKL1,0.040363842124740285
UKL2,0.08779805414378643
UKM5,0.005100432286659877
UKM7,0.03283593527351816
UKM8,0.015845788021882374
UKM9,0.028168786658595006
UKN0,0.018891113996505737
SE21,0.06969603742472827
SE22,0.13150397116939228
SE23,0.11375376917421817
SE31,0.039232312228220205
SE32,0.0015274794461826483
SE33,0.0010466228239238262
SI03,0.041592685816188656
SI04,0.020846686388055483
SK01,0.9281585779041052
SK02,0.8695709523123999
SK03,0.12480122310419878
SK04,0.1300433902690808
TR10,7.981029899915059
TR21,13.683615191777546
UKE4,0.17788414905468622
UKF1,0.5206250774363677
UKF2,0.6702737229565779
UKF3,0.8199341905613741
UKG1,0.3526848075290521
UKG2,0.15725843993326027
UKG3,0.28904098669687905
UKH1,0.8357551390926043
UKH2,0.9282564543187618
UKH3,0.8116143137216568
UKI3,0.6665767123301823
UKI4,0.5746843328078588
UKI5,0.6233805924654007
UKI6,0.5833258628845215
UKI7,0.737321017185847
UKJ1,0.7309811666607857
UKJ2,0.6000924497842789
UKJ3,0.5106204662472009
UKJ4,0.5549178943037987
NO09,0.041188506456092
NO0A,0.0011575351313998302
NO0B,0.0
HR05,0.2600294565161069
HR06,0.27718331577877203
NO02,0.009142409327129524
NO06,0.0
NO07,0.0003736700241764387
NO08,0.025737320818006993
