nuts,May Days With High Fire Danger (days) ensemble median - RCP4.5 - (2041 - 2070)
DE50,0.20719477285941443
DE60,0.4334786765277386
DE71,0.2241951860487461
DE72,0.06983217733601729
DE73,0.08205849975347519
DE80,0.37009798986837267
DE91,0.3108933561791976
BG41,0.15693419066568215
BG42,0.9727981911661724
CH01,0.0024607564012209576
AT32,0.01734435980518659
AT33,0.0096175417304039
AT34,0.014019899566968282
BE10,0.4333773295084635
BE23,0.3029177372654279
BE24,0.3533227880795797
BE25,0.22764819885293644
BE31,0.2768760244051615
BE32,0.2938190228616198
BE33,0.12172335137923558
BE34,0.07516156534353892
BE35,0.1746798555056254
BG31,1.0977620739489793
BG32,0.9600099651142955
BG33,0.6877495719119906
BG34,0.8515405563948055
DE92,0.3018617539977034
DE93,0.5202392919609944
DE94,0.3555414203243951
CZ07,0.18219092978785437
CZ08,0.12317874679962794
AL01,0.1451073097685973
AL02,0.6150594390928745
AL03,0.9085176084190607
AT11,0.3635971009110411
AT12,0.24812815226614476
AT13,0.5777244458595912
AT21,0.0030899515996376673
AT22,0.010379929623256127
AT31,0.024587264967461428
DK05,0.13509261508782705
BE21,0.41330656098822754
BE22,0.29963863665858903
ES43,7.724000787734985
ES51,2.4267324646313986
ES52,5.835136684402824
ES53,1.7149655203024545
ES61,9.328318937619526
ES62,11.171008980025848
ES63,0.0
ES64,0.0
CH02,0.008023155977328618
CH03,0.010586775342623393
CH04,0.0
CH05,0.00381287212173144
CH06,0.003704640145103137
CH07,0.0039002691706021627
CY00,14.891489044825237
CZ01,0.24558061063289643
CZ02,0.2441032997953395
CZ03,0.052856787387281653
CZ04,0.21227220793565113
CZ05,0.19378917934373022
CZ06,0.4106328278159102
DE40,0.49546960451019306
EL53,1.0908913794904946
EL54,0.9690235329171022
EL61,2.2247876554727553
EL62,0.0
EL63,3.2196083974093197
ES70,0.0
ITC1,0.06981869122634331
ITC2,0.0028913299242655436
DE11,0.1291896730661392
DE12,0.158328918988506
DE13,0.02080631790061792
DE14,0.02699344027787447
DE21,0.04332186517616113
DE22,0.10252207340672612
DE23,0.16505570250252882
DE24,0.20361334731181463
DE25,0.19270370701948802
DE26,0.14227362554520367
DE27,0.05939605335394541
DE30,0.5416754489143689
EL42,3.3333333333333335
LV00,0.17010604777218152
ME00,0.10385812508563201
MK00,1.030669153823207
MT00,0.0
NL11,0.1898112381498019
NL12,0.20226279124617577
EL64,4.516544082884987
