nuts,Summer Days With High Fire Danger (days) ensemble median - RCP4.5 - (2071 - 2100)
DE50,1.7189958462348351
DE60,2.5623792684995212
DE71,4.711713434985051
DE72,1.9781257811074073
DE73,1.704293287717379
DE80,2.2719648445311647
DE91,2.2262012488566914
BG41,6.343066917015956
BG42,18.26338657966027
CH01,0.1236721076644384
AT32,0.012883015550099887
AT33,0.025467208300072413
AT34,0.01614380799807035
BE10,2.03891842181866
BE23,1.467438349357018
BE24,1.4648722630853837
BE25,1.593276477777041
BE31,1.22447957442357
BE32,1.293692532640237
BE33,1.1569201218394132
BE34,1.5721422482568483
BE35,1.22863408521964
BG31,16.396982963268574
BG32,10.949428026492779
BG33,16.622864136329063
BG34,18.779462814331055
DE92,2.188038197560952
DE93,2.752060065762355
DE94,2.34799939322357
CZ07,1.931307234443151
CZ08,1.0263617136157477
AL01,8.436794601953947
AL02,28.29799644763653
AL03,31.943799238938553
AT11,4.752686623197335
AT12,3.2505349551255884
AT13,7.25662636756897
AT21,0.02425044574416601
AT22,0.09171796833666471
AT31,0.10786101494271022
DK05,0.70678222236725
BE21,1.8203004168776364
BE22,1.8472725588541765
ES43,74.99849583552434
ES51,27.361835039578953
ES52,56.80558072603666
ES53,33.76257691016564
ES61,72.61785008357121
ES62,75.09018560556265
ES63,0.0
ES64,0.0
CH02,0.45722198715576756
CH03,0.6807892614832292
CH04,0.36282883412562883
CH05,0.06916280979147324
CH06,0.07378710089967801
CH07,0.02736783715394827
CY00,83.67783883901743
CZ01,3.6808868050575256
CZ02,3.248023490134913
CZ03,1.0409191467154484
CZ04,2.6882264705804677
CZ05,1.7690369824950511
CZ06,3.0370993677240152
DE40,4.1020120697525835
EL53,32.611341788218574
EL54,30.9177484695728
EL61,38.96005601149339
EL62,0.0
EL63,51.66241807204027
ES70,0.0
ITC1,1.5666337517591624
ITC2,0.31786321905943066
DE11,2.35576847081001
DE12,3.078035573546703
DE13,1.5720322808394065
DE14,0.6127829184898963
DE21,0.43833231166578257
DE22,0.6868982888185061
DE23,1.7044367079551404
DE24,2.5562991958398085
DE25,2.854272737382696
DE26,3.079102624494296
DE27,0.6269218749724902
DE30,5.000350177288055
EL42,56.76923076923077
LV00,0.8336730209143403
ME00,3.9386372233812628
MK00,25.574906605940598
MT00,0.0
NL11,1.1729530554551344
NL12,0.7748781654697198
EL64,55.18966733492338
EL65,68.3751329275278
ES11,14.313706471369816
ES12,1.10643235880595
ES13,2.041638691837971
ES21,4.663554945817361
ES22,23.730981239905724
ES23,26.216251666729267
ES24,46.355661392211914
ES30,63.939717512864334
IE05,0.6086029204754875
IE06,0.5062134879139754
IS00,0.2360632739817867
ITC3,0.9200527966022491
FI19,0.27028618939220905
FI1B,0.8331328561672797
FI1C,0.6587105184220351
DEA1,2.063619696176969
DEA2,1.9236898423674016
DEA3,2.4452597315494833
DEA4,1.890676661179616
DEA5,1.3885092686575193
DEB1,2.960266195810758
DEB2,2.6776099033080616
DEB3,4.736388588180909
DEC0,4.115491688824617
DED2,2.264631145705397
DED4,1.6169263531382267
DED5,3.959511527648339
DEE0,3.2848128905663123
DEF0,1.565164680664356
DEG0,2.4700350396764965
DK01,1.2694341402787428
DK02,0.875472522698916
DK03,0.8910974063552343
DK04,0.6194011480189286
ES41,43.15741274907039
ES42,70.49942368727464
HU23,7.209749982907222
HU31,7.527301444457128
HU32,9.269242654626186
HU33,10.510896727442741
IE04,0.3374057005231197
EE00,0.5412302284788054
EL30,81.17108095609225
EL41,78.07692307692308
EL43,80.21409020057091
EL51,31.50184103158804
EL52,27.243133288163406
FI20,0.8461538461538461
FR10,7.257304659256568
FRB0,10.227426982842958
FRC1,6.030757056405911
FRC2,3.9019769344192285
FRD1,3.1057438460680156
FRD2,3.0798397994098754
FRE1,1.667958707190477
FRE2,2.8524854196808658
FRF1,3.9503265814139294
NL13,2.060747219966008
NL21,2.686462465387124
NL22,2.1909001893722095
NL23,2.0548706513184767
NL31,1.6152254663980925
NL32,0.8963514062074515
ITG2,60.56815572885367
ITH1,0.030001774430274963
ITH2,0.04089196570790731
FRI3,9.818703186053495
FRJ1,28.97155160170335
FRJ2,8.180718791026335
FRK1,5.331899577608476
FRK2,6.985911415173457
FRL0,27.767600279587967
FRM0,15.222352064572847
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,79.22446089524489
TR32,79.28933363694411
TR33,70.52714245135968
HR03,11.379355540642372
HR02,4.847424101371032
HU11,10.500438653505766
HU12,10.678334197172752
HU21,9.455483672137444
HU22,6.898453996731685
PT16,54.21911298311674
PT17,60.107880518986626
FRF2,4.3496363291946745
FRF3,4.148840544315485
FRG0,9.349692738973177
FRH0,4.460534028135813
FRI1,6.549831908052931
FRI2,4.340032945458706
ITC4,2.290823126068482
ITF1,12.459552955168943
ITF2,27.564195999732384
ITF3,32.9411343061007
ITF4,60.37854590782752
ITF5,51.778626662034256
ITF6,25.2658131305988
ITG1,67.6251473060021
LT01,1.6574229661088724
LT02,1.8450642347049255
LU00,2.590581242281657
PL22,2.0548512018643894
PL41,5.324319848647485
PL42,2.2797675106960993
PT18,73.72665463961087
PT20,0.0
PT30,0.0
RO11,1.808372272608372
RO12,0.4570914554911164
RO21,3.782498385470647
RO22,19.94106046970074
RO31,10.58874168762794
