nuts,Autumn Days With High Fire Danger (days) ensemble median - RCP8.5 - (2071 - 2100)
DE50,0.22351990640163422
DE60,0.40014315797732425
DE71,2.2677269709798007
DE72,0.956942522755036
DE73,0.8514750604159557
DE80,0.7638199329376221
DE91,1.0896687041968107
BG41,2.4626053010041895
BG42,7.974889626869788
CH01,0.14413922695586315
AT32,0.01934692492851844
AT33,0.03352023417559954
AT34,0.016303544147656515
BE10,1.1922569274902344
BE23,1.3477292931996858
BE24,1.3656205649559314
BE25,1.58054004323024
BE31,1.3729983522341802
BE32,1.7860081860652337
BE33,1.1404220771331053
BE34,1.4561328635765955
BE35,1.2891179277346685
BG31,5.059328244282649
BG32,3.09648002555164
BG33,4.600005862231438
BG34,6.72958767414093
DE92,0.7643473240045401
DE93,0.6023341549130586
DE94,0.48196168859990746
CZ07,0.676214065689307
CZ08,0.449451289497889
AL01,5.769397435279993
AL02,10.52877703996805
AL03,10.956896213384775
AT11,0.5767592122921577
AT12,0.4684361173556401
AT13,0.6919686289934012
AT21,0.0028326872449654797
AT22,0.0018326456730182355
AT31,0.015507205174519466
DK05,0.07687694292802078
BE21,1.1120060338423803
BE22,1.4613903027314405
ES43,35.99915203681359
ES51,5.890993187060723
ES52,16.432554024916428
ES53,7.950355130892533
ES61,34.269781626187836
ES62,26.01268907693716
ES63,0.0
ES64,0.0
CH02,0.23332870465058547
CH03,0.4083524936666855
CH04,0.15926081400651199
CH05,0.08575611088711482
CH06,0.036906689405441284
CH07,0.0
CY00,50.823509216308594
CZ01,1.3644896802993922
CZ02,1.4881161319521756
CZ03,0.289757564663887
CZ04,1.050360694527626
CZ05,1.001254075135176
CZ06,0.9102250841947702
DE40,1.6724083695847254
EL53,11.195556182127733
EL54,12.595282774705153
EL61,11.200100311866173
EL62,0.0
EL63,18.291807926618137
ES70,0.0
ITC1,0.4752263562897077
ITC2,0.32441018464473576
DE11,1.1382500169655452
DE12,1.3796001363259096
DE13,0.605358040963228
DE14,0.2377945024233598
DE21,0.07586775361918487
DE22,0.15120429832201737
DE23,0.3974353620925775
DE24,1.038821885218987
DE25,1.1554109798027918
DE26,1.432720124721527
DE27,0.17505725071980402
DE30,2.0484372881742625
EL42,33.53846153846154
LV00,0.30438941487899196
ME00,3.0676106902269216
MK00,9.078433421941904
MT00,0.0
NL11,0.21919919091921586
NL12,0.1781306633582482
EL64,19.927571370051457
EL65,23.921796248509335
ES11,6.603526793993437
ES12,1.6161718828460345
ES13,2.4712098355476675
ES21,3.903621718287468
ES22,10.455835351577171
ES23,11.247763771277208
ES24,16.462569823631874
ES30,25.32327835376446
IE05,0.6129227006951203
IE06,0.5720997114594166
IS00,0.013540079924636163
ITC3,0.4001626945458926
FI19,0.035479928438480086
FI1B,0.07387095231276292
FI1C,0.06492138825930081
DEA1,0.8961312553057303
DEA2,0.9872376964642451
DEA3,0.7579571008682251
DEA4,0.8333033586923893
DEA5,0.7413185721693131
DEB1,1.6489594962734442
DEB2,1.7241160388176258
DEB3,2.637565305026678
DEC0,2.173404322220729
DED2,0.8019611107615324
DED4,0.8317017500790266
DED5,1.8848249316215515
DEE0,1.6836718825193553
DEF0,0.48511525931266636
DEG0,1.4227721573641667
DK01,0.19230787341411298
DK02,0.4535749311057421
DK03,0.26083891838788986
DK04,0.18362185101096445
ES41,19.370631107917198
ES42,30.587174268869255
HU23,1.3964057736671889
HU31,2.739975654735015
HU32,3.8308559504265967
HU33,3.960923678599871
IE04,0.4734950799208421
EE00,0.0762910284101963
EL30,39.58910428560697
EL41,35.19230769230769
EL43,41.26402370746319
EL51,15.77295391376202
EL52,8.289879922683422
FI20,0.23076923076923078
FR10,5.845128133319891
FRB0,7.6654141155573035
FRC1,3.277672617194744
FRC2,2.3789666219112964
FRD1,3.277329319801468
FRD2,3.4799198714586406
FRE1,2.3061214459057036
FRE2,3.6989585986504188
FRF1,1.4337592457349484
NL13,0.5665523662016942
NL21,0.7498060487783872
NL22,0.7397617468467126
NL23,0.40210021000642043
NL31,0.63480982872156
NL32,0.19297864345403817
ITG2,16.119323400350716
ITH1,0.055051206109615475
ITH2,0.01708681222337943
FRI3,7.6399368689610405
FRJ1,6.900079000454682
FRJ2,3.893176568958622
FRK1,3.018453280513103
FRK2,2.1874381278713164
FRL0,5.195934179883737
FRM0,4.762176366952749
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,36.69665747422438
TR32,41.51760937617375
TR33,34.344592314500076
HR03,4.259483883014092
HR02,1.2169524356722832
HU11,2.836783319711685
HU12,3.0622692750050473
HU21,2.4922022584539194
HU22,1.2810646970398152
PT16,22.46640528165377
PT17,19.54645641033466
FRF2,3.326647608469312
FRF3,2.6016264179578195
FRG0,7.410988185554743
FRH0,4.752806726843119
FRI1,4.102155400583377
FRI2,3.3706803949406514
ITC4,0.4555960838468029
ITF1,2.0412505452449503
ITF2,6.956811813207773
ITF3,6.665400078663459
ITF4,15.056492071885328
ITF5,11.25733623596338
ITF6,5.654978697116558
ITG1,16.29528096088996
LT01,0.26913271042016834
LT02,0.2748335049702571
LU00,1.9126111578482847
PL22,1.0006393091036723
PL41,1.437866996257351
PL42,1.0340377798733802
PT18,28.936401440547062
PT20,0.0
PT30,0.0
RO11,1.3686730284960225
RO12,0.45309913344681263
RO21,1.38494044685593
RO22,4.927734503379235
RO31,3.1347244926370106
RO32,1.8935100270005374
ITH3,0.22711713669391778
ITH4,0.012324901727529673
ITH5,1.886732898795834
ITI1,3.0336155478770914
ITI2,5.695007269199078
ITI3,3.921731946560053
ITI4,4.17747887969017
LI00,0.0
FI1D,0.009979667424116857
TR82,13.588143605452318
TR83,14.78159603705773
TR90,5.788238011873686
TRA1,23.185308016263523
TRA2,7.0329803961973925
PL43,1.6298591784703045
PL51,1.135081538429054
PL52,1.0592208292621832
PL61,1.230775664632137
PL62,0.5867396942698039
PL63,0.6890631527281724
PL71,1.225525092620116
PL72,1.2160403573025877
PL81,1.198373636803948
PL82,0.6829059884095421
PL84,0.662127289061363
PL91,0.565750514372037
PL92,0.8013312283616799
