nuts,September Days With High Fire Danger (days) ensemble median - RCP4.5 - (2071 - 2100)
DE50,0.02318760981926551
DE60,0.09247314586089207
DE71,0.5140239963164697
DE72,0.2519758939743042
DE73,0.20162755709428054
DE80,0.354412970204766
DE91,0.42442485274603736
BG41,0.8217057367930045
BG42,4.483421995089604
CH01,0.007076554000377655
AT32,0.0
AT33,0.004068589912584195
AT34,0.0
BE10,0.8077430725097656
BE23,0.9237157943157049
BE24,0.8385722204469718
BE25,1.0594826790575798
BE31,0.8522106867570144
BE32,0.9826821478513571
BE33,0.5013461617323068
BE34,0.6433666852804331
BE35,0.614720303278703
BG31,2.6264704695114722
BG32,1.2259297080051441
BG33,1.487119865961946
BG34,3.472509164649707
DE92,0.5544542125784434
DE93,0.29735506197007805
DE94,0.18657596065447882
CZ07,0.14210192629924187
CZ08,0.09990227279754785
AL01,1.458946565595957
AL02,3.3576063983715496
AL03,4.174623539814582
AT11,0.18277197216565794
AT12,0.15419880859553814
AT13,0.28202051382798415
AT21,0.0
AT22,0.0
AT31,0.0
DK05,0.0592922568321228
BE21,0.6121233621468911
BE22,0.5945795453511752
ES43,17.70158731020414
ES51,3.189757839991496
ES52,10.311553588280312
ES53,2.9659048250088325
ES61,18.49740301645719
ES62,17.63499168249277
ES63,0.0
ES64,0.0
CH02,0.032830700278282166
CH03,0.05233698481550583
CH04,0.0
CH05,0.011076622284375705
CH06,0.0
CH07,0.0
CY00,25.00558823805589
CZ01,0.31698980927467346
CZ02,0.3272374962241604
CZ03,0.13950294714707595
CZ04,0.15569353232590052
CZ05,0.10484294765270673
CZ06,0.22127268721277898
DE40,0.4592475313693285
EL53,4.808321583729524
EL54,4.635387379389543
EL61,5.076740136513343
EL62,0.0
EL63,9.530790292299711
ES70,0.0
ITC1,0.15749545252093902
ITC2,0.06369642798717205
DE11,0.2737459729497249
DE12,0.27575882638876253
DE13,0.1804637759923935
DE14,0.03349991543934895
DE21,0.035540081130770534
DE22,0.05509613712246601
DE23,0.20104958002383894
DE24,0.12545586449022478
DE25,0.40327760806450474
DE26,0.21017247896928054
DE27,0.07001181290699886
DE30,0.48073561833455014
EL42,14.384615384615385
LV00,0.06691372351577649
ME00,0.8569773841076173
MK00,4.181461902765127
MT00,0.0
NL11,0.04741412401199341
NL12,0.033808997044196494
EL64,9.918645528646616
EL65,14.4124572460468
ES11,3.7207578191390405
ES12,0.6197460706417377
ES13,0.842037958594469
ES21,1.3869435557952294
ES22,4.7631064378298245
ES23,5.0485839660351095
ES24,8.97284771845891
ES30,14.406975471056425
