nuts,April Days With High Fire Danger (days) ensemble median - RCP4.5 - (2011 - 2040)
DE50,0.02340055505434672
DE60,0.0
DE71,0.023824871331453324
DE72,0.005057079096635182
DE73,0.008945271621147792
DE80,0.021943827470143635
DE91,0.04696061685681343
BG41,0.04446397610008716
BG42,0.04525807121147712
CH01,0.011682602080206076
AT32,0.025638612111409505
AT33,0.02092776894569397
AT34,0.010505763689676921
BE10,0.08331133524576823
BE23,0.048681130011876426
BE24,0.07830627262592316
BE25,0.009809138129154842
BE31,0.06666666666666667
BE32,0.07462506790955861
BE33,0.03212436735630035
BE34,0.016156128297249477
BE35,0.03438899864753087
BG31,0.28550742343068125
BG32,0.12566948433717093
BG33,0.14720057000716527
BG34,0.0495400208979845
DE92,0.024208487197756767
DE93,0.039750584339102106
DE94,0.10621790985266368
CZ07,0.07059266368548076
CZ08,0.049136589467525485
AL01,0.006535543998082479
AL02,0.044980502625306444
AL03,0.03895581377049287
AT11,0.21880519626041253
AT12,0.12077622053523858
AT13,0.1222088654836019
AT21,0.001238794500629107
AT22,0.03511932482942939
AT31,0.042943504794190325
DK05,0.0015040166676044465
BE21,0.12411581066747507
BE22,0.08169539173444113
ES43,2.2620094819304843
ES51,1.8147199018547933
ES52,4.936038821935654
ES53,0.9115305018921693
ES61,2.97321565511326
ES62,7.948314567406972
ES63,0.0
ES64,0.0
CH02,0.012591018838187059
CH03,0.010625692084431648
CH04,0.002390894542137782
CH05,0.004782303795218467
CH06,0.008609156434734663
CH07,0.011789084474245707
CY00,4.683389926453431
CZ01,0.19557527204354605
CZ02,0.15201066468531887
CZ03,0.06354230865836144
CZ04,0.1724292698005835
CZ05,0.04570035642633836
CZ06,0.15393049015353125
DE40,0.08432804346084595
EL53,0.12618104436745245
EL54,0.01796914686759313
EL61,0.42772823621829353
EL62,0.0
EL63,0.18173611679424842
ES70,0.0
ITC1,0.041432055675735074
ITC2,0.007260258495807648
DE11,0.04146217716236909
DE12,0.01625265069305897
DE13,0.012337733805179597
DE14,0.015891091028849284
DE21,0.041931523693104586
DE22,0.05719564134875933
DE23,0.07404527515172958
DE24,0.051130688190460204
DE25,0.100206691523393
DE26,0.017512182394663494
DE27,0.025699828347812096
DE30,0.09166959126790365
EL42,0.4666666666666667
LV00,0.003955860443723699
ME00,0.014753826210896175
MK00,0.20223676754782596
MT00,0.0
NL11,0.06924318671226501
NL12,0.0772613247235616
EL64,0.743218218597273
EL65,0.48558960066487394
ES11,0.10030767805874348
ES12,0.03570056160291036
ES13,0.026498963683843614
ES21,0.03652321888754765
ES22,0.6988253643115362
ES23,0.5608407814055681
ES24,3.221760329604149
ES30,1.5307292381922404
IE05,0.000623079730818669
IE06,0.0004443805975218614
IS00,6.839182072629532e-05
ITC3,0.011099474504590034
FI19,0.006910337725033363
FI1B,0.0
FI1C,0.0070303745723019045
DEA1,0.08115652420868476
DEA2,0.01275168415158987
DEA3,0.1458954801162084
DEA4,0.028769679243365924
DEA5,0.020017139116923013
DEB1,0.01393020823597908
DEB2,0.005202236771583557
DEB3,0.03618167166908582
DEC0,0.03023404354850451
DED2,0.049391371694703895
DED4,0.04894661388049523
DED5,0.07266690383354822
DEE0,0.08596184023966393
DEF0,0.020238413413365682
DEG0,0.026364300648371378
DK01,0.027754404147466025
DK02,0.003669140487909317
DK03,0.0333653644969066
DK04,0.015475862224896749
ES41,0.9851466977658371
ES42,2.9774011264244717
HU23,0.13105833098913233
HU31,0.3396600722335279
HU32,0.41016906456400953
HU33,0.3747897704131901
IE04,0.0
EE00,0.0007601567233602206
EL30,3.318597615758578
EL41,0.18333333333333332
EL43,3.8439859931667644
EL51,0.12543635529776415
EL52,0.11670148114984234
FI20,0.0
FR10,0.09094762044648329
FRB0,0.1739388270303607
FRC1,0.11786488350480795
FRC2,0.059612630121409896
FRD1,0.04833873470003406
FRD2,0.05132361352443695
FRE1,0.038411678622166316
FRE2,0.06676439295212427
FRF1,0.03585596792399883
NL13,0.13852044492959975
NL21,0.20152482390403748
NL22,0.18633086911092203
NL23,0.15936990653475125
NL31,0.16666666666666666
NL32,0.08774433930714926
ITG2,0.7683172427117825
ITH1,0.0007274029776453972
ITH2,0.002778954120973746
FRI3,0.22546859054515758
FRJ1,0.6054381520487369
FRJ2,0.18785541860076288
FRK1,0.1450624254066497
FRK2,0.13300843366111317
FRL0,0.6085850566936036
FRM0,0.05578349381685257
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.44288941261669
TR32,1.3579152143249908
TR33,1.2367074099369346
HR03,0.035493077741314966
HR02,0.1445241084943215
HU11,0.4125329410036405
HU12,0.44969838112592697
HU21,0.2221854221696655
HU22,0.2171601793418328
PT16,1.3351052198248605
PT17,2.0290215462446213
FRF2,0.08353360990683238
FRF3,0.04271255768835545
FRG0,0.15743476585485042
FRH0,0.12330840149273475
FRI1,0.1945774210927387
FRI2,0.17990297985573608
ITC4,0.14544467870146036
ITF1,0.030583935727675756
ITF2,0.1701637629419565
ITF3,0.05952181840936343
ITF4,0.7777691651135683
ITF5,0.42266587950289247
ITF6,0.07091654141743978
ITG1,1.8741738971943656
LT01,0.0
LT02,0.0013243502626816431
LU00,0.006700532138347625
PL22,0.11766929527123769
PL41,0.09517650632187724
PL42,0.01571741181736191
PT18,2.6794455451890826
PT20,0.0
PT30,0.0
RO11,0.046336258326967555
RO12,0.014464829008405407
RO21,0.14306013761088252
RO22,0.369480904409041
RO31,0.31818006532266735
RO32,0.27129412566622096
ITH3,0.03274642825126648
ITH4,0.0030344684918721518
ITH5,0.0995140451627473
ITI1,0.009894432468960683
ITI2,0.0511872207125028
ITI3,0.01625454972187678
ITI4,0.019437079752484956
LI00,0.0
FI1D,0.003398726317876329
TR82,0.3917061156282822
TR83,0.42897322662174703
TR90,0.005863241323580345
TRA1,0.06292891868700584
TRA2,0.0
PL43,0.1085448415329059
PL51,0.09971477861205737
PL52,0.12012219230333963
PL61,0.04561205059289932
PL62,0.019423533386240404
PL63,0.019500963979711135
PL71,0.12400770724440614
PL72,0.08839535644898812
PL81,0.05487833153456449
PL82,0.043534573074430226
PL84,0.008000232030948002
PL91,0.033349900816877685
PL92,0.03530863793566823
PT11,0.4999609634280205
PT15,3.8112640579541526
TRB1,0.5625757647988697
TRB2,0.0874347319205602
TRC1,2.427300276979804
RS12,0.625001418714722
RS21,0.10429208682229121
RS22,0.1191568237884591
SE11,0.005007096131642659
SE12,0.025408728793263436
NL33,0.07995972037315369
NL34,0.05177442530790965
NL41,0.12007457328339417
NL42,0.04845107793807983
PL21,0.05259535623093446
UKM6,0.00025523710064589977
TR22,0.4219008284620941
TRC2,4.245387721310059
TRC3,4.1156468614935875
UKC1,0.01572400356332461
UKC2,0.015655406812826792
UKD1,0.0018401383111874261
UKD3,0.009976744651794434
UKD4,0.0035231788953145344
UKD6,0.0019484970718622208
UKD7,0.0
UKE1,0.01877786914507548
UKE2,0.014342206964890162
