nuts,September Days With High Fire Danger (days) ensemble median - RCP8.5 - (2071 - 2100)
DE50,0.22351990640163422
DE60,0.40014315797732425
DE71,1.7259833666567619
DE72,0.8938052476598666
DE73,0.8266478832811117
DE80,0.5869744097670684
DE91,0.9973560197708699
BG41,1.8610110563727527
BG42,6.377153057891589
CH01,0.11977039635754548
AT32,0.006445242808415339
AT33,0.025401776728148643
AT34,0.016303544147656515
BE10,1.0384107736440806
BE23,1.2002422259404109
BE24,1.204101385978552
BE25,1.3903628822702627
BE31,1.231017557474283
BE32,1.6533274490099688
BE33,1.0742990317252965
BE34,1.4137199589839349
BE35,1.2335884433526259
BG31,4.337289617611812
BG32,2.9812669615046334
BG33,4.392122550079455
BG34,5.589833452151372
DE92,0.7253027329078088
DE93,0.5704800234391139
DE94,0.46265898114786697
CZ07,0.6446426831758939
CZ08,0.4033951782263242
AL01,5.488289285164613
AL02,10.076349104826267
AL03,10.45199376803178
AT11,0.548956057200065
AT12,0.4411633243927589
AT13,0.6663584204820486
AT21,0.0028326872449654797
AT22,0.0018326456730182355
AT31,0.008885446935892105
DK05,0.02775470683207879
BE21,0.9999620662285731
BE22,1.3075070106066191
ES43,21.686818709740272
ES51,3.021008312702179
ES52,10.001994921610905
ES53,5.60774636727113
ES61,19.63969217813932
ES62,15.867266948406513
ES63,0.0
ES64,0.0
CH02,0.22807970872292152
CH03,0.3909204756984344
CH04,0.15926081400651199
CH05,0.0813239564975867
CH06,0.036906689405441284
CH07,0.0
CY00,28.16249363238995
CZ01,1.1053341455184496
CZ02,1.1699120998382568
CZ03,0.2517659899133902
CZ04,0.8355393467041162
CZ05,0.9126861625565932
CZ06,0.7334634624421597
DE40,1.4680186587457473
EL53,8.708275272296024
EL54,10.82411395586454
EL61,8.822918396729689
EL62,0.0
EL63,14.552991536947397
ES70,0.0
ITC1,0.46394553880852
ITC2,0.27098754334908265
DE11,0.909731506728209
DE12,1.2361202818843036
DE13,0.5598618752108171
DE14,0.23135855335455674
DE21,0.06717922696127342
DE22,0.11639170463268574
DE23,0.30630181228312164
DE24,0.7722749480834374
DE25,0.9433327070795573
DE26,1.0672215954042399
DE27,0.1714319154047049
DE30,1.6543444532614489
EL42,19.615384615384617
LV00,0.16385472623201516
ME00,2.778596132993698
MK00,7.158309157078083
MT00,0.0
NL11,0.20732451631472662
NL12,0.1781306633582482
EL64,14.754310131072998
EL65,19.27934639270489
ES11,5.923011564291441
ES12,1.2035550808963866
ES13,1.4206312459248762
ES21,2.9065092561336665
ES22,5.989592295426589
ES23,7.686203456841982
ES24,8.560947803350595
ES30,16.13722801208496
IE05,0.4159592804140769
IE06,0.36038615898444104
IS00,0.013061257544904947
ITC3,0.36473236404932463
FI19,0.03459442808077885
FI1B,0.029468584519166213
FI1C,0.06492138825930081
DEA1,0.8149636307587991
DEA2,0.9529831271905166
DEA3,0.7514199981322656
DEA4,0.7870031320131742
DEA5,0.6468258581769007
DEB1,1.2893443766694803
DEB2,1.6927953820962172
DEB3,2.090747091059501
DEC0,1.8807780994818761
DED2,0.7850217016843649
DED4,0.6705934608785006
DED5,1.6998655566802392
DEE0,1.4783606758484473
DEF0,0.3743578221362371
DEG0,1.1905965564342647
DK01,0.10259112944969764
DK02,0.3926345622883393
DK03,0.09900417923927307
DK04,0.026649685719838508
ES41,12.53172648870028
ES42,16.958417929135837
HU23,1.2779676524492412
HU31,2.1241548617298784
HU32,3.1967479770000162
HU33,3.5752443361740847
IE04,0.3259683847427368
EE00,0.021331318869040564
EL30,24.802806780888485
EL41,25.576923076923077
EL43,25.624769797691933
EL51,11.817573950840877
EL52,6.799142302228854
FI20,0.15384615384615385
FR10,5.09629397208874
FRB0,6.783959203328077
FRC1,2.7686095908284187
FRC2,1.8402531427832751
FRD1,2.7235509031094036
FRD2,2.7696946125764113
FRE1,2.0107474252581596
FRE2,3.1927527341131983
FRF1,1.3831231465133338
NL13,0.527965282018368
NL21,0.7163831348029467
NL22,0.6752853852051955
NL23,0.3508658684217013
NL31,0.5962952467111441
NL32,0.17366738273547247
ITG2,12.707636484732994
ITH1,0.021650502171653967
ITH2,0.006470171161569082
FRI3,5.84461022913456
FRJ1,5.8070920293147745
FRJ2,3.081494563832306
FRK1,2.254260451747821
FRK2,1.9098741444042668
FRL0,4.620648342829484
FRM0,4.149740636348724
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,25.347392008854793
TR32,25.991279895489033
TR33,23.593944256122295
HR03,4.136398824361654
HR02,1.1204947491104786
HU11,2.3751997901843143
HU12,2.480368279923613
HU21,2.2865471885754514
HU22,1.1833089647384791
PT16,15.514146327972412
PT17,16.004115471473106
FRF2,3.0938170701265335
FRF3,1.9369782788249164
FRG0,6.0405207723379135
FRH0,3.8259916053368497
FRI1,2.9110323356894345
FRI2,2.470841213487662
ITC4,0.431527389285083
ITF1,2.025196080024426
ITF2,6.748975203587459
ITF3,6.488680211397318
ITF4,13.600788593292236
ITF5,10.317303666701683
ITF6,4.484272130979941
ITG1,13.757285805848928
LT01,0.17466619381537804
LT02,0.2272198097780347
LU00,1.8161763445689127
PL22,0.7471707933224164
PL41,1.2961880136281252
PL42,0.7968431436098539
PT18,18.237524912907528
PT20,0.0
PT30,0.0
RO11,1.2845836819794316
RO12,0.44643045574999773
RO21,1.3325020433045351
RO22,4.474137088964478
RO31,2.9295315507512827
RO32,1.8935100270005374
ITH3,0.19086881956228843
ITH4,0.010574172036005901
ITH5,1.8318949182732747
ITI1,2.992244780063629
ITI2,5.564996765210078
ITI3,3.8615262302068563
ITI4,4.107421964406967
LI00,0.0
FI1D,0.009715507809932415
TR82,10.68735775580773
TR83,11.057743916144737
TR90,3.787533530822167
TRA1,15.600938503558819
TRA2,5.255413931149703
PL43,1.5434048893646553
PL51,1.0707868381331747
PL52,0.87967230580174
PL61,1.1291480935536897
PL62,0.4286684439732478
PL63,0.5602234647824214
PL71,1.0918906262287726
PL72,1.0746096715760918
PL81,1.0430703925398679
PL82,0.570545650445498
PL84,0.2979032087784547
PL91,0.508746690188463
