nuts,September Days With High Fire Danger (days) ensemble median - RCP8.5 - (2071 - 2100)
PL92,0.7432843188826854
PT11,11.469025721916786
PT15,18.855337619781494
TRB1,27.290358029879055
TRB2,26.07680658193735
TRC1,28.91241014920748
RS12,4.85644824229754
RS21,3.2764566741310635
RS22,5.097483378190261
SE11,0.046219014204465426
SE12,0.043286616985614486
NL33,0.4724538349188291
NL34,0.7434444610889142
NL41,1.0138374028297572
NL42,1.2774781355491052
PL21,0.3798303366280519
UKM6,0.00867891705666597
TR22,22.959965265714207
TRC2,29.5576899601863
TRC3,29.7424493936392
UKC1,0.20359565432255083
UKC2,0.09871394301836307
UKD1,0.021401077795487184
UKD3,0.069203953903455
UKD4,0.024343621272307176
UKD6,0.08621546568778846
UKD7,0.0
UKE1,0.7843469106234037
UKE2,0.2865020999541649
UKE3,0.7128078891680791
RO41,3.098880887031555
RO42,2.135902476998476
RS11,5.226682828022883
TR41,18.675899799053486
TR42,7.205689586125887
TR51,23.194101553696854
TR52,26.227837635920597
TR61,22.539141728327824
TR62,20.343358553372898
TR63,25.956366318922775
TR71,26.153233748215897
TR72,24.131715921255257
TR81,6.39092827301759
UKK1,1.202628323665032
UKK2,1.1934428444275489
UKK3,0.5112143376698861
UKK4,0.7294990191092858
UKL1,0.10111092890684421
UKL2,0.18617171020461962
UKM5,0.028139963746070862
UKM7,0.1485882974587954
UKM8,0.05661666909089455
UKM9,0.03323239088058472
UKN0,0.0936810695208036
SE21,0.04018198970991831
SE22,0.04393965922869169
SE23,0.09731143254500169
SE31,0.007038937165186956
SE32,0.0
SE33,0.00021622439201634663
SI03,0.035543009280585326
SI04,0.02245624277454156
SK01,2.1640717278306303
SK02,2.0097399609736524
SK03,0.35704710678412366
SK04,0.4118425646223701
TR10,12.359730775539692
TR21,18.728673458099365
UKE4,0.32830228828466856
UKF1,0.7892000354253329
UKF2,1.078675982900537
UKF3,1.0890634976900542
UKG1,0.9684104822002925
UKG2,0.48070565639780116
UKG3,1.1113053055909963
UKH1,1.5532005549623416
UKH2,1.7345452156777565
UKH3,1.687714363519962
UKI3,1.8271565620715802
UKI4,1.6735967030892005
UKI5,1.6595656596697295
UKI6,1.8975047457676668
UKI7,1.6346218952765832
UKJ1,1.2915312693669245
UKJ2,2.0221628546714783
UKJ3,1.6564487746128669
UKJ4,1.632404469526731
NO09,0.02855942570246183
NO0A,0.0016715635473911578
NO0B,0.0
HR05,0.37713567396769154
HR06,0.314637543920141
NO02,0.010512990697931785
NO06,0.0
NO07,0.0033189617097377777
NO08,0.08226375955228622
