nuts,April Days With High Fire Danger (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.0033525116741657257
DE60,0.023327513535817464
DE71,0.0088702076425155
DE72,0.0020053450018167494
DE73,0.006579542780915896
DE80,0.010150261440624793
DE91,0.0017649315297603608
BG41,0.02440424496307969
BG42,0.060656905795137085
CH01,0.0030915924658377965
AT32,0.006240745075047016
AT33,0.013541155556837717
AT34,0.003514152516921361
BE10,0.06662267049153646
BE23,0.012452005967497825
BE24,0.02166293263435364
BE25,0.007853518923123677
BE31,0.030769226948420207
BE32,0.024358717600504558
BE33,0.027555332829554875
BE34,0.007576034963130951
BE35,0.014881316820780437
BG31,0.22694503671179214
BG32,0.07822027457877993
BG33,0.0674342654645443
BG34,0.04764891788363457
DE92,0.005799829463164012
DE93,0.017268942762166263
DE94,0.01227502500017484
CZ07,0.03522206799437602
CZ08,0.021661402036746342
AL01,0.002619250491261482
AL02,0.04625887672106425
AL03,0.046956939560671644
AT11,0.1105353444814682
AT12,0.07958883810788393
AT13,0.11663995782534281
AT21,0.0
AT22,0.007535060122609139
AT31,0.008285813375065725
DK05,0.001519026607275009
BE21,0.02422951062520345
BE22,0.028793332477410633
ES43,2.275834250698487
ES51,1.6600595020999511
ES52,4.922555876181772
ES53,0.8595724614957968
ES61,3.053865637878577
ES62,7.9383267323176065
ES63,0.0
ES64,0.0
CH02,0.0011478958030541738
CH03,0.0
CH04,0.0
CH05,0.0019053081050515175
CH06,0.0012339454144239426
CH07,0.003953132033348084
CY00,5.038958585759004
CZ01,0.06242376963297526
CZ02,0.04759778132041295
CZ03,0.02689916727443536
CZ04,0.04936009931067626
CZ05,0.02198379226028919
CZ06,0.08315948198239008
DE40,0.041926698635021846
EL53,0.12040488608181477
EL54,0.015491426487763723
EL61,0.2632568077494701
EL62,0.0
EL63,0.08788744943837325
ES70,0.0
ITC1,0.07618727845450242
ITC2,0.014533298710982004
DE11,0.009633798400561016
DE12,0.012807170550028482
DE13,0.006134805952509244
DE14,0.004139979494114717
DE21,0.018471974569062393
DE22,0.022401548425356545
DE23,0.023057706157366433
DE24,0.01699986532330513
DE25,0.02609295000632604
DE26,0.013385322814186414
DE27,0.012058379345883925
DE30,0.062489791214466094
EL42,0.3
LV00,0.005559881155689558
ME00,0.009814106424649556
MK00,0.16555146891623734
MT00,0.0
NL11,0.0051090081532796225
NL12,0.0
EL64,0.7310553976645072
EL65,0.5477672838916381
ES11,0.06528825449446837
ES12,0.02537963514526685
ES13,0.02641249671578407
ES21,0.029368667428692184
ES22,0.6255899707476298
ES23,0.44539774519701797
ES24,2.911440352598826
ES30,1.697200649852554
IE05,0.0012444692353407543
IE06,0.0
IS00,0.0
ITC3,0.033213685949643454
FI19,0.00671253545054545
FI1B,0.0
FI1C,0.0059332410804927346
DEA1,0.018551095326741537
DEA2,0.033432228366533916
DEA3,0.010694811244805653
DEA4,0.008154175182183584
DEA5,0.024008817225694656
DEB1,0.010023931538065274
DEB2,0.012471046050389607
DEB3,0.017066140845417976
DEC0,0.017375766237576803
DED2,0.0040015818551182745
DED4,0.0062208962937196095
DED5,0.012285672128200531
DEE0,0.016394264002641042
DEF0,0.006982814023892085
DEG0,0.007472148537635804
DK01,0.022210562229156496
DK02,0.0018345702439546586
DK03,0.016167976458867393
DK04,0.008372993332644303
ES41,0.8001383008280148
ES42,3.0081081790539126
HU23,0.2160321821148197
HU31,0.35222536974276103
HU32,0.4849462743848562
HU33,0.4086109399795532
IE04,0.001281007006764412
EE00,0.0
EL30,3.035774552822113
EL41,0.05
EL43,3.309822983046373
EL51,0.0988639979933699
EL52,0.17575012519955635
FI20,0.0
FR10,0.03602450589338938
FRB0,0.08431486454792321
FRC1,0.02027580017844836
FRC2,0.027786018761495748
FRD1,0.03557864787677924
FRD2,0.013241280615329743
FRE1,0.03767353420456251
FRE2,0.008701464471717676
FRF1,0.024588139727711678
NL13,0.008367617925008139
NL21,0.0188542107741038
NL22,0.008081769943237305
NL23,0.02224302142858505
NL31,0.011128979921340942
NL32,0.0
ITG2,0.5156331323087215
ITH1,0.0007274029776453972
ITH2,0.0018609168628851572
FRI3,0.1757856160091857
FRJ1,0.6029682466139396
FRJ2,0.06821125436884662
FRK1,0.06222427468746901
FRK2,0.08563444771183033
FRL0,0.5672623148808876
FRM0,0.047809306035439175
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.26708758970101676
TR32,1.4637430638074875
TR33,1.4743589381532123
HR03,0.005488461597512166
HR02,0.08833996395890911
HU11,0.2583308607339859
HU12,0.25871496281276146
