nuts,Autumn Days With High Fire Danger (days) ensemble median - RCP4.5 - (2041 - 2070)
DE50,0.1769163966178894
DE60,0.10685465435187022
DE71,1.36312844902277
DE72,0.5914321062465508
DE73,0.3786317281424999
DE80,0.3232987869530916
DE91,0.45667628273367883
BG41,0.9566339808205764
BG42,5.18479923432072
CH01,0.028922850638628005
AT32,0.0007002528135975201
AT33,0.00526986171801885
AT34,0.008771113554636637
BE10,1.450021998087565
BE23,1.268410341689984
BE24,1.4665962035457294
BE25,1.2709106956919034
BE31,1.5078806027770042
BE32,1.2979802800342441
BE33,1.2964839607477188
BE34,1.1055594543615976
BE35,1.2031176221867403
BG31,3.473571468020479
BG32,1.5591813602484763
BG33,1.8583350719263156
BG34,3.7464130014181136
DE92,0.48511268887668846
DE93,0.3339167277018229
DE94,0.36965108128885427
CZ07,0.22738909404724836
CZ08,0.11325960041334232
AL01,1.1938037823885679
AL02,4.392738356192907
AL03,4.410413828243812
AT11,0.2728630273292462
AT12,0.2340840391193827
AT13,0.28321315745512643
AT21,0.0024564134577910106
AT22,0.001193970503906409
AT31,0.0052856629093488055
DK05,0.060655693709850314
BE21,1.2040522634983062
BE22,1.570914131651322
ES43,25.100293201208114
ES51,4.594193162520726
ES52,14.566158469518026
ES53,5.600909161567688
ES61,26.473575750986736
ES62,23.870779752731323
ES63,0.0
ES64,0.0
CH02,0.0730684949705998
CH03,0.11498410118122895
CH04,0.01904370983441671
CH05,0.007105020402620236
CH06,0.0024678908288478852
CH07,0.003922372311353684
CY00,42.751951154073076
CZ01,0.20792948802312214
CZ02,0.24499557598804433
CZ03,0.04726565442979336
CZ04,0.1466833774621288
CZ05,0.14665673384442926
CZ06,0.2815375194574396
DE40,0.6093777108937501
EL53,5.452298792699973
EL54,4.786251512418191
EL61,6.307555747032166
EL62,0.0
EL63,9.32215495109558
ES70,0.0
ITC1,0.27856042254716157
ITC2,0.053607876102129616
DE11,0.4371799428015947
DE12,0.8815593202287952
DE13,0.42319848034530877
DE14,0.07192277864863475
DE21,0.024327502648035685
DE22,0.04675023006275296
DE23,0.10051726003487906
DE24,0.28708286335070926
DE25,0.3729229364544153
DE26,0.5158552778884768
DE27,0.04133640537038445
DE30,0.6750088150302569
EL42,20.2
LV00,0.07986149441761276
ME00,0.7222308731327455
MK00,4.736854171256224
MT00,0.0
NL11,0.23616654152671496
NL12,0.13761522794763248
EL64,10.971538003285726
EL65,15.847873703638713
ES11,4.871485290924708
ES12,0.6743814370284478
ES13,0.9469402653475603
ES21,1.8001679837703706
ES22,7.51170290807883
ES23,8.049868993461132
ES24,14.282689603169759
ES30,20.071664416790007
IE05,0.161815754044801
IE06,0.17526482154304782
IS00,0.0061414793444176516
ITC3,0.15527529927591482
FI19,0.050782304257154465
FI1B,0.06406455145527919
FI1C,0.040556210186332466
DEA1,0.8293620433658362
DEA2,1.1835489174971978
DEA3,0.8046510222057501
DEA4,0.5285727134595315
