nuts,October Days With High Fire Danger (days) ensemble median - RCP4.5 - (2011 - 2040)
DE50,0.0
DE60,0.0
DE71,0.01910455177227656
DE72,0.0010172244782249132
DE73,0.0018098796407381693
DE80,0.008536521593729656
DE91,0.00288662351667881
BG41,0.08111100879808267
BG42,0.49931637483338515
CH01,0.0018507743875185649
AT32,0.001394043614466985
AT33,0.00044127072518070537
AT34,0.0017631756762663522
BE10,0.03333333333333333
BE23,0.03333333333333333
BE24,0.031659851471583046
BE25,0.03333333333333333
BE31,0.030769226948420207
BE32,0.03333333333333333
BE33,0.0034440286457538606
BE34,0.007562318444252014
BE35,0.01723310351371765
BG31,0.33916410310193895
BG32,0.08649583061536154
BG33,0.14757676397760708
BG34,0.27992259301245215
DE92,0.0
DE93,0.0011806473756829897
DE94,0.003089568018913269
CZ07,0.004133519095679124
CZ08,0.0
AL01,0.04188649418453375
AL02,0.18629945665597916
AL03,0.24888781048357486
AT11,0.028051847716172536
AT12,0.02236661029358705
AT13,0.05555556217829386
AT21,0.0
AT22,0.0
AT31,0.0
DK05,0.007580144206682841
BE21,0.03333333333333333
BE22,0.018147879093885422
ES43,6.078664065897465
ES51,0.8491037756204605
ES52,3.0800106026232243
ES53,0.6000525916616122
ES61,6.368267606074611
ES62,4.472987236827612
ES63,0.0
ES64,0.0
CH02,0.0028432043890158337
CH03,0.00906677742799123
CH04,0.0
CH05,0.004811801326771577
CH06,0.0
CH07,0.0
CY00,11.231006209055582
CZ01,0.04158376157283783
CZ02,0.05289276065304875
CZ03,0.0054908613363901775
CZ04,0.018964040962358316
CZ05,0.02242606213937203
CZ06,0.0230693519115448
DE40,0.0018271852284669876
EL53,0.48948214910924437
EL54,0.3755526180068652
EL61,0.46697180457413195
EL62,0.0
EL63,1.2295907308657965
ES70,0.0
ITC1,0.058607653994113204
ITC2,0.010173945998152098
DE11,0.0026873698458075523
DE12,0.014172221720218658
DE13,0.008061860005060833
DE14,0.005544471740722656
DE21,0.002395934859911601
DE22,0.003123076974103848
DE23,0.004606953263282776
DE24,0.0
DE25,0.002898026754458745
DE26,0.0024108434716860454
DE27,0.0036690302193164827
DE30,0.0
EL42,4.8
LV00,0.001317951331535975
ME00,0.01906134473780791
MK00,0.3548187365134557
MT00,0.0
NL11,0.0
NL12,0.0
EL64,2.019359558324019
EL65,3.089516552910209
ES11,0.5311082698404789
ES12,0.15422179376085599
ES13,0.23124325573444365
ES21,0.47912426280478637
ES22,1.5566419736792645
ES23,1.570226705322663
ES24,3.034040962656339
ES30,4.531142675938706
IE05,0.006691335141658783
IE06,0.013554707542061806
IS00,0.00034592623511950176
ITC3,0.044464847942193346
FI19,0.0
FI1B,0.0006789923335115115
FI1C,0.00021652112094064553
DEA1,0.0083120696246624
DEA2,0.0014326135317484538
DEA3,0.012813561658064524
DEA4,0.0
DEA5,0.0012669948240121205
DEB1,0.02973247170448303
DEB2,0.026056723793347676
DEB3,0.05555398402114709
DEC0,0.03335315721730391
DED2,0.004001655677954356
DED4,0.008476299047470093
DED5,0.057954490184783936
DEE0,0.032276877015829084
DEF0,0.0027268625795841216
DEG0,0.009958197673161825
DK01,0.0
DK02,0.0
DK03,0.0
DK04,0.004484488070011139
ES41,2.662690620853876
ES42,5.17297056367
HU23,0.03327704059580962
HU31,0.1345468387628595
HU32,0.1769960941746831
HU33,0.12704843894268075
IE04,0.0019122764468193054
EE00,0.0027592251698176067
EL30,8.111991232136885
EL41,5.266666666666667
EL43,9.445827897638083
EL51,1.4339837287242214
EL52,0.3464967670540015
FI20,0.0
FR10,0.22547587901353836
FRB0,0.4061921547787885
FRC1,0.20660263703515133
FRC2,0.11100764125585556
FRD1,0.1658862060556809
FRD2,0.1041170060634613
FRE1,0.034424741131563984
FRE2,0.06930490654582779
FRF1,0.03892035322884719
NL13,0.005021514495213827
NL21,0.0261161208152771
NL22,0.015351204636196296
NL23,0.014863179127375285
NL31,0.022227332989374796
NL32,0.008368212978045146
ITG2,1.8815163463974993
ITH1,0.0014498523126045863
ITH2,0.0036908278862635294
FRI3,0.6829723384231329
FRJ1,0.9816082182650765
FRJ2,0.33607187724361814
FRK1,0.23359898732354242
FRK2,0.1736960085729758
FRL0,0.8505436980786423
FRM0,0.27690974610547225
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,5.679541030153632
TR32,8.74423793554306
TR33,6.725470821559429
HR03,0.05271315167968472
HR02,0.06345468967532118
HU11,0.058311373988787336
HU12,0.076760616650184
HU21,0.06599535165975491
HU22,0.05140353639920552
PT16,3.134718857643505
PT17,3.209345433115959
FRF2,0.12134720993538697
FRF3,0.052563694988687834
FRG0,0.5732124867849052
FRH0,0.2633043070634206
FRI1,0.5954369066283107
FRI2,0.4113777804498871
ITC4,0.07257797888790568
ITF1,0.057149600610136984
ITF2,0.36409081605573496
ITF3,0.208775963075459
ITF4,1.0864523738622665
ITF5,0.8006438214952747
ITF6,0.17461590121189755
ITG1,1.409804103585581
LT01,0.0013852694382270178
LT02,0.0020437369588762523
LU00,0.02837887207667033
PL22,0.01583217978477478
PL41,0.03530214373022318
PL42,0.010167929095526535
PT18,5.3550792258232836
PT20,0.0
PT30,0.0
RO11,0.015169894943634668
RO12,0.004957279500861962
RO21,0.020574609485144415
RO22,0.14644247653583686
RO31,0.09652107441797853
RO32,0.01783408522605896
ITH3,0.04561431584879756
ITH4,0.006089295943578084
ITH5,0.14385263171667853
ITI1,0.0599892849723498
ITI2,0.07843033547202746
ITI3,0.07830339086552461
ITI4,0.058086856206258135
LI00,0.0
FI1D,0.0
TR82,2.019895595808824
TR83,2.153634008765221
TR90,0.3956210486746083
TRA1,2.13328792968144
TRA2,0.3349038322766622
PL43,0.027056820690631866
PL51,0.005575146029392878
PL52,0.016905111074447633
PL61,0.011050451546907425
PL62,0.014139942685142159
PL63,0.013163930674393972
PL71,0.030351324876149496
PL72,0.021780413389205933
PL81,0.003274783492088318
PL82,0.0020403167853752773
PL84,0.011025875806808472
PL91,0.007682666927576065
PL92,0.015634233007828395
PT11,1.3561241876333952
PT15,6.384771444400152
TRB1,7.551999932527542
TRB2,5.581795681516329
TRC1,13.975900491078695
RS12,0.478482607845217
RS21,0.09566180488715569
RS22,0.2074865845342477
SE11,0.0
SE12,0.0
NL33,0.011080597837766012
NL34,0.029655094941457114
NL41,0.011130165805419286
NL42,0.015137889981269836
PL21,0.006904443601767222
UKM6,0.0007495982572436333
TR22,3.9153095726234217
TRC2,15.93029499053955
TRC3,17.82566957473755
UKC1,0.01765684485435486
UKC2,0.012508836140235265
UKD1,0.0
UKD3,0.009986438353856405
UKD4,0.0017590142786502838
UKD6,0.01769449785351753
UKD7,0.0
UKE1,0.1506561795870463
UKE2,0.04287714871267478
UKE3,0.20908930798371633
RO41,0.24078623056411744
RO42,0.09986908395464221
RS11,0.5502408803751071
TR41,4.500468825548888
TR42,0.6523741372550528
TR51,8.182624396681785
TR52,10.043114125728607
TR61,6.369274553656578
TR62,7.286974158883095
TR63,9.56342960993449
TR71,8.839688304563364
TR72,6.178962983687719
TR81,0.34701350554823873
UKK1,0.16150868435700735
UKK2,0.06293474833170573
UKK3,0.01821550851066907
UKK4,0.03197257245580355
UKL1,0.003211576739947001
UKL2,0.0239100427677234
UKM5,0.002036817620197932
UKM7,0.004277137418588002
UKM8,0.0
UKM9,0.0050518415868282315
UKN0,0.0
SE21,0.0
SE22,0.005016402155160904
SE23,0.0024475350975990294
SE31,0.0
SE32,0.0
SE33,0.0
SI03,0.0013591063519318898
SI04,0.0022330130139986675
SK01,0.11386154865225157
SK02,0.08343213237822056
SK03,0.0034104501207669574
SK04,0.01640732487042745
TR10,1.3588877312839032
TR21,2.77506662029773
UKE4,0.05332556267579396
UKF1,0.2595099228123824
UKF2,0.32203821670264005
UKF3,0.3477495528757572
UKG1,0.1680670411636432
UKG2,0.07779858640084664
UKG3,0.2037843699256579
UKH1,0.24783577273289362
UKH2,0.36656149923801423
UKH3,0.2630068769057592
UKI3,0.2583220879236857
UKI4,0.27490983009338377
UKI5,0.27127579351266223
UKI6,0.18885904153188068
UKI7,0.2832938621441523
UKJ1,0.25565667226910593
UKJ2,0.24136995474497477
UKJ3,0.187184323122104
UKJ4,0.14760626157124837
NO09,0.0
NO0A,0.0
NO0B,0.0
