nuts,September Days With High Fire Danger (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.48769370863835015
DE60,0.7102480334540208
DE71,0.9775354382892449
DE72,0.727547554175059
DE73,0.3797138123462597
DE80,0.8402993919948737
DE91,0.6488508773346742
BG41,1.3530444943656523
BG42,5.116716972986857
CH01,0.024648997001349926
AT32,0.0006986389557520549
AT33,0.0017650829007228215
AT34,0.0017550403873125711
BE10,0.6166886647542318
BE23,0.5924379505217076
BE24,0.7118243729074796
BE25,0.5965874553968509
BE31,0.730849938094616
BE32,0.7923559710383415
BE33,0.7597001194953918
BE34,0.894886331136028
BE35,0.8060045914103587
BG31,3.3387818455696108
BG32,1.9178379190464814
BG33,2.946508885050813
BG34,4.230588248372078
DE92,0.8246917873620987
DE93,0.8780144066860278
DE94,0.4824362834294637
CZ07,0.2753538558880488
CZ08,0.1658205491801103
AL01,1.650013894463579
AL02,3.848757430166006
AL03,4.889844842751821
AT11,0.2980457654843728
AT12,0.2168751682775716
AT13,0.37215549647808077
AT21,0.0
AT22,0.001985338640709718
AT31,0.007687923063834508
DK05,0.12261026203632355
BE21,0.587887308994929
BE22,1.0074985757470132
ES43,19.76752499739329
ES51,2.849104931888481
ES52,8.426223623752595
ES53,3.8630732451876004
ES61,18.43950762748718
ES62,15.640673422813416
ES63,0.0
ES64,0.0
CH02,0.06166766701887051
CH03,0.12859664149582387
CH04,0.10472633888324102
CH05,0.022546113996456067
CH06,0.0074007600545883175
CH07,0.003953132033348084
CY00,25.702296861012776
CZ01,0.4037508259216944
CZ02,0.39504297642658154
CZ03,0.0952435019115607
CZ04,0.3575982417290409
CZ05,0.2917743200746675
CZ06,0.31312142247334124
DE40,0.8861761296788851
EL53,5.602908058216174
EL54,6.463366808493932
EL61,5.954428862780333
EL62,0.0
EL63,10.65207530260086
ES70,0.0
ITC1,0.24027405427768828
ITC2,0.05933600192268689
DE11,0.5071253518263499
DE12,0.8007557762786746
DE13,0.30855886042118075
DE14,0.1281414745375514
DE21,0.032120053904751936
DE22,0.029651194593558708
DE23,0.178425160360833
DE24,0.3293457511191567
DE25,0.543288011290133
DE26,0.539254600678881
DE27,0.0815889975366493
DE30,1.0043286636471749
EL42,19.4
LV00,0.0885305233920614
ME00,1.023967081742982
MK00,5.084136154254278
MT00,0.0
NL11,0.20014664058883985
NL12,0.16473091691732406
EL64,11.13755214214325
EL65,14.892014694213866
ES11,4.85788471698761
ES12,0.9720324248075485
ES13,1.1798045575618743
ES21,1.9652509643385807
ES22,5.640840903917948
ES23,6.538922399530808
ES24,8.631620453794797
ES30,16.51713604927063
IE05,0.1813478582849105
IE06,0.3180730864405632
IS00,0.009340577976157267
ITC3,0.14953454571465652
FI19,0.07089405325241387
FI1B,0.030125468410551547
FI1C,0.0838020089858522
DEA1,0.7192894915118814
DEA2,0.9080666248997052
DEA3,0.6526898277302583
DEA4,0.7158018057545026
DEA5,0.47008880687256654
DEB1,0.8176671395699183
DEB2,1.0450234805544218
DEB3,0.9936992760126789
DEC0,1.1293353448311487
DED2,0.3185571810230613
DED4,0.17490770624329646
DED5,0.7100108125557502
DEE0,0.7461628506580988
DEF0,0.5293243646621704
DEG0,0.4147028960598012
DK01,0.30556156039237975
DK02,0.442535400390625
DK03,0.3024749007076025
DK04,0.15329345415035883
ES41,12.761497084299723
ES42,16.879567495981853
HU23,0.2460316551538805
HU31,1.147010455156366
HU32,1.6623442889501652
HU33,1.2675235553334157
IE04,0.1371061479051908
EE00,0.18315920531749724
EL30,21.110241842269897
EL41,21.716666666666665
EL43,22.25310403505961
EL51,10.229371960957845
EL52,4.482034164667129
FI20,0.1
FR10,2.5481675125968954
FRB0,3.539049326442182
FRC1,2.110826410539448
FRC2,1.0100358402356506
FRD1,1.4986504579273363
FRD2,1.3592194562156996
