nuts,July Days With High Fire Danger (days) ensemble median - RCP4.5 - (2011 - 2040)
DE50,0.6041971206665039
DE60,0.9134864886601766
DE71,0.9854550249874592
DE72,0.5140245270604888
DE73,0.48745512614647546
DE80,1.1327780856440464
DE91,0.8941091235727072
BG41,1.7166235414644082
BG42,5.451866764575243
CH01,0.02464073201020559
AT32,0.0027701422572135926
AT33,0.0017630555977423987
AT34,0.0034896492958068847
BE10,0.5667106628417968
BE23,0.5414337303489447
BE24,0.7315276568134625
BE25,0.40381778751810393
BE31,0.7258293136954308
BE32,0.6964331162472566
BE33,0.6030272213121255
BE34,0.4148931151876847
BE35,0.5857737777133782
BG31,5.348571815093359
BG32,3.0212833288746577
BG33,3.524866211786866
BG34,4.8434754982590675
DE92,0.8954764939844608
DE93,1.0136092678333322
DE94,0.6861892168720564
CZ07,0.40915841398139796
CZ08,0.2856302764887611
AL01,3.1024840771531066
AL02,8.791443363825481
AL03,11.586090739568075
AT11,1.293576200430592
AT12,0.7424856290842096
AT13,1.616760219136874
AT21,0.0018610074495275816
AT22,0.021016923834880193
AT31,0.03797001056373119
DK05,0.47439724057912824
BE21,0.9782433455189069
BE22,1.135339797536532
ES43,26.59376268386841
ES51,9.283364550272625
ES52,20.794464556376138
ES53,10.607575635115305
ES61,27.470904858907065
ES62,27.460035196940105
ES63,0.0
ES64,0.0
CH02,0.09371996261179447
CH03,0.15586771418650944
CH04,0.10475963056087494
CH05,0.01598377786576748
CH06,0.02834656151632468
CH07,0.007906264066696167
CY00,28.188144810994466
CZ01,0.5409205436706543
CZ02,0.5360428444730739
CZ03,0.22792391333108147
CZ04,0.5792351679255565
CZ05,0.47012462550774214
CZ06,0.8740832713743051
DE40,1.6004975513244668
EL53,12.055922706921896
EL54,11.399555965264637
EL61,13.786721364657085
EL62,0.0
EL63,18.72082653045654
ES70,0.0
ITC1,0.678241541609168
ITC2,0.058037438243627545
DE11,0.5512016312529643
DE12,0.6988871982321143
DE13,0.33421436275045074
DE14,0.1536751667658488
DE21,0.11590932005395492
DE22,0.17904847028354803
DE23,0.43965337133655946
DE24,0.6392234986027082
DE25,0.7063148337726791
DE26,0.6545944297686219
DE27,0.1771888740360737
DE30,1.7291565070549646
EL42,18.1
LV00,0.4740375361715754
ME00,1.3788867195447285
MK00,8.914071249961854
MT00,0.0
NL11,0.4922703882058462
NL12,0.5588462109367053
EL64,18.76103010177612
EL65,24.11280517578125
ES11,1.8016008467723925
ES12,0.11280522892872492
ES13,0.25392634570598605
ES21,0.9159596014767886
ES22,7.202464814980825
ES23,6.84598785986503
ES24,15.670070497194926
ES30,23.08960205713908
IE05,0.2848119480845829
IE06,0.38003984553118547
IS00,0.07805752855104704
ITC3,0.5718022850652535
FI19,0.2235788178164512
FI1B,0.7442246633271377
FI1C,0.6051329577652117
DEA1,1.0021862151722114
DEA2,0.8324179110427697
DEA3,1.047367379379769
DEA4,0.759806275429825
DEA5,0.703529062991341
DEB1,0.7987083961566289
DEB2,0.7116342835128308
DEB3,1.1894395853082338
DEC0,0.8274285413324833
DED2,1.0258216147621473
DED4,0.49446896674732366
DED5,1.5313493015865485
DEE0,1.4862811222672463
DEF0,0.8204730924218893
DEG0,0.756372160774966
DK01,1.0167371973395347
DK02,0.7805336439361175
DK03,0.5412712255492806
DK04,0.5529665252193808
ES41,13.843562412261964
ES42,25.2416685740153
HU23,1.6509657923442622
HU31,2.5668053176254033
HU32,3.0020926650923987
HU33,2.861743638229867
IE04,0.13346186360965173
EE00,0.46004311988751095
EL30,28.12989069620768
EL41,29.133333333333333
EL43,27.473824628194173
EL51,9.487198303143183
EL52,9.997763967514038
FI20,0.3
FR10,1.8225407794117927
FRB0,2.3357292951705557
FRC1,1.3081467524170876
FRC2,0.7207509318366647
FRD1,0.5747343644499778
FRD2,0.6016611081858476
FRE1,0.5897827742000421
FRE2,0.9229173141531646
FRF1,0.7317602886507909
NL13,0.6203557938337326
NL21,0.785585651298364
NL22,0.838665153644979
NL23,0.7225643433630466
NL31,0.8306986262400945
NL32,0.5049460271994273
ITG2,22.992737293243408
ITH1,0.004342928652962049
ITH2,0.009316860077281794
FRI3,2.2420216677710414
FRJ1,8.984702144066492
FRJ2,2.1441945377892506
FRK1,1.0117581793107093
FRK2,2.0687750252584616
FRL0,9.720241777102153
FRM0,6.160680824518204
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,28.658808326721193
TR32,27.599665768941243
TR33,24.81378936767578
HR03,3.4225988547007242
HR02,1.3195362156877914
HU11,3.9880623842279115
HU12,3.626971549913287
HU21,2.909986022611459
HU22,1.963174373532335
PT16,18.124292357762656
PT17,20.870249303181968
FRF2,1.061573248853286
FRF3,0.8763055693358183
FRG0,1.779409218983104
FRH0,0.6508565393586954
FRI1,1.8901691859277585
FRI2,0.8886312526961168
ITC4,0.7925987799651921
ITF1,5.802023666103681
ITF2,11.65811988512675
ITF3,12.99156715075175
ITF4,23.24853401184082
ITF5,19.888281281789144
ITF6,9.998733846346537
ITG1,25.123387082417807
LT01,0.6087478697299957
LT02,0.5191903096002837
LU00,0.48524207895000776
PL22,0.6634779719635844
PL41,1.863737563090399
PL42,1.0860924179044862
PT18,26.202900822957357
PT20,0.0
PT30,0.0
RO11,0.33205464178075395
RO12,0.0537361657867829
RO21,1.432961267667512
RO22,4.825357729693254
RO31,2.704719131315748
RO32,1.4063172236084938
ITH3,0.4879132668487728
ITH4,0.04943581521511078
ITH5,4.172550575186809
ITI1,7.4641664336125055
ITI2,11.883812367916107
ITI3,7.914034227530162
ITI4,10.601701095700264
LI00,0.0
FI1D,0.028959269693586975
TR82,7.652542360623678
TR83,9.60494207541148
TR90,1.3611698634922504
TRA1,7.593157680829366
TRA2,0.35164902210235593
PL43,1.9726846115353207
PL51,1.025114019215107
PL52,0.9173321592311064
PL61,0.9944581313679616
PL62,0.46035375591988364
PL63,0.6389175447324912
PL71,1.447838885181894
PL72,0.7704314820468425
PL81,0.6011479827264945
PL82,0.19941840010384718
PL84,0.5846958192065358
PL91,0.680021955880026
PL92,0.6763140438124537
PT11,9.211477265506982
PT15,27.227126757303875
TRB1,27.0200288772583
TRB2,20.944905598958332
TRC1,30.426996612548827
RS12,3.267588605172932
RS21,2.0362014778579276
RS22,4.42625126093626
SE11,0.6762214387456577
SE12,0.571443379111588
NL33,0.6155481288830439
NL34,0.6773334662119548
NL41,1.144308078289032
NL42,1.1681616306304932
PL21,0.1353030183042089
UKM6,0.027429270278662442
TR22,23.647339248657225
TRC2,30.83820889790853
TRC3,30.935058657328288
UKC1,0.2511148001998663
UKC2,0.18681808734933536
UKD1,0.13903625247379145
UKD3,0.3599767384429773
UKD4,0.17589005480209988
UKD6,0.3982036256541808
UKD7,0.2068593829870224
UKE1,0.42798638145128887
UKE2,0.3335936196148396
UKE3,0.7307405134042104
RO41,4.026837434743841
RO42,0.7806413261840741
RS11,3.429389562209447
TR41,18.36251277923584
TR42,3.4757978161176046
TR51,22.584831269582114
TR52,26.41707795461019
TR61,22.210814587275188
TR62,16.366063261032103
TR63,26.731808471679688
TR71,26.20501448313395
TR72,21.215815671284993
TR81,1.4044536070898175
UKK1,1.1165414527058601
UKK2,0.8014823837826649
UKK3,0.24567673703034718
UKK4,0.37320850491523744
UKL1,0.42264579379310213
UKL2,0.4663319730510314
UKM5,0.0303974616030852
UKM7,0.07829073114941518
UKM8,0.06336655095219612
UKM9,0.15648853021363418
UKN0,0.11932993860294422
SE21,0.7097296363363663
SE22,0.6574242213120063
SE23,0.4145690969346712
SE31,0.23990383810984592
SE32,0.06375123098647843
SE33,0.05942852186659972
SI03,0.16813124157488346
SI04,0.06983603878567617
SK01,2.4187868755310773
SK02,1.7479108906971912
SK03,0.2469045812264085
SK04,0.28572613385816414
TR10,10.181612809499105
TR21,15.718786052862804
