nuts,Annual Days With High Fire Danger (days) ensemble median - RCP8.5 - (2071 - 2100)
DE50,3.397315706198032
DE60,5.946815459774091
DE71,11.595171880263548
DE72,6.3903213028724375
DE73,5.3597380213726025
DE80,6.347810850621989
DE91,7.055309276311443
BG41,14.052561576549824
BG42,34.395904981173004
CH01,1.4555151517001481
AT32,0.4775299715021482
AT33,0.42700135987251997
AT34,0.7778759300708771
BE10,7.346103081336389
BE23,6.789577009299626
BE24,7.16423302430373
BE25,7.025094270706177
BE31,6.634067005836046
BE32,7.571341418302977
BE33,6.453015928085033
BE34,7.516854066115159
BE35,6.84004913843595
BG31,31.400107603806717
BG32,23.437822296069218
BG33,31.818663120269775
BG34,31.542735173152042
DE92,6.040248052861828
DE93,6.067004558343727
DE94,5.297615495438759
CZ07,6.5906075573024845
CZ08,4.557429265517455
AL01,30.15327339905959
AL02,57.361645185030426
AL03,64.05275608943059
AT11,10.271679859894972
AT12,6.747160411798037
AT13,13.371703037848839
AT21,0.23093743393054375
AT22,0.6677858326584101
AT31,1.2270384029700205
DK05,1.2660315243097453
BE21,7.898244981582348
BE22,8.24751564172598
ES43,134.41488588773288
ES51,52.98221015930176
ES52,118.28946451040414
ES53,63.94702177781325
ES61,135.25132927527795
ES62,146.73727182241586
ES63,0.0
ES64,0.0
CH02,2.2136638422424975
CH03,3.858581685389464
CH04,3.4170910951036673
CH05,0.9648178456207881
CH06,0.8721784619757762
CH07,0.40468669625429005
CY00,166.8292975792518
CZ01,7.580801727680059
CZ02,8.034811593592167
CZ03,3.702428894618956
CZ04,8.152198381148851
CZ05,6.630034412329014
CZ06,8.430813557826555
DE40,8.144415623078553
EL53,63.2903989645151
EL54,68.52262673011192
EL61,68.57180610069862
EL62,0.0
EL63,98.7483872633714
ES70,0.0
ITC1,8.633745395220243
ITC2,3.025971163923924
DE11,8.15572259689753
DE12,9.776233725249767
DE13,5.540870122611523
DE14,3.0879870641690035
DE21,1.8722270102455065
DE22,3.373334649520425
DE23,6.049968761606858
DE24,7.942910750324909
DE25,8.841147147692167
DE26,9.236061898561625
DE27,3.108053030876013
DE30,9.308231305617552
EL42,118.23076923076923
LV00,2.623667635811636
ME00,16.421895971665016
MK00,47.52983621450571
MT00,0.0
NL11,4.037435371142167
NL12,2.9738829537079883
EL64,98.76692845271184
