nuts,May Days With High Fire Danger (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.08013444741566976
DE60,0.07664337307214737
DE71,0.24006167879949014
DE72,0.22747338439027467
DE73,0.14602044795950253
DE80,0.23218502489229043
DE91,0.21732958580056827
BG41,0.14015476424247025
BG42,0.5892834730135897
CH01,0.0012366147090991338
AT32,0.0006986389557520549
AT33,0.0008795015513896942
AT34,0.0
BE10,0.3166886647542318
BE23,0.24978959063688913
BE24,0.25659492512543997
BE25,0.20405670354763666
BE31,0.19744263887405394
BE32,0.16114718529085317
BE33,0.13445845867196718
BE34,0.08487522353728612
BE35,0.10224188913901647
BG31,0.816754077654332
BG32,0.9895262523864706
BG33,0.5467933202162385
BG34,0.5016785269913574
DE92,0.1453130523984631
DE93,0.219179997437944
DE94,0.22914923243224622
CZ07,0.18995112143456935
CZ08,0.10825617654869954
AL01,0.06471623405814171
AL02,0.8119776328404744
AL03,0.8516711671526234
AT11,0.6298988718539477
AT12,0.351083568452547
AT13,0.7109107767542203
AT21,0.0012444257736206055
AT22,0.020739663081864517
AT31,0.053356370485077305
DK05,0.09715726524591446
BE21,0.31958418575425945
BE22,0.23296781952182452
ES43,6.049788780324161
ES51,2.1675299710904556
ES52,5.584334968527158
ES53,1.7928335398435593
ES61,7.487757911284764
ES62,10.023538613319397
ES63,0.0
ES64,0.0
CH02,0.0034224593391021093
CH03,0.004538710042834282
CH04,0.0
CH05,0.0009619276349743207
CH06,0.0012339454144239426
CH07,0.0
CY00,14.636158911387126
CZ01,0.4994543900092443
CZ02,0.4905235012372335
CZ03,0.1476983138670524
CZ04,0.4263018261020382
CZ05,0.22288779970258474
CZ06,0.4332725524591903
DE40,0.5217721370359262
EL53,0.8972449180980523
EL54,0.44697526606420673
EL61,1.8274156292900443
EL62,0.0
EL63,1.6808778637399275
ES70,0.0
ITC1,0.05783797694991032
ITC2,0.0029009060313304265
DE11,0.14254099130630493
DE12,0.16535600125789643
DE13,0.03753076996654272
DE14,0.03938667128483454
DE21,0.023363428997496764
DE22,0.10512052265306314
DE23,0.10135716249545415
DE24,0.20714310171703498
DE25,0.15274222679436206
DE26,0.24978936898211637
DE27,0.023504488418499628
DE30,0.8081670274337133
EL42,2.8
LV00,0.1285015017259866
ME00,0.04094344731420278
MK00,0.780845880197982
MT00,0.0
NL11,0.23855974674224853
NL12,0.2042580783367157
EL64,4.084512692689896
EL65,4.39121029873689
ES11,0.09376178964351614
ES12,0.001592031369606654
ES13,0.022326328108708063
ES21,0.0731189038604498
ES22,1.4941199015825988
ES23,1.0717324430743853
ES24,4.503587289651235
ES30,4.618135427186886
IE05,0.026784168276935815
IE06,0.04510932161162297
IS00,0.004554508362586299
ITC3,0.015221968789895375
FI19,0.07355080505367369
FI1B,0.14663310814648867
FI1C,0.07533695688471198
DEA1,0.2291472215205431
DEA2,0.14689037315547465
DEA3,0.32964269643028576
DEA4,0.12361756016810735
DEA5,0.11603156129519145
DEB1,0.2347517918795347
DEB2,0.0999040026217699
DEB3,0.11164104727407297
DEC0,0.10330589177707832
DED2,0.24810090449949104
DED4,0.15107157789170741
DED5,0.38857255602876345
DEE0,0.4279113982183238
DEF0,0.07938492856919765
DEG0,0.23855089371403057
DK01,0.27208788841962817
DK02,0.08661686268945536
DK03,0.13601947246740262
DK04,0.14861789370576542
ES41,2.1166078126368424
ES42,6.812639214315762
HU23,1.2384774019320806
HU31,1.3908103411396344
HU32,1.7433046677770714
HU33,1.7422091692686081
IE04,0.05077620806793372
EE00,0.06065615049252907
EL30,12.991421383619308
EL41,2.816666666666667
EL43,12.237381331125896
EL51,1.120061132311821
EL52,0.6812567596634229
FI20,0.0
FR10,0.1435105516264836
FRB0,0.23635973868270715
FRC1,0.16368443612009287
FRC2,0.0964641588119169
FRD1,0.10230016727000475
FRD2,0.14696930311620235
FRE1,0.17732764010628063
FRE2,0.1463316126105686
FRF1,0.06647033840417862
NL13,0.3618865507344405
NL21,0.3973686347405116
NL22,0.3529627690091729
NL23,0.3558043827613195
NL31,0.2943474332491557
NL32,0.23791898687680563
ITG2,3.041775045916438
ITH1,0.0007241039226452509
ITH2,0.0009345802788933118
FRI3,0.10347007053593794
FRJ1,1.1229421621809403
FRJ2,0.16533325631171464
FRK1,0.15050861922403178
FRK2,0.22951804144928853
FRL0,1.607008514367044
FRM0,0.3296357950816552
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,6.163067447394132
TR32,8.848302865028382
TR33,6.647324713940422
HR03,0.15354667464271188
HR02,0.4979083277285099
HU11,0.8586237639188766
HU12,1.1383249135067066
HU21,1.0959086959560713
HU22,1.059650044205288
PT16,2.530346327026685
PT17,3.8719403679172197
FRF2,0.19013907831783097
FRF3,0.13397953249514102
FRG0,0.14920840160921217
FRH0,0.04893312081694603
FRI1,0.14161722048496206
FRI2,0.10157877107461294
ITC4,0.17878455423439543
ITF1,0.15097614880651236
ITF2,0.904555264984568
ITF3,0.7344448768844207
ITF4,4.661113635698954
ITF5,2.797231902865072
ITF6,0.6574746718009313
ITG1,6.835673563927412
LT01,0.06815181591858467
LT02,0.12083851520437747
LU00,0.11835968345403672
PL22,0.2593781574629247
PL41,0.7567201637042066
PL42,0.3970038832475742
PT18,6.0394643550117815
PT20,0.0
PT30,0.0
RO11,0.2965581938934823
RO12,0.07401869199238717
RO21,0.8803128078579903
RO22,2.1232857015294333
RO31,1.6145134943226973
RO32,1.6695227153599261
ITH3,0.12691212721789877
ITH4,0.014459549387296041
ITH5,0.49790282460550467
ITI1,0.33392347587893406
ITI2,0.6885395221412182
ITI3,0.2877652173861861
ITI4,0.5003532189875841
LI00,0.0
FI1D,0.017156751436414198
TR82,1.0161506531139215
TR83,0.8837380353361368
TR90,0.024835765998189648
TRA1,0.360746006326129
TRA2,0.03349038362503052
PL43,0.7434948046381274
PL51,0.38991645686328413
PL52,0.34509523113568624
PL61,0.4374005162467559
PL62,0.21780301071703434
PL63,0.16618000281353792
PL71,0.556020703104635
PL72,0.33213162117948136
PL81,0.2774447498222192
PL82,0.13148899857575694
PL84,0.2582604642957449
PL91,0.5434576067452629
PL92,0.4101586386716614
PT11,0.8445245869147281
PT15,7.984566511710485
TRB1,3.0782566295160603
TRB2,0.5500216230750083
TRC1,10.840710306167603
RS12,1.8203246746212245
RS21,0.33232310445358354
RS22,0.48534565038668614
SE11,0.13712637672821681
SE12,0.16612778315320612
NL33,0.23331494679053624
NL34,0.2814494659503301
NL41,0.2854470948378245
NL42,0.21020259261131286
PL21,0.09372464443246524
UKM6,0.01447389175494512
TR22,3.182344783594211
TRC2,12.976258059342703
TRC3,15.479924326141676
UKC1,0.041177544618646304
UKC2,0.05952020970483621
UKD1,0.042542465031147
UKD3,0.10668022831281027
UKD4,0.04911284446716309
UKD6,0.08224345395962397
UKD7,0.04001927077770233
UKE1,0.1461471418539683
UKE2,0.054012717430790266
UKE3,0.12884338200092316
RO41,0.9912898005296786
RO42,0.5334025210390488
RS11,1.4195903214315573
TR41,4.367340415716171
TR42,0.40210118452087046
TR51,6.462533352275689
TR52,9.307128482560318
TR61,4.351511939366659
TR62,2.580153489112854
TR63,5.176513230800628
TR71,6.988239720463753
TR72,2.2887425027787685
TR81,0.09731422153611978
UKK1,0.14090080559253693
UKK2,0.034584045161803564
UKK3,0.051540945967038475
UKK4,0.04133005763093631
UKL1,0.039665371117492514
UKL2,0.0452111316844821
UKM5,0.025371153155962625
UKM7,0.033134513845046364
UKM8,0.042216533422470094
UKM9,0.03666785123447577
UKN0,0.030869178039332233
SE21,0.32615105346776546
SE22,0.16467383777101835
SE23,0.21165380055705707
SE31,0.08774122206183771
SE32,0.06633622220251709
SE33,0.059342273250998306
SI03,0.09319019174824159
SI04,0.007430710395177205
SK01,0.9793300047516823
SK02,0.6445317363676926
SK03,0.11028813170269132
SK04,0.1954565944770972
TR10,1.0237378225972256
TR21,2.3309587460011243
UKE4,0.08673036843538284
UKF1,0.1631344251334667
UKF2,0.28990742582827805
UKF3,0.3004615257183711
UKG1,0.17138918774823347
UKG2,0.09201738859216373
UKG3,0.17415243188540142
UKH1,0.22998951810101667
