nuts,Summer Days With High Fire Danger (days) ensemble median - RCP4.5 - (2041 - 2070)
PL21,0.6259141093119979
UKM6,0.1294860729171584
TR22,67.41601765950521
TRC2,89.50170771280925
TRC3,90.30758310953776
UKC1,0.4704668172945579
UKC2,0.2658977108076215
UKD1,0.2047870860124628
UKD3,0.6567383925120036
UKD4,0.29673010781407355
UKD6,0.8635760579258204
UKD7,0.46734128693739574
UKE1,1.8283935889601708
UKE2,1.0903184377898774
UKE3,1.979485913614432
RO41,11.261441274483998
RO42,4.018014046053092
RS11,12.02429537276427
TR41,56.28880666097005
TR42,15.305901384353637
TR51,69.17389895121256
TR52,78.26119130452474
TR61,64.80320866902669
TR62,53.66268399556478
TR63,75.8333916982015
TR71,77.66233749389649
TR72,62.36652654012044
TR81,10.229754300912221
UKK1,2.4030404585103193
UKK2,1.7007795577247937
UKK3,1.1790252089500428
UKK4,1.0826791244248548
UKL1,0.5507087344303727
UKL2,0.8439677863071362
UKM5,0.1492336831986904
UKM7,0.1921386241912842
UKM8,0.1475544713437557
UKM9,0.17838140558451415
UKN0,0.17888654892643294
SE21,2.3772375701616206
SE22,2.7664363774781426
SE23,1.6319311239135763
SE31,0.5089560452615842
SE32,0.27133750066471596
SE33,0.19499292376373584
SI03,0.7052662764986356
SI04,0.5583346527690689
SK01,9.807890352110068
SK02,6.841373597582181
SK03,1.0870992513994375
SK04,0.9962825702192882
TR10,34.286930561065674
TR21,46.21450939178467
UKE4,1.2960197478532791
UKF1,2.130283601085345
UKF2,3.470291378349066
UKF3,3.228059851254026
UKG1,2.0468180416772763
UKG2,1.6538333322231968
UKG3,2.451861196756363
UKH1,2.6905877967675527
UKH2,3.8439262595027683
UKH3,2.3356279832621416
UKI3,2.241565503180027
UKI4,2.2413960973421734
UKI5,2.294179451465607
UKI6,2.050141777594884
UKI7,2.669910168647766
UKJ1,3.299317001365125
UKJ2,2.5987322529157004
UKJ3,3.2495680186897515
UKJ4,2.115304690847794
NO09,0.8594096845791985
NO0A,0.27256813873536884
NO0B,0.0
HR05,3.2683244799574216
HR06,3.1710596243540445
NO02,0.3414077810865516
NO06,0.15474147667797902
NO07,0.14616646136467656
NO08,0.7357572637653599
