nuts,September Days With High Fire Danger (days) (1981 - 2010)
NL42,0.07446044385433197
PL21,0.02085391009847323
UKM6,0.0
TR22,13.425654141108195
TRC2,28.665447934468588
TRC3,27.635012435913087
UKC1,0.05333325564861298
UKC2,0.01745744744936625
UKD1,0.0
UKD3,0.0
UKD4,0.0
UKD6,0.0
UKD7,0.0
UKE1,0.22816798811157543
UKE2,0.09611591373880704
UKE3,0.25714686612288157
RO41,1.9816417595682045
RO42,0.5153317005683978
RS11,1.4773805153866608
TR41,11.819061533610027
TR42,2.958592541019122
TR51,18.353555981318156
TR52,21.741912651062012
TR61,15.685752749443054
TR62,13.39526302019755
TR63,20.910183302561443
TR71,21.91437749862671
TR72,18.072349739074706
TR81,1.0993599372605483
UKK1,0.12080281376838684
UKK2,0.0706983432173729
UKK3,0.04846101962029934
UKK4,0.0308034876982371
UKL1,0.003777281939983368
UKL2,0.009658001114924748
UKM5,0.0
UKM7,0.0
UKM8,0.0
UKM9,0.0
UKN0,0.0
SE21,0.025114201133449872
SE22,0.02878964232901732
SE23,0.0095843270731469
SE31,0.0002613736316561699
SE32,0.001003138922775785
SE33,6.123163038864731e-05
SI03,0.021553739408651986
SI04,0.0
SK01,0.7095824810365836
SK02,0.6029481019203862
SK03,0.10443271963546673
SK04,0.08590924727420012
TR10,5.057996053496996
TR21,10.859773677587508
UKE4,0.10776862427592278
UKF1,0.24011070653796196
UKF2,0.27976855635643005
UKF3,0.3050336888680855
UKG1,0.14404101570447286
UKG2,0.046565270672241844
UKG3,0.15015795479218166
UKH1,0.19251899247368176
UKH2,0.26628366063038506
UKH3,0.15598894755045573
UKI3,0.11666666666666667
UKI4,0.11666666666666667
UKI5,0.15315710504849753
UKI6,0.07214637696743012
UKI7,0.13321099778016407
UKJ1,0.19028008878231048
UKJ2,0.08318740278482437
UKJ3,0.11101825721561909
UKJ4,0.05894080263872941
NO09,0.00768548824513952
NO0A,0.0
NO0B,0.0
HR05,0.13909228245417277
HR06,0.19380731582641603
NO02,0.0
NO06,0.0
NO07,0.0
NO08,0.005184512088696162
