nuts,Annual Days With High Fire Danger (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,1.398864815135797
DE60,2.8838759529093903
DE71,7.665715303520361
DE72,4.884579686944684
DE73,3.647329098979632
DE80,3.2501733301517866
DE91,3.80846782575051
BG41,9.468837078412374
BG42,29.494240379333498
CH01,0.4494363290568193
AT32,0.1858785696948568
AT33,0.15200878496592243
AT34,0.16129110790789128
BE10,5.416688664754232
BE23,5.0055467495073875
BE24,4.983300231024623
BE25,4.795340663194656
BE31,4.7078603948156035
BE32,5.221513186581433
BE33,3.5790767771502336
BE34,4.647401603559653
BE35,4.309726437429587
BG31,25.370502058664957
BG32,19.12006016174952
BG33,23.53256432215373
BG34,26.388957834243776
DE92,3.008606156334281
DE93,3.3913799566527207
DE94,2.562815070897341
CZ07,3.5239991476138433
CZ08,2.0914740110437076
AL01,15.302466630935669
AL02,38.903349781036376
AL03,45.40769958496094
AT11,5.476251207788786
AT12,3.69009094585975
AT13,7.671888825794061
AT21,0.04815340315302213
AT22,0.23909998182207345
AT31,0.40925196474418046
DK05,1.7485506042838097
BE21,5.027964726090431
BE22,4.776769391819835
ES43,125.4632464090983
ES51,38.766051864624025
ES52,89.85488929748536
ES53,49.145139122009276
ES61,123.93664932250977
ES62,132.31265563964843
ES63,0.0
ES64,0.0
CH02,1.3192098369201024
CH03,2.3173718084891637
CH04,1.1253643661737442
CH05,0.3099922047617535
CH06,0.25639803732434907
CH07,0.08476333978275458
CY00,161.5821055094401
CZ01,6.066673308610916
CZ02,6.0446814768016335
CZ03,2.1754390242509545
CZ04,5.48942979828765
CZ05,4.175949543621391
CZ06,4.702736740683516
DE40,6.218367782824983
EL53,46.76867249806722
EL54,50.28355382283529
EL61,55.5334898630778
EL62,0.0
EL63,82.74150250752767
ES70,0.0
ITC1,3.1034688303867974
ITC2,0.9172455572833618
DE11,5.3593378323440755
DE12,6.176367916166782
DE13,3.5760004322975876
DE14,1.8496297401065627
DE21,1.1076762101923425
DE22,1.7405739028006793
DE23,3.9884819563478233
DE24,4.669032793243726
DE25,5.649673000102242
DE26,5.4881127231443925
DE27,1.8204966456939777
DE30,6.942247580488523
EL42,95.03333333333333
LV00,2.8326373521781836
ME00,8.261398662130038
MK00,37.641785367329916
MT00,0.0
NL11,1.5105409038563569
NL12,1.3323611602187158
EL64,85.7651294708252
EL65,107.34431304931641
ES11,22.659969663619997
ES12,2.8788159971435863
ES13,3.6578177670637766
ES21,7.927004985014597
ES22,34.798185634613034
ES23,36.53228588104248
ES24,73.20517717997232
ES30,104.32248051961263
IE05,0.6431466720377406
IE06,0.7374564090122779
IS00,0.31275540304680666
ITC3,2.576282378161947
FI19,1.1158555621979758
FI1B,2.2557940891633432
FI1C,1.856899567320943
DEA1,4.8074924192080895
DEA2,4.392556531975667
DEA3,4.870661668479443
DEA4,3.2896672393505773
DEA5,3.422282569296658
DEB1,6.262454289322098
DEB2,6.777930222389599
DEB3,9.663943467537562
DEC0,9.446432516475518
DED2,4.409526552942892
DED4,3.43314440784355
DED5,6.6107550948858265
DEE0,5.753589682281017
DEF0,2.3449998557567597
DEG0,4.241063128660122
DK01,3.7326685160398485
DK02,2.53047633121411
DK03,2.3341985403249663
DK04,1.8623042121529578
ES41,67.44623413085938
ES42,118.5859265645345
HU23,9.787381597359975
HU31,12.446791583299637
HU32,15.810121440887452
HU33,15.838063778479894
IE04,0.5205633202257256
EE00,2.040077461861074
EL30,141.01489181518554
EL41,124.35
EL43,143.4229881286621
EL51,52.191562016805015
EL52,38.36642322540283
FI20,1.3333333333333333
FR10,12.245113532741865
FRB0,16.0343282704552
FRC1,11.164554499710599
FRC2,8.673800474094849
FRD1,6.437219501504054
FRD2,6.636250065018733
FRE1,5.97544285779198
FRE2,8.107605283893644
FRF1,7.475253786270817
NL13,2.248383079469204
NL21,3.698316218331456
NL22,4.5073318973804515
NL23,2.808240628739198
NL31,3.6617498074968657
NL32,1.779454713066419
ITG2,84.32563387552896
ITH1,0.10528301137189071
ITH2,0.13390822677562633
FRI3,19.557551721731823
FRJ1,37.509298165639244
FRJ2,14.471363882223764
FRK1,9.895664327343304
FRK2,10.67305555343628
FRL0,36.50560347239176
FRM0,22.61149320602417
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,128.4333038330078
TR32,137.0907061258952
TR33,117.30237528483073
HR03,18.520889369646707
HR02,7.440064625193675
HU11,14.662898274262746
HU12,15.051879461109639
HU21,12.6747496565183
HU22,9.279672904809315
PT16,87.64873542785645
PT17,96.01771748860678
FRF2,9.623412062972784
FRF3,9.376709841315945
FRG0,16.283584366738797
FRH0,8.94508517254144
FRI1,13.947739994525909
FRI2,10.303321478267511
ITC4,4.175814150770505
ITF1,21.03961968421936
ITF2,41.69426161448161
ITF3,47.04396381378174
ITF4,82.68449414571127
ITF5,69.33671728769939
ITF6,36.871579265594484
ITG1,96.4692497253418
LT01,3.8369323022663595
LT02,3.314923682420825
LU00,6.550111767898003
PL22,3.8157443964233
PL41,7.056265338261922
PL42,3.54231684487313
PT18,118.3506357828776
PT20,0.0
PT30,0.0
RO11,3.2487884826958178
RO12,1.1971106475840012
RO21,9.059998452663422
RO22,30.234222785631815
RO31,17.163290802637736
RO32,13.419234704971313
ITH3,2.7686941330631574
ITH4,0.6014685831964016
ITH5,14.85967059135437
ITI1,24.203678385416666
ITI2,40.77357921600342
ITI3,27.057516717910765
ITI4,37.593188444773354
LI00,0.05001931190490723
FI1D,0.2380620163632557
TR82,51.295927143096925
TR83,56.436984634399415
TR90,11.836445967356363
TRA1,55.39240684509277
TRA2,11.554182068506877
PL43,7.731103643774986
PL51,5.10973896185557
PL52,4.573697732202708
PL61,4.779210581133763
PL62,3.158431842302283
PL63,2.637947054207325
PL71,6.925506521823506
PL72,4.231482044638445
PL81,3.7524431026230256
PL82,2.0869522700707117
PL84,3.9267255924642086
PL91,4.687636086158454
PL92,4.48848292035982
PT11,56.20426445007324
PT15,126.46783294677735
TRB1,128.08855489095052
TRB2,110.09897130330404
TRC1,158.57101287841797
RS12,20.536004197597503
RS21,12.114207911491395
RS22,21.310968939463297
SE11,2.401917350043853
SE12,1.787139306931446
NL33,2.463132191946109
NL34,4.433881604671479
NL41,4.935121955474218
NL42,4.911142166083057
PL21,1.5391275122140844
UKM6,0.35127232410013676
TR22,101.73223495483398
TRC2,168.08930104573568
TRC3,175.52691650390625
UKC1,1.2767343721042077
UKC2,1.1512612289438644
UKD1,0.6490576282764474
UKD3,1.0566511504352092
UKD4,0.7403956969579061
UKD6,1.1441076346983512
UKD7,0.647225621342659
UKE1,2.6838835711280504
UKE2,1.758939810221394
UKE3,2.6624337921539944
RO41,19.244226296742756
RO42,6.387823497255643
RS11,19.750010101000466
TR41,91.5013821919759
TR42,30.05144001642863
TR51,115.21255976359049
TR52,136.91196467081707
TR61,111.92327448527018
TR62,97.66276448567709
TR63,131.48682403564453
TR71,128.95043182373047
TR72,106.51079699198405
TR81,24.763109624385834
UKK1,5.498658215254546
UKK2,4.4983409179995455
UKK3,2.389911742756764
UKK4,2.3051553377260765
UKL1,0.836137855425477
UKL2,1.1693895077953735
UKM5,0.7625559680784743
UKM7,0.6725909889675676
UKM8,0.37090936327974
UKM9,0.7025874495506287
UKN0,0.42280054166913034
SE21,3.190124217902
SE22,2.8912196777760983
SE23,2.0128873284285267
SE31,0.9339220414248606
SE32,0.6108031638432294
SE33,0.33997553094911076
SI03,1.3360140274899701
SI04,0.6796411703030268
SK01,11.521280268828074
SK02,9.008436768626174
SK03,1.6938719970484575
SK04,2.1532423698653775
TR10,56.649284489949544
TR21,80.49516894022624
UKE4,1.8886656671762467
UKF1,3.6959913202871877
UKF2,4.839171330754955
UKF3,5.1094411214192705
UKG1,3.755447754760583
UKG2,1.8509582810724774
UKG3,3.31623687595129
UKH1,5.161647763475775
UKH2,7.095249336957932
UKH3,6.745838508382439
UKI3,7.533895514408747
UKI4,7.342207110921541
UKI5,7.285863082110882
UKI6,6.777210586269697
UKI7,7.05910830895106
UKJ1,6.521042235195637
UKJ2,6.722858818123738
UKJ3,7.304726394638419
UKJ4,5.935951752960682
NO09,1.4843409189333518
NO0A,0.5458030734676868
NO0B,0.0
HR05,5.254895718892415
HR06,4.788165287176768
NO02,0.6005990494508296
NO06,0.17368390342841547
NO07,0.19457588888471947
NO08,1.1696427099096278
