nuts,October Days With High Fire Danger (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.0
DE60,0.0
DE71,0.01907309095064799
DE72,0.014172534147898356
DE73,0.0
DE80,0.01629557212193807
DE91,0.0005915154392520587
BG41,0.10094511844217777
BG42,0.5303135356555383
CH01,0.00807825376590093
AT32,0.0006970218072334925
AT33,0.0021962111194928488
AT34,0.0
BE10,0.10004399617513021
BE23,0.03335187236467997
BE24,0.08162244359652202
BE25,0.045129261414210003
BE31,0.07689618070920308
BE32,0.039362119138240816
BE33,0.016089131434758503
BE34,0.03127282212177913
BE35,0.017185489336649578
BG31,0.2941406918068727
BG32,0.13006936497986316
BG33,0.1659657205765446
BG34,0.2870519732435544
DE92,0.0015836742396155993
DE93,0.003129277378320694
DE94,0.010003840923309327
CZ07,0.0659787030890584
CZ08,0.03498419324556987
AL01,0.128402420754234
AL02,0.3800496911009153
AL03,0.40161323385934034
AT11,0.02906685769557953
AT12,0.06954010476668676
AT13,0.1332264910141627
AT21,0.0
AT22,0.0011866008241971334
AT31,0.000958809939523538
DK05,0.0
BE21,0.05462290545304616
BE22,0.04401099160313606
ES43,6.31343674659729
ES51,1.0249927044535676
ES52,3.5145184816792607
ES53,0.692754436781009
ES61,6.372673431970179
ES62,4.477478216650585
ES63,0.0
ES64,0.0
CH02,0.002297016233205795
CH03,0.013612568378448486
CH04,0.004759535193443298
CH05,0.007122587940345208
CH06,0.0
CH07,0.0
CY00,12.501412550608316
CZ01,0.12069023152192433
CZ02,0.09082582605381807
CZ03,0.00958126870294412
CZ04,0.06378501107295355
CZ05,0.033798125882943474
CZ06,0.13641309862335524
DE40,0.055157009760538736
EL53,0.5938405146201452
EL54,0.5341782574852307
EL61,0.7277707374965151
EL62,0.0
EL63,1.436778917349875
ES70,0.0
ITC1,0.05033339091266195
ITC2,0.015924685696760813
DE11,0.010175018509229024
DE12,0.012049260611335436
DE13,0.016033746798833213
DE14,0.005534463624159495
DE21,0.006222886840502421
DE22,0.004682064553101857
DE23,0.0011628493666648865
DE24,0.0022329879303773243
DE25,0.012289771065115928
DE26,0.01579476296901703
DE27,0.007394072910149892
DE30,0.050029174486796064
EL42,3.933333333333333
LV00,0.0034198170605426034
ME00,0.047144327436884244
MK00,0.6154091365635395
MT00,0.0
NL11,0.0051456923286120095
NL12,0.004145090778668721
EL64,2.4433056329687437
EL65,3.360913833230734
ES11,0.6859350038071473
ES12,0.08659909727672736
ES13,0.30216045839091143
ES21,0.5371001943325003
ES22,1.8321024560679993
ES23,1.8467144899691144
ES24,3.5485460062821708
ES30,4.577585606028636
IE05,0.0015437265237172445
IE06,0.0017484895884990691
IS00,0.0
ITC3,0.020802229642868042
FI19,0.00025681803623835245
FI1B,0.04010071158409119
FI1C,0.01306657399982214
DEA1,0.0036686566347877187
DEA2,0.004262372975548109
DEA3,0.004931932191054026
DEA4,0.0014662822087605795
DEA5,0.0006376878047982852
DEB1,0.02267324390510718
DEB2,0.04787103831768036
DEB3,0.022187320391337077
DEC0,0.011145549019177754
DED2,0.01002896372228861
DED4,0.012317477228740851
DED5,0.020891628166039785
DEE0,0.02146744038909674
DEF0,0.0021392159163951875
DEG0,0.016247717570513485
DK01,0.0
DK02,0.012957389528552691
DK03,0.006031167258818944
DK04,0.0006391698494553566
ES41,2.715628713959207
ES42,5.674955157438914
HU23,0.08422546774769822
HU31,0.12730985408027967
HU32,0.2600435470851759
HU33,0.2790064347287019
IE04,0.005298433204491933
EE00,0.006998934286336104
EL30,8.960531619687876
EL41,6.8
EL43,9.291566550731659
EL51,1.486386139318347
EL52,0.4107349585120877
FI20,0.0
FR10,0.1361661499987046
FRB0,0.2880041184524695
FRC1,0.08243470957192282
FRC2,0.0645662740804255
FRD1,0.07670074018339317
FRD2,0.050852306621770066
FRE1,0.07018520136674246
FRE2,0.09050073241814971
FRF1,0.016929468760887783
NL13,0.0016659649709860483
NL21,0.002915280063947042
NL22,0.00449929138024648
NL23,0.0037209659814834593
NL31,0.00831801692644755
NL32,0.004178309440612793
ITG2,1.7116803569719194
ITH1,0.0014415795604387919
ITH2,0.0009221890320380529
FRI3,0.5483388391633829
FRJ1,0.8058097182773054
FRJ2,0.3404393849739184
FRK1,0.1413491578307003
FRK2,0.13134854348997274
FRL0,0.7272634995480378
FRM0,0.22119045505921045
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,7.354546249409517
TR32,8.704261381924152
TR33,7.1181517491738004
HR03,0.05705318603043755
HR02,0.06653578722228606
HU11,0.12088823268810908
HU12,0.19658360462635754
HU21,0.16546781441817682
HU22,0.08578905928879976
PT16,3.6124266597442327
PT17,3.989105024933815
FRF2,0.08226187030474345
FRF3,0.04073894650985797
FRG0,0.3735615238547325
FRH0,0.15510025868813196
FRI1,0.4360477892837177
FRI2,0.21974577400833367
ITC4,0.07308902116492391
ITF1,0.042442679901917774
ITF2,0.2665776447703441
ITF3,0.1677454306433598
ITF4,1.0502119262392322
ITF5,0.7863462140783668
ITF6,0.10183812988301118
ITG1,1.0421322764207919
LT01,0.0
LT02,0.0002216768606255452
LU00,0.06494185129801432
PL22,0.1191787342230479
PL41,0.14664595921834309
PL42,0.035379461012780666
PT18,6.182404351234436
PT20,0.0
PT30,0.0
RO11,0.0397338782902807
RO12,0.003912375805278619
RO21,0.030977075515935818
RO22,0.15489874567526082
RO31,0.12668612161651255
RO32,0.022278488179047904
ITH3,0.039790244897206624
ITH4,0.007630192736784617
ITH5,0.10735503816977143
ITI1,0.04851090293377638
ITI2,0.09488955587148666
ITI3,0.04503402685125669
ITI4,0.06518920958042144
LI00,0.0
FI1D,2.368999218257765e-05
TR82,2.292560948183139
TR83,2.6322850899770858
TR90,0.5285064845345915
TRA1,2.6021065525710583
TRA2,0.3683942119280497
PL43,0.11348917484283447
PL51,0.10895487467447916
PL52,0.1714798323189219
PL61,0.06478680372238159
PL62,0.019784178336461386
PL63,0.020299433854719003
PL71,0.16639511237541835
PL72,0.07864346280694008
PL81,0.01525346835454305
PL82,0.03489809036254883
PL84,0.017542999486128488
PL91,0.05387808084487915
PL92,0.04036638578400016
PT11,1.9051429060598215
PT15,6.425241805613041
TRB1,8.609819654002786
TRB2,5.765266626079877
TRC1,14.039824628829956
RS12,0.5898304667323828
RS21,0.12346470983078082
RS22,0.2823577751405537
SE11,0.0
SE12,0.0005216300021857023
NL33,0.006637359162171682
NL34,0.018560548623402912
NL41,0.022239287570118903
NL42,0.009136226773262025
PL21,0.019955093413591383
UKM6,0.00025185621343553065
TR22,4.609611273308595
TRC2,16.384363667170206
TRC3,18.27610419591268
UKC1,0.019583728909492493
UKC2,0.006276981035868327
UKD1,0.0009271062910556794
UKD3,0.01999224821726481
UKD4,0.007051508128643036
UKD6,0.013729790722330411
UKD7,0.0
UKE1,0.13566116690635682
UKE2,0.07082479645808538
UKE3,0.1333977187673251
RO41,0.2249574393965304
RO42,0.1257822937021653
RS11,0.4950426179915667
TR41,5.197496203581492
TR42,0.792136565844218
TR51,8.52143297990163
TR52,11.68779037396113
TR61,7.024896286055446
TR62,7.597801192104816
TR63,9.784314747651418
TR71,9.640002004305522
TR72,7.417285157243411
TR81,0.4618678669134776
UKK1,0.10107985933621724
UKK2,0.03466578722000122
UKK3,0.015125677982966105
UKK4,0.026613410313924155
UKL1,0.0065033242106437685
UKL2,0.02334998312095801
UKM5,0.0010200864324967065
UKM7,0.0038052506434420744
UKM8,0.0
UKM9,0.0013804053577284017
UKN0,0.0
SE21,0.008077368636926015
SE22,0.0005522428080439567
SE23,0.0002544438155988852
SE31,0.0006752776602904002
SE32,0.0
SE33,0.0
SI03,0.0004476764239370823
SI04,0.0
SK01,0.1606734742720922
SK02,0.1504295269337793
SK03,0.0068136089791854225
SK04,0.011458917862425248
TR10,1.8960846021771431
TR21,3.006557050657769
UKE4,0.06668617725372314
UKF1,0.19460788468519846
UKF2,0.21924936771392822
UKF3,0.2667802949125568
UKG1,0.13724337182939053
UKG2,0.0532167902837197
UKG3,0.17409022649129233
UKH1,0.21792357116937638
UKH2,0.21821137964725495
UKH3,0.18400277843077978
UKI3,0.15
UKI4,0.15002253651618958
UKI5,0.12859536707401276
UKI6,0.09443698128064473
UKI7,0.12916525304317475
UKJ1,0.16574954893440008
UKJ2,0.1441023134936889
